i;T_Z;v_z;CX;CY;k;R;v_f;v_cruis;k_f;px_1;py_1;pz_1;d_1;phi_1;angle_1;v1;vx1;vy1;setPx1;setPy1;
0;0.2;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.5242288708686829;0.2917386591434479;0.01690077781677246;0.2927430330894113;0.08285976165352596;1.617387165402008;0.3;0.29967445295899114;-0.013972195379731631;0.5841637614604811;0.28894422006750153;
1;0.2;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.526254415512085;0.288159042596817;0.019199976697564125;0.28935260179268374;0.09085998959447748;1.6084695343553386;0.3;0.2997871345927368;-0.011299289034107325;0.5862118424306323;0.28589918478999554;
2;0.2;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.5295044183731079;0.28475987911224365;0.024766219779849052;0.28628429830424684;0.1032431717448887;1.6055681962202366;0.3;0.29981865583728196;-0.010429458851037262;0.5894681495405643;0.2826739873420362;
3;0.2;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.5374419093132019;0.2804183065891266;0.04013320058584213;0.28290691621685643;0.13273653514718958;1.6182746252151714;0.3;0.2996619351891853;-0.01423813887671006;0.597374296351039;0.27757067881378455;
4;0.2;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.5483209490776062;0.2763335406780243;0.06110534444451332;0.28052654031911833;0.17311426935498544;1.646849252625534;0.3;0.29913281098034306;-0.022793889422350905;0.6081475112736748;0.2717747627935541;
5;0.2;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.5615754723548889;0.27175745368003845;0.0792929157614708;0.27864610606715096;0.2228201390615934;1.6872499575813862;0.3;0.2979680806534695;-0.034857178768332234;0.6211690884855828;0.264786017926372;
6;0.2;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.5755146741867065;0.2672711908817291;0.09186910837888718;0.27773432537744075;0.27536204386867535;1.7352865421453818;0.3;0.295950588145295;-0.049124834620118095;0.6347047918157656;0.2574462239577055;
7;0.2;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.5888915061950684;0.262489378452301;0.09995581954717636;0.27713241180688913;0.32652611470204607;1.7834788813267999;0.3;0.2932404574033003;-0.0633248303740579;0.6475395976757284;0.24982441237748945;
8;0.2;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.6018719673156738;0.25764983892440796;0.10709325969219208;0.2770583642890773;0.3765252529549685;1.8331125749944874;0.3;0.2897375771876292;-0.0777954777955802;0.6598194827531997;0.2420907433652919;
9;0.2;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.6123224496841431;0.2528431713581085;0.11472726613283157;0.27666948152167536;0.4180516105761852;1.8727201957945259;0.3;0.28642985379973457;-0.0892072802649126;0.66960842044409;0.235001715305126;
10;0.2;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.622207522392273;0.2483033984899521;0.12272170186042786;0.27674763997352864;0.45736413686677274;1.912418285225029;0.3;0.28266375704694774;-0.10050472850619564;0.6787402738016625;0.22820245278871296;
11;0.2;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.6324172019958496;0.24407599866390228;0.13041330873966217;0.2776822077631026;0.4970857301016073;1.956752837879056;0.3;0.277931634684228;-0.11293363733517503;0.6880035289326952;0.2214892711968673;
12;0.2;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.6430106163024902;0.2399376928806305;0.13744832575321198;0.27932442220489395;0.5374969705160682;2.0052813309034976;0.3;0.2721260839963974;-0.12628299334742446;0.6974358331017697;0.2146810942111456;
13;0.2;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.6551952362060547;0.2350003868341446;0.14506030082702637;0.28162163118846306;0.583654490875461;2.062816319342517;0.3;0.2644141195044608;-0.14172216977834032;0.7080780601069468;0.20665595287847652;
14;0.2;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.665030837059021;0.23115740716457367;0.15099802613258362;0.28402275272845595;0.6200157092557698;2.1110950915452986;0.3;0.2572665112125573;-0.1543176665470261;0.7164841393015324;0.20029387385516845;
15;0.2;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.6775170564651489;0.22601789236068726;0.15459051728248596;0.28739588202202565;0.6657820110685886;2.173640980471989;0.3;0.24711781963787913;-0.17009639389893202;0.7269406203927248;0.19199861358090087;
16;0.2;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.6881325244903564;0.22133465111255646;0.15740463137626648;0.2904873053237123;0.7044890046514165;2.22775767681972;0.3;0.23755548869565749;-0.1832140545661477;0.735643622229488;0.1846918401993269;
17;0.2;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.6983067393302917;0.21592257916927338;0.16120830178260803;0.29316910317924605;0.742896990770717;2.279552104903778;0.3;0.22775169438692985;-0.19526690888085083;0.7438570782076778;0.1768691973931032;
18;0.2;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.7088407278060913;0.2103050798177719;0.1647453010082245;0.296382651630856;0.7819045198316475;2.334616076633817;0.3;0.2166597665134931;-0.2075055314306552;0.7521726811087899;0.16880397353164087;
19;0.2;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.7192278504371643;0.2044261395931244;0.17057201266288757;0.299751391917114;0.8203221648002443;2.3898754518209384;0.3;0.20486826354718066;-0.21915518381083968;0.7602015031466004;0.16059510283095646;
20;0.2;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.728330135345459;0.1977466642856598;0.17911750078201294;0.3020569382467171;0.8570545131406327;2.438135168571488;0.3;0.1940574785467096;-0.22878307415561433;0.7671416310548009;0.15199004945453692;
