i;T_Z;v_z;CX;CY;k;R;v_f;v_cruis;k_f;px_1;py_1;pz_1;d_1;phi_1;angle_1;v1;vx1;vy1;setPx1;setPy1;
0;0.2;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.4499559998512268;0.09143739193677902;0.03901569917798042;0.10423626334002266;-0.5007705666466132;0.29533120894995424;0.3;0.0873170206811196;0.28701173826060306;0.46741940398745074;0.14883973958889962;
1;0.2;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.4451746344566345;0.08815867453813553;0.036040354520082474;0.1038160517612019;-0.5563627897803782;0.23866709588219703;0.3;0.07092231458065919;0.29149618401365396;0.45935909737276637;0.14645791134086633;
2;0.2;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.44447290897369385;0.08311563730239868;0.039152611047029495;0.09995732590474585;-0.5889737392348853;0.19631775030535814;0.3;0.05851774266598066;0.2942374445805259;0.45617645750688995;0.14196312621850388;
3;0.2;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.44069525599479675;0.08983544260263443;0.04797155782580376;0.10764506216791328;-0.5834765287966096;0.2214042359985554;0.3;0.06587993933958065;0.2926770124089235;0.4538712438627129;0.14837084508441914;
4;0.2;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.43348661065101624;0.10819660127162933;0.06225159391760826;0.12700604509007218;-0.5511913905562968;0.3064840892118653;0.3;0.09051253138823166;0.2860200721307761;0.45158911692866255;0.16540061569778455;
5;0.2;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.42946305871009827;0.12835578620433807;0.07700619101524353;0.14646046544603356;-0.5024917856683763;0.413572800857407;0.3;0.12056504009185118;0.27470724618700965;0.4535760667284685;0.18329723544174;
6;0.2;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.42837217450141907;0.13547317683696747;0.08993249386548996;0.15324335883801105;-0.48636133416329663;0.4513936732550219;0.3;0.13086601209807494;0.2699520084710364;0.45454537692103403;0.18946357853117474;
7;0.2;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.4325496256351471;0.1348418891429901;0.10279283672571182;0.15077097887063426;-0.4638221970265367;0.46594472184690017;0.3;0.13478010419153064;0.2680192595955002;0.4595056464734532;0.18844574106209017;
8;0.2;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.44396287202835083;0.13871540129184723;0.11402266472578049;0.14960655823482205;-0.3839257555288675;0.5421116372025344;0.3;0.15478380407965345;0.2569863303653162;0.4749196328442815;0.19011266736491048;
9;0.2;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.4521118700504303;0.1416669636964798;0.12499306350946426;0.14954197268006933;-0.32597440858799215;0.5998567324464849;0.3;0.1693572671358757;0.24762495041547739;0.4859833234776054;0.19119195377957526;
10;0.2;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.4612904191017151;0.14543327689170837;0.13013766705989838;0.15049674309027813;-0.2601361089331727;0.6687505829440701;0.3;0.18600185473210482;0.23537907731193305;0.49849079004813607;0.19250909235409497;
11;0.2;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.4668562114238739;0.14932316541671753;0.13677982985973358;0.1529572438665372;-0.21841916951341184;0.7184065842263763;0.3;0.19745576888725405;0.22585663446784845;0.5063473652013247;0.1944944923102872;
12;0.2;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.4700678586959839;0.14699046313762665;0.1442996859550476;0.15000709762027117;-0.2008865871682878;0.7264313436050841;0.3;0.1992618368583395;0.22426484426195847;0.5099202260676517;0.19184343199001835;
13;0.2;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.47363993525505066;0.14787130057811737;0.14958521723747253;0.1502024452131917;-0.17641048732164288;0.7515328701820444;0.3;0.2048278628440992;0.2191929437794905;0.5146055078238705;0.19170988933401548;
14;0.2;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.47622284293174744;0.15044710040092468;0.15556272864341736;0.15231442222355132;-0.15674682860581124;0.777995770911683;0.3;0.2105559522147125;0.21369649268753968;0.51833403337469;0.19318639893843262;
15;0.2;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.4796750247478485;0.14807143807411194;0.15942725539207458;0.14945987887167625;-0.1364121796705729;0.7891568900270385;0.3;0.2129278803033292;0.21133319140525728;0.5222606008085143;0.1903380763551634;
16;0.2;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.4794434905052185;0.14662043750286102;0.16061216592788696;0.1480544588188394;-0.13929425968574294;0.7818042405513339;0.3;0.21136827985544485;0.2128930489023781;0.5217171464763075;0.18919904728333664;
17;0.2;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.4798628091812134;0.1522832065820694;0.1570533812046051;0.15360885866703602;-0.1314723644548042;0.8074715715190581;0.3;0.21676245407622025;0.2073982606071095;0.5232152999964574;0.1937628587034913;
18;0.2;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.477287620306015;0.1530703902244568;0.1499183028936386;0.15474623276458532;-0.1473039110702593;0.7953530419489404;0.3;0.21423323710230943;0.2100098095819947;0.5201342677264769;0.19507235214085572;
19;0.2;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.4751439690589905;0.1583852767944336;0.13894203305244446;0.16032379168230074;-0.15566434574641722;0.8054933925417254;0.3;0.21635175934831044;0.20782664946269705;0.5184143209286526;0.199950606686973;
20;0.2;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.4768438935279846;0.1747010052204132;0.12718632817268372;0.17622896042355285;-0.13177892397764787;0.8848490296348038;0.3;0.23214581110907256;0.19002189974976774;0.5232730557497991;0.21270538517036675;
