i;T_Z;v_z;CX;CY;k;R;v_f;v_cruis;k_f;px_1;py_1;pz_1;d_1;phi_1;angle_1;v1;vx1;vy1;setPx1;setPy1;
0;0.3;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.5029057264328003;-0.25393402576446533;0.06412307918071747;0.2539506501016495;3.1301503129656463;4.474643912144755;0.3;-0.29156145243334364;-0.07065351693269831;0.4737495811894659;-0.26099937745773516;
1;0.3;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.5036402940750122;-0.249512180685997;0.07000371813774109;0.24953873457167763;3.1270040438885043;4.450652227424275;0.3;-0.28978261064504585;-0.07762756319595356;0.47466203301050763;-0.25727493700559234;
2;0.3;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.5025482773780823;-0.24665895104408264;0.07336755096912384;0.24667211404567563;3.131261843736162;4.441481207592597;0.3;-0.2890585103279256;-0.08028186349979993;0.4736424263452897;-0.2546871373940626;
3;0.3;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.4973907768726349;-0.24678055942058563;0.07620227336883545;0.24679435275805153;-3.1310199978173956;-1.8202299230544188;0.3;-0.29071571904334237;-0.07405653719363625;0.46831920496830065;-0.25418621313994927;
4;0.3;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.4860403835773468;-0.25343719124794006;0.08368882536888123;0.25382135607216455;-3.0865670889742844;-1.7426873268046104;0.3;-0.29557892433302574;-0.05131373588164697;0.4564824911440442;-0.25856856483610474;
5;0.3;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.4650721251964569;-0.2609367370605469;0.0954657793045044;0.2632640066285115;-3.0085278944902982;-1.6193866831131045;0.3;-0.2996459162658007;-0.014571371425803618;0.43510753356987686;-0.26239387420312726;
6;0.3;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.4533872604370117;-0.2729451060295105;0.1216275617480278;0.2768966926401031;-2.9724474423334777;-1.516657907139931;0.3;-0.2995604620993019;0.016233593159023382;0.4234312142270815;-0.27132174671360815;
7;0.3;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.44816693663597107;-0.2785247564315796;0.1605193316936493;0.2833067355411272;-2.9575988652252914;-1.4700758406602865;0.3;-0.2984795935314989;0.03016508321339758;0.4183189772828212;-0.27550824811023983;
8;0.3;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.4353746473789215;-0.2747895419597626;0.1981898993253708;0.28228660714220016;-2.9106089197500564;-1.428149064826872;0.3;-0.29695293592529964;0.04264919513126665;0.40567935378639153;-0.2705246224466359;
9;0.3;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.43472811579704285;-0.26914381980895996;0.22709921002388;0.2769455083744132;-2.9036693561711644;-1.4476389497223503;0.3;-0.2977277133713587;0.03685388297943754;0.404955344459907;-0.2654584315110162;
10;0.3;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.435251384973526;-0.2637471854686737;0.24821315705776215;0.27157864605026205;-2.9008584651090956;-1.4712237501447523;0.3;-0.29851402365632546;0.029822435858104446;0.40539998260789345;-0.26076494188286325;
11;0.3;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.4281187355518341;-0.2636202573776245;0.2713419497013092;0.27324449908188847;-2.875394164057057;-1.4375857569457755;0.3;-0.2973421753722251;0.03984508432558408;0.3983845180146116;-0.2596357489450661;
12;0.3;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.42661577463150024;-0.2606777250766754;0.28190433979034424;0.2708101196116673;-2.867181295489955;-1.4413111165898465;0.3;-0.2974885489978079;0.03873710385636545;0.39686691973171945;-0.25680401469103886;
13;0.3;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.4252066910266876;-0.2577645778656006;0.28655070066452026;0.2683963797621135;-2.8591864368258713;-1.4451123483179016;0.3;-0.2976336480940552;0.03760600380556448;0.3954433262172821;-0.25400397748504416;
14;0.3;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.42247381806373596;-0.2574388086795807;0.29225507378578186;0.2688587902598248;-2.8490865440938333;-1.4327559274833066;0.3;-0.2971462630769356;0.04128072600394262;0.3927591917560424;-0.2533107360791864;
15;0.3;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.41865235567092896;-0.2581719160079956;0.29855164885520935;0.27068464576537876;-2.8363490556036064;-1.4110931057810896;0.3;-0.2961823566583161;0.04770756338701464;0.38903412000509735;-0.25340115966929416;
16;0.3;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.41416066884994507;-0.25911152362823486;0.3052036762237549;0.27296001987330326;-2.8216882258704814;-1.3852769444755026;0.3;-0.29485217384395385;0.05533710852127014;0.3846754514655497;-0.25357781277610786;
17;0.3;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.40893974900245667;-0.2600451707839966;0.3105601370334625;0.2755276032629282;-2.8047655945744503;-1.3557259931198764;0.3;-0.29308841588451606;0.06402484263397257;0.37963090741400507;-0.25364268652059935;
18;0.3;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.4022454023361206;-0.2604373097419739;0.31491562724113464;0.2781789957384701;-2.7825170087445623;-1.320395844013935;0.3;-0.29064397889623667;0.074337591643555;0.37318100444649693;-0.25300355057761836;
19;0.3;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.3953956067562103;-0.2603335678577423;0.3179799020290375;0.28056308673708863;-2.7595276921717904;-1.2856116897252003;0.3;-0.28788291726357784;0.08440039068518577;0.36660731502985255;-0.2518935287892237;
20;0.3;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.3861977458000183;-0.26110202074050903;0.32088208198547363;0.2848248905832748;-2.7305649483269216;-1.2354990618534198;0.3;-0.28329376090768493;0.09871496862573303;0.35786836970924985;-0.2512305238779357;
21;0.3;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.37838780879974365;-0.2596268951892853;0.32301923632621765;0.2866978370238531;-2.703533752806538;-1.199150426007414;0.3;-0.27951926997550713;0.10894483793351355;0.35043588180219293;-0.2487324113959339;
22;0.3;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.37057504057884216;-0.2579348385334015;0.323594331741333;0.2885848247057011;-2.676526964159092;-1.162744656845053;0.3;-0.2753687112501209;0.11904651554937477;0.3430381694538301;-0.24603018697846402;
23;0.3;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.3632974326610565;-0.2558739483356476;0.3221343457698822;0.29010182583694993;-2.650916122724837;-1.1295703192632462;0.3;-0.2712686335185184;0.1281145131083741;0.3361705693092047;-0.24306249702481017;
24;0.3;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.3563764989376068;-0.25377511978149414;0.32410314679145813;0.29159821926330576;-2.6265878613284612;-1.0977757526406342;0.3;-0.2670588739183215;0.13667317901284826;0.32967061154577465;-0.2401078018802093;
25;0.3;0.05;0.5;0.0;5.0;0.3;0.05;0.3;0.1;0.34950628876686096;-0.2514541447162628;0.3263613283634186;0.29304870587619164;-2.602281492835876;-1.0662276513811655;0.3;-0.26261492131639225;0.1450289733190755;0.32324479663522176;-0.23695124738435527;
