i;T_Z;v_z;CX;CY;k;R;D_12;v_f;v_cruis;k_f;p12;px_1;py_1;pz_1;d_1;phi_1;angle_1;v1;vx1;vy1;setPx1;setPy1;px_2;py_2;pz_2;d_2;phi_2;angle_2;v2;vx2;vy2;setPx2;setPy2;
0;0.3;0.05;0.5;0.0;5.0;0.5;3.141592653589793;0.05;0.05;0.1;2.647179615978733;-1.4492008686065674;-0.7316868305206299;0.07350389659404755;2.082006158524494;-1.9298982213210014;1.0859397985832708;0.0484275148717326;0.04284584802101869;0.022571165322411935;-1.4063550205855486;-0.709115665198218;0.98466557264328;-0.065983846783638;0.1174086406826973;0.48913657125797205;1.7061074698798522;3.2226399768348926;0.051572485128267405;-0.004175237408905095;-0.051403196543450894;0.9804903352343749;-0.1173870433270889;
1;0.3;0.05;0.5;0.0;5.0;0.5;3.141592653589793;0.05;0.05;0.1;2.7773735178747;-1.3582903146743774;-0.688986599445343;0.22156986594200134;1.9819044951328644;-1.9258478210127148;1.0815939511835975;0.04884116672150197;0.04311248666930708;0.022951537201380885;-1.3151778280050703;-0.6660350622439621;0.9884340763092041;-0.004477913957089186;0.25864654779434204;0.4884546024078722;1.579963968292172;3.0930973024571697;0.05115883327849804;0.0024799932422906665;-0.05109868741890883;0.9909140695514947;-0.055576601375998014;
2;0.3;0.05;0.5;0.0;5.0;0.5;3.141592653589793;0.05;0.05;0.1;2.675019508047113;-1.2716164588928223;-0.6301578879356384;0.28872358798980713;1.8803520524485429;-1.9125369951205091;1.0851664119720064;0.04851592782174058;0.04290656971423648;0.022645563092175615;-1.2287098891785857;-0.6075123248434628;0.9583443999290466;-0.05751533433794975;0.31829342246055603;0.4619389598532732;1.6956288040119647;3.078368633917455;0.05148407217825943;0.003252861883011172;-0.0513812084095565;0.9615972618120578;-0.10889654274750625;
3;0.3;0.05;0.5;0.0;5.0;0.5;3.141592653589793;0.05;0.05;0.1;2.509674188077617;-1.2656798362731934;-0.6272895336151123;0.3297941982746124;1.873797599316638;-1.9121565062449863;1.0848699014410623;0.04799121204736857;0.04243587710698544;0.022413227521629355;-1.2232439591662079;-0.604876306093483;0.9518423080444336;-0.1351102888584137;0.3205411434173584;0.47161028561125;1.8613546128569831;3.291144397580605;0.05200878795263143;-0.007749043894747975;-0.05142826404827456;0.9440932641496856;-0.18653855290668825;
4;0.3;0.05;0.5;0.0;5.0;0.5;3.141592653589793;0.05;0.05;0.1;3.843454733890274;-1.2425791025161743;-0.4902423322200775;0.33361607789993286;1.8102263595546983;-1.845039269898096;1.1450772771734021;0.052230438730136206;0.04756845518887563;0.02156990498093219;-1.1950106473272988;-0.4686724272391453;0.9515864849090576;-0.205807164311409;0.32197168469429016;0.49627305209372574;1.998415463992178;3.55057920779935;0.0477695612698638;-0.018996983419455167;-0.04382973425514028;0.9325895014896024;-0.24963689856654928;
5;0.3;0.05;0.5;0.0;5.0;0.5;3.141592653589793;0.05;0.05;0.1;3.928118672922659;-1.1930444240570068;-0.42371177673339844;0.31698107719421387;1.7452596057816427;-1.8160255055592855;1.1663180653064853;0.052498446558711775;0.048262233867446866;0.02066019538150065;-1.14478219018956;-0.4030515813518978;0.9534662365913391;-0.2726210951805115;0.34269243478775024;0.5291066898705155;2.112093167363374;3.827408340777814;0.04750155344128823;-0.030082946823070375;-0.03676158170938625;0.9233832897682688;-0.30938267688989773;
6;0.3;0.05;0.5;0.0;5.0;0.5;3.141592653589793;0.05;0.05;0.1;4.009988484173677;-1.1786803007125854;-0.38041990995407104;0.3420998156070709;1.7212457290840142;-1.7936506880806633;1.1856157052310101;0.05275727269460128;0.04889177810691973;0.019822307023054774;-1.1297885226056656;-0.3605976029310163;0.9226008057594299;-0.31829994916915894;0.3056994378566742;0.5290617153693967;2.2163377960930135;3.9314327539605705;0.047242727305398725;-0.03355370859624471;-0.03325693796323649;0.8890470971631852;-0.3515568871323954;
7;0.3;0.05;0.5;0.0;5.0;0.5;3.141592653589793;0.05;0.05;0.1;4.212229182977903;-1.1724450588226318;-0.36575064063072205;0.3200511634349823;1.7119713799891692;-1.7860988375740172;1.191947339467785;0.05339500942552761;0.04960882027172667;0.01974821467372947;-1.1228362385509052;-0.3460024259569926;0.8305726051330566;-0.3803745210170746;0.3292273283004761;0.503947441211308;2.4261303454038856;4.016661315929946;0.04660499057447239;-0.03577340879777545;-0.02987119631742094;0.7947991963352812;-0.41024571733449555;
8;0.3;0.05;0.5;0.0;5.0;0.5;3.141592653589793;0.05;0.05;0.1;4.199496718008576;-1.1391311883926392;-0.320547878742218;0.31919488310813904;1.6701802283968044;-1.7639186712616988;1.2083957846146918;0.0533549346513978;0.04988945047877535;0.018915384811860232;-1.089241737913864;-0.3016324939303578;0.8386286497116089;-0.3971612751483917;0.31069329380989075;0.5219257043708463;2.4355780467468775;4.115566848514735;0.0466450653486022;-0.03858133716722508;-0.02621531124675552;0.8000473125443838;-0.42337658639514725;
9;0.3;0.05;0.5;0.0;5.0;0.5;3.141592653589793;0.05;0.05;0.1;4.3110582137970574;-1.102115511894226;-0.27622708678245544;0.302467942237854;1.6257538303582189;-1.7415317045913903;1.2242367228416495;0.053705692039680016;0.05051271976642523;0.018241888588069567;-1.0516027921278008;-0.25798519819438587;0.7712879776954651;-0.42132827639579773;0.3051186800003052;0.5011134435761516;2.569526509205667;4.145889996365766;0.04629430796031999;-0.039062445979976025;-0.02484528654667524;0.7322255317154891;-0.44617356294247296;
