i;T_Z;v_z;CX;CY;k;R;D_12;v_f;v_cruis;k_f;p12;px_1;py_1;pz_1;d_1;phi_1;angle_1;v1;vx1;vy1;setPx1;setPy1;px_2;py_2;pz_2;d_2;phi_2;angle_2;v2;vx2;vy2;setPx2;setPy2;
0;0.2;0.05;0.5;0.0;5.0;0.3;3.141592653589793;0.1;0.3;0.1;5.209922268667782;0.037014979869127274;-0.23428674042224884;0.005679357796907425;0.5188886254325362;-2.0392604708860453;0.36199573198910395;0.3129843058227561;0.11084067824565362;0.2927003924448958;0.04809904769369264;-0.20501670117775925;0.4884721636772156;-0.3964543640613556;0.023063594475388527;0.3966219280291734;-3.11252350939785;-1.0916829342484302;0.2870156941772439;-0.25469887248199086;0.1323121047389382;0.4630022764290165;-0.3832231535874618;
1;0.2;0.05;0.5;0.0;5.0;0.3;3.141592653589793;0.1;0.3;0.1;5.225971324012232;0.033014778047800064;-0.24057911336421967;0.008447451516985893;0.5253127709363817;-2.046510107762733;0.369129922547339;0.3130822544576879;0.11296136047817243;0.2919935428998881;0.044310914095617306;-0.21137975907423084;0.4851453900337219;-0.39208006858825684;0.030722301453351974;0.39236136356861445;-3.1037240909300876;-1.100298780835554;0.2869177455423121;-0.25574207991073256;0.13006837152057926;0.4595711820426487;-0.3790732314361989;
2;0.2;0.05;0.5;0.0;5.0;0.3;3.141592653589793;0.1;0.3;0.1;5.228383299105596;0.02483917772769928;-0.24068093299865723;0.01870611310005188;0.5326397643169285;-2.0396504633123933;0.3918446637929399;0.31309696951262367;0.11956982701113758;0.2893661500357556;0.036796160428813035;-0.21174431799508167;0.48165372014045715;-0.38889726996421814;0.04157950356602669;0.3893297735471905;-3.0944524713863837;-1.1035925148082082;0.2869030304873763;-0.2561559644594645;0.1292186935960968;0.4560381236945107;-0.37597540060460843;
3;0.2;0.05;0.5;0.0;5.0;0.3;3.141592653589793;0.1;0.3;0.1;5.218708092685203;0.011549577116966248;-0.23520183563232422;0.035191915929317474;0.5421288768359691;-2.0195562381110927;0.43163784630948454;0.3130379341442248;0.13096223359271802;0.28432664592980095;0.02464580047623805;-0.2067691710393441;0.4777463376522064;-0.3861950933933258;0.05443466454744339;0.38683572178506115;-3.0840334526054756;-1.1036178718102234;0.28696206585577516;-0.25621195026621874;0.12923878590034368;0.45212514262558456;-0.37327121480329145;
4;0.2;0.05;0.5;0.0;5.0;0.3;3.141592653589793;0.1;0.3;0.1;5.209302671299291;-0.0023169335909187794;-0.2295895516872406;0.05258721485733986;0.5522985279865696;-1.9995067625932468;0.471804848754672;0.3129805231185371;0.1422479867029202;0.2787872273446525;0.011907865079373239;-0.20171082895277534;0.4737999439239502;-0.38355088233947754;0.07094476372003555;0.3844446933978669;-3.0733893984735423;-1.1030765212449551;0.2870194768814629;-0.2561931942403968;0.12940335132526865;0.44818062449991053;-0.3706105472069507;
5;0.2;0.05;0.5;0.0;5.0;0.3;3.141592653589793;0.1;0.3;0.1;5.213701459507916;-0.01003224030137062;-0.22537264227867126;0.07094383239746094;0.5576071323382664;-1.9868765134762998;0.494546967991936;0.3130073761488654;0.14856361385807787;0.2755040293008893;0.004824121084437166;-0.19782223934858234;0.46744248270988464;-0.38106027245521545;0.08414734154939651;0.3824485889315572;-3.0563603611479704;-1.0945481512140334;0.28699262385113455;-0.2550564262924169;0.13157121855443804;0.44193684008064293;-0.36790315059977163;
6;0.2;0.05;0.5;0.0;5.0;0.3;3.141592653589793;0.1;0.3;0.1;5.23488216805967;-0.008725997991859913;-0.2244219183921814;0.08035102486610413;0.5560281813790023;-1.986262059467695;0.49218100395661724;0.3131366109520736;0.14797243582280686;0.2759686492252619;0.006071245590420774;-0.1968250534696552;0.4594130218029022;-0.37777116894721985;0.090576171875;0.37994520511110624;-3.034565198587611;-1.0834987018573026;0.28686338904792635;-0.25347290449633886;0.1343208496930087;0.4340657313532683;-0.364339083977919;
7;0.2;0.05;0.5;0.0;5.0;0.3;3.141592653589793;0.1;0.3;0.1;5.2636151722986355;-0.0011166887125000358;-0.22527971863746643;0.08469942957162857;0.5494259616504819;-1.9932804703163682;0.47244959628367533;0.3133117507536761;0.1425784358980356;0.278990399077107;0.013141154877303524;-0.19738067872975573;0.45151883363723755;-0.37449318170547485;0.09148291498422623;0.377618281649318;-3.0128506051973187;-1.07185589391028;0.28668824924632386;-0.2517380998912016;0.13717901194821938;0.4263450236481174;-0.36077528051065294;
8;0.2;0.05;0.5;0.0;5.0;0.3;3.141592653589793;0.1;0.3;0.1;5.29054373634092;0.007679143454879522;-0.22509054839611053;0.08715115487575531;0.5413368459347496;-1.9996240592814094;0.4499607737965454;0.31347570636107275;0.1363400556299114;0.28227363977071285;0.02131314901787066;-0.19686318441903924;0.4442289471626282;-0.37070247530937195;0.09288763999938965;0.3748742929771051;-2.992265630120076;-1.0632497913750139;0.28652429363892723;-0.2504049280893043;0.13926070096720225;0.4191884543536977;-0.35677640521265175;
9;0.2;0.05;0.5;0.0;5.0;0.3;3.141592653589793;0.1;0.3;0.1;5.315137695060667;0.015330241061747074;-0.22398342192173004;0.09130679070949554;0.5339226053699468;-2.003696728193342;0.43051570875004586;0.3136252892945227;0.13088822410757167;0.2850071839007557;0.028419063472504242;-0.19548270353165448;0.43715834617614746;-0.36642220616340637;0.09541194885969162;0.37177184754224574;-2.9717443403122608;-1.0564026815049972;0.28637471070547726;-0.24931530679906397;0.14089837730554033;0.4122268154962411;-0.3523323684328523;
