i;T_Z;v_z;CX;CY;k;R;D_12;D_23;v_f;v_cruis;k_f;p12;p23;px_1;py_1;pz_1;d_1;phi_1;angle_1;v1;vx1;vy1;setPx1;setPy1;px_2;py_2;pz_2;d_2;phi_2;angle_2;v2;vx2;vy2;setPx2;setPy2;px_3;py_3;pz_3;d_3;phi_3;angle_3;v3;vx3;vy3;setPx3;setPy3;
0;0.2;0.05;0;0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.3;0.3;1;5.055386809203798;4.311528095907959;-0.05606108158826828;0.29373425245285034;0.03096289373934269;0.29903621174179107;-0.1885884420894205;0.594406046885829;0.5377963493531481;0.30117497678407473;0.44555420179444544;-0.025943583909860807;0.33828967263229487;-0.38886648416519165;0.06052643060684204;0.005254690069705248;0.39354871529329394;-1.4163869400652087;-0.3347091400586698;0.17785321221110098;-0.05842379576601335;0.16798340746067178;-0.394708863741793;0.07732477135290922;0.08223679661750793;-0.3269001841545105;0.007998459041118622;0.3370854804321335;2.89514115584275;3.782373758077054;0.08092314246276594;-0.04837761704703402;-0.06487034110361711;0.07739903491280453;-0.3333872182648722;
1;0.2;0.05;0;0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.3;0.3;1;5.031439554874064;4.361581246390406;-0.05725555866956711;0.2938854694366455;0.034464217722415924;0.2994108684476262;-0.19241246015701777;0.5915150414544825;0.5373246792588744;0.2996226080201437;0.44603150528170044;-0.02729329786755274;0.33848861996481555;-0.389158695936203;0.0495474748313427;0.004314062185585499;0.39230019485711276;-1.4441582124625398;-0.3673323153514529;0.1872783941523033;-0.06725672651635044;0.17478480956470535;-0.39588436858783804;0.06702595578781323;0.07472653687000275;-0.32774558663368225;0.004051848780363798;0.3361565481593961;2.9174230339278657;3.8018699250646977;0.07933698386511001;-0.04866021807871142;-0.0626621112423207;0.0698605150621316;-0.33401179775791434;
2;0.2;0.05;0;0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.3;0.3;1;4.98516482362522;4.422706561767881;-0.05470127612352371;0.29557451605796814;0.03976975381374359;0.3005936196136639;-0.18299716050586548;0.6038872565062536;0.536393440544843;0.30458913272452864;0.44152393285715946;-0.02424236285107085;0.3397269093436841;-0.3909962475299835;0.03519774600863457;0.007173965219408274;0.3925773132856972;-1.4810176440602318;-0.40311700763146563;0.20214687705607423;-0.07929967283171097;0.18594332951818196;-0.3989262148131546;0.053792078960452766;0.06536924093961716;-0.32263609766960144;0.008447493426501751;0.3291917210084274;2.9416889177076495;3.8056496163330764;0.07747773310624836;-0.04775082595235426;-0.061013586586522055;0.060594158344381734;-0.32873745632825363;
3;0.2;0.05;0;0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.3;0.3;1;4.9127011746657505;4.450618783997225;-0.04821636527776718;0.3024209439754486;0.05310627073049545;0.30624050227819394;-0.15810393637375947;0.6431414126947733;0.5348804705811664;0.32077434605621225;0.4280197854320982;-0.01613893067214596;0.34522292251865844;-0.3942312002182007;0.016649700701236725;0.013994196429848671;0.3945826298241267;-1.5285880688875948;-0.44287328220047545;0.21733057585340904;-0.09313426038197307;0.19636340989063422;-0.403544626256398;0.03628604169030015;0.06920056790113449;-0.3100946545600891;0.041445452719926834;0.31772222677140566;2.9220307151096305;3.753755262375355;0.07665584129513905;-0.0440494127675963;-0.0627356935045391;0.06479562662437487;-0.31636822391054303;
4;0.2;0.05;0;0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.3;0.3;1;4.837816214923251;4.504610901217486;-0.044935192912817;0.30681148171424866;0.06806449592113495;0.3100845963181738;-0.1454247302777784;0.6658312179577364;0.5332425926448499;0.3293908916796811;0.4193438959721077;-0.011996103744848892;0.3487458713114594;-0.40951985120773315;-0.008190463297069073;0.01067153736948967;0.409601748314414;-1.590793822534114;-0.44450611949527175;0.23857217638837833;-0.10258890968978482;0.21538848380391343;-0.41977874217671163;0.01334838508332227;0.06979772448539734;-0.30111417174339294;0.07189421355724335;0.3090978271810544;2.9138170786833726;3.722484964423602;0.07511197266864619;-0.04121920499322927;-0.06279160435839806;0.06567580398607441;-0.30739333217923276;
5;0.2;0.05;0;0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.3;0.3;1;4.726494747974768;4.612690340957;-0.04254252836108208;0.3125918209552765;0.08001638948917389;0.3154734747129925;-0.13526505425261065;0.6903517411936443;0.530656575854869;0.3379265766057074;0.40914793207538197;-0.008749870700511336;0.3535066141628147;-0.39505332708358765;-0.04809997230768204;0.020220069214701653;0.39797077603237635;-1.6919556134574285;-0.5928908065894466;0.27835807018535286;-0.15553557343787025;0.2308503858187521;-0.4106068844273747;-0.025014933725806827;0.06815431267023087;-0.30355507135391235;0.09262467175722122;0.31111202432601415;2.9207347274995716;3.7346989621313993;0.0721924379682714;-0.04035120465380558;-0.05986257915250072;0.06411919220485031;-0.30954132926916245;
6;0.2;0.05;0;0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.3;0.3;1;4.615586783924414;4.7063674216785785;-0.03813725337386131;0.31776753067970276;0.09704486280679703;0.3200478927429111;-0.11944490178422588;0.718668639373105;0.5278828337593199;0.34754916996005686;0.39732840401592895;-0.0033823363778556284;0.3575003710812957;-0.39909103512763977;-0.08767317235469818;0.03485843911767006;0.40860768405646464;-1.7870434250393985;-0.6448751729108482;0.3172904310867086;-0.1907228607409936;0.2535705188896394;-0.41816332120173916;-0.062316120465734245;0.069231316447258;-0.30632954835891724;0.09795859456062317;0.3140553571821353;2.9193239966391795;3.741124137949991;0.06983155643060401;-0.039402855766573396;-0.05765293774786543;0.06529103087060066;-0.31209484213370375;
7;0.2;0.05;0;0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.3;0.3;1;4.525230463823485;4.7702266499175145;-0.03052751161158085;0.3216117322444916;0.1073223277926445;0.3230573250717243;-0.09463684917185618;0.7518545075500712;0.5254621821125812;0.3588877854021934;0.3838099299387975;0.005361266928638489;0.35999272523837134;-0.39622095227241516;-0.1147056296467781;0.06117292866110802;0.41249051442708756;-1.8525916925279577;-0.694245614943126;0.3458869817950934;-0.2213005140904042;0.2658267981950693;-0.41835100368145556;-0.08812294982727117;0.07075120508670807;-0.310613751411438;0.10064697265625;0.3185696714803655;2.9176349573895566;3.7516790198655436;0.06830500087748156;-0.03913454752627446;-0.05598267888183382;0.06683775033408063;-0.3162120192996214;
8;0.2;0.05;0;0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.3;0.3;1;4.498421326066468;4.77781870186034;-0.024765435606241226;0.32813209295272827;0.1165369302034378;0.3290653388406393;-0.07533116156462184;0.7882642551521096;0.5247140381015823;0.3720907319063485;0.3699639293367215;0.012443637584393624;0.3651284858864004;-0.3963008522987366;-0.1179586797952652;0.08238580077886581;0.4134835131800867;-1.8600951426777401;-0.6975742833671572;0.3520340793647106;-0.22613278840715925;0.26979984255251577;-0.4189141311394525;-0.09097869554001362;0.07129870355129242;-0.3131455183029175;0.10669583827257156;0.3211598056440094;2.9177235591826003;3.7589179212231745;0.06812775079745237;-0.039436169419511696;-0.05555338846762942;0.06735508660934125;-0.31870085714968044;
9;0.2;0.05;0;0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.3;0.3;1;4.550368636198709;4.748813878814942;-0.033101946115493774;0.3375062346458435;0.11412554234266281;0.33912563639667265;-0.0977653505663889;0.795629970435449;0.5261509870036765;0.37583208186129397;0.3682188308176926;0.004481262070635622;0.37432811772761276;-0.392851859331131;-0.10441691428422928;0.07319092750549316;0.4064916670345984;-1.8305820215472661;-0.6971311339835625;0.3374141735919252;-0.21662692083530177;0.2586911318737806;-0.41451455141466115;-0.07854780109685122;0.07153856754302979;-0.3149384558200836;0.11284764856100082;0.3229612942760284;2.9182318572676755;3.7644539399678374;0.06880970787684562;-0.04014093565717468;-0.055888113071237186;0.06752447397731232;-0.32052726712720736;
