i;T_Z;v_z;CX;CY;k;R;D_12;v_f;v_cruis;k_f;p12;px_1;py_1;pz_1;d_1;phi_1;angle_1;v1;vx1;vy1;setPx1;setPy1;px_2;py_2;pz_2;d_2;phi_2;angle_2;v2;vx2;vy2;setPx2;setPy2;
0;0.3;0.05;0.5;0.0;5.0;0.3;3.141592653589793;0.1;0.3;0.1;4.068304652928655;0.9327234625816345;0.0202268548309803;0.02048158086836338;0.43319593802919343;1.5240871822769453;3.6824103626814053;0.3058828297298315;-0.15747985220633978;-0.26222967351655396;0.9169754773610005;-0.005996112520675095;0.29532745480537415;0.2475864738225937;0.13019001483917236;0.32123186762267536;-0.690793471973986;0.9857660696942195;0.2941171702701685;0.24520412531323948;0.16241873899615286;0.3198478673366981;0.263828347722209;
1;0.3;0.05;0.5;0.0;5.0;0.3;3.141592653589793;0.1;0.3;0.1;4.064772376278582;0.929987370967865;0.019562549889087677;0.025451190769672394;0.4304321462786201;1.525332039364415;3.67402105493176;0.3058605333098986;-0.1552630925909082;-0.26352236701221904;0.9144610617087742;-0.0067896868121342276;0.2944217920303345;0.2475268691778183;0.14421631395816803;0.3217638117579288;-0.693080891536589;0.9861079901242862;0.2941394666901014;0.24527823789497802;0.16234719547892365;0.3189496158198323;0.26376158872571065;
2;0.3;0.05;0.5;0.0;5.0;0.3;3.141592653589793;0.1;0.3;0.1;4.048284219381495;0.92755126953125;0.01801973208785057;0.039403222501277924;0.4279308341569949;1.5286748897927884;3.6685390306185663;0.3057564378563633;-0.15376378156195597;-0.26427958447519034;0.9121748913750544;-0.008408226359668463;0.2924440801143646;0.2433280646800995;0.15057851374149323;0.31982496297277196;-0.7062261980053023;0.9633721864687307;0.29424356214363667;0.24160954539305549;0.1679407676472191;0.3166050346536702;0.2601221414448214;
3;0.3;0.05;0.5;0.0;5.0;0.3;3.141592653589793;0.1;0.3;0.1;3.990924856651816;0.9252854585647583;0.014352438040077686;0.0644683912396431;0.4255275710742267;1.5370613547928893;3.6683516332311936;0.3053940712766432;-0.15353207944416725;-0.2639951502442296;0.9099322506203416;-0.012047076984345272;0.28623589873313904;0.2270812690258026;0.1413574367761612;0.3118669487662932;-0.7551990957348809;0.8748624900763684;0.2946059287233568;0.2260968965972626;0.18887256706054037;0.3088455883928653;0.24596852573185665;
4;0.3;0.05;0.5;0.0;5.0;0.3;3.141592653589793;0.1;0.3;0.1;3.903848966740659;0.9234328269958496;0.009273289702832699;0.09356392920017242;0.4235343585585587;1.5488995654151583;3.6730081211968977;0.3048433084618032;-0.1544805994160702;-0.2628025629973759;0.9079847670542426;-0.017006966596904892;0.2788264751434326;0.2020971029996872;0.12244589626789093;0.299601347023582;-0.8304367750237687;0.7383662895288484;0.2951566915381968;0.19866423373930572;0.21828878760153658;0.2986928985173632;0.22392598175984085;
5;0.3;0.05;0.5;0.0;5.0;0.3;3.141592653589793;0.1;0.3;0.1;3.8090784143217946;0.9216703772544861;0.0010534157045185566;0.12345831841230392;0.4216716930724508;1.568298134913518;3.685637235651072;0.3042430523404548;-0.1574764625172536;-0.26031711171278915;0.9059227310027608;-0.024978295466760357;0.27296561002731323;0.17802397906780243;0.11411108821630478;0.28850849442157395;-0.9058087579442734;0.6075931454788052;0.2957569476595452;0.16884557974818143;0.24282368560004902;0.28985016800213137;0.20230634762780733;
6;0.3;0.05;0.5;0.0;5.0;0.3;3.141592653589793;0.1;0.3;0.1;3.720443448762089;0.9194391965866089;-0.006767747923731804;0.14620743691921234;0.41949379261817343;1.5869301568055922;3.696282849034075;0.3036809710266274;-0.15994268528428807;-0.25814815433724586;0.9034449280581801;-0.03258256335745639;0.2634337246417999;0.16010785102844238;0.12968260049819946;0.28565385801315135;-0.9758117016119047;0.5233765620534614;0.2963190289733726;0.14810248643225588;0.25665272343052564;0.27824397328502554;0.18577312337149496;
7;0.3;0.05;0.5;0.0;5.0;0.3;3.141592653589793;0.1;0.3;0.1;3.636598740636836;0.9163717031478882;-0.013793954625725746;0.16509105265140533;0.41660013006057706;1.6039131582941222;3.702535678111282;0.3031487365090689;-0.16127056360254588;-0.25669234846867184;0.9002446467876336;-0.03946318947259293;0.24899142980575562;0.14643797278404236;0.1653011292219162;0.29060175874219835;-1.0426734082486284;0.4811662547483024;0.2968512634909311;0.13738671978290898;0.2631455146177769;0.2627301017840465;0.17275252424582005;
8;0.3;0.05;0.5;0.0;5.0;0.3;3.141592653589793;0.1;0.3;0.1;3.5737573926691377;0.9126768112182617;-0.019666383042931557;0.18080337345600128;0.41314515262709317;1.618415952877214;3.7040487934956374;0.30274953529418835;-0.16144590371626744;-0.2561103303150513;0.896532220846635;-0.04527741607443669;0.2344229817390442;0.13818949460983276;0.20286878943443298;0.2993785046540601;-1.0910119616332343;0.47667689843426286;0.2972504647058116;0.13638715042492766;0.2641143388133047;0.24806169678153694;0.16460092849116323;
9;0.3;0.05;0.5;0.0;5.0;0.3;3.141592653589793;0.1;0.3;0.1;3.519960203772597;0.9089082479476929;-0.025380607694387436;0.19462738931179047;0.40969516776084663;1.6327860012577067;3.7052546045618673;0.3024076141454341;-0.16157192352064276;-0.2556264435127425;0.8927510555956286;-0.050943252045661684;0.22018402814865112;0.13185404241085052;0.23752829432487488;0.3093258259557343;-1.1304391021492823;0.4869526035815943;0.2975923858545659;0.13925386006540236;0.2630011227647102;0.23410941415519135;0.15815415468732155;
