i; TZ; vz; CX; CY; k; R; D_12; D_23; v_f; v_cruis; k_f; p12; p23;px1; py1; pz1; d1; phi1; angle1; v1; vx1; vy1; vz1;px2; py2; pz2; d2; phi2; angle2; v2; vx2; vy2; vz2;px3; py3; pz3; d3; phi3; angle3; v3; vx3; vy3; vz3;
1505;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;5.061662680027434;2.5573805268524055;1.0798712968826294;-0.12139184772968292;0.3044493794441223;0.5924413064967441;1.7771589414119522;3.7809136549298183;0.059181684355998354;-0.035310792320736896;-0.047493364893370194;-0.05;0.7710726261138916;0.43658918142318726;0.20024533569812775;0.5138973457452863;0.555636314259799;2.1958078559633143;0.04218925953361889;0.03421364892326974;-0.024685215157059022;0.05;0.5132752656936646;-0.4644365608692169;0.3044493794441223;0.4646262495288694;3.1130168411122043;4.508754856199136;0.04852732327608096;-0.047524657478727736;-0.009813665771304665;-0.05;
1506;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;5.0711014517966335;2.555998362573728;1.0795658826828003;-0.12253981083631516;0.30495160818099976;0.5923787788313263;1.7791613543042937;3.782658432222766;0.05920929052628906;-0.03541011374493548;-0.04745380837400971;-0.05;0.7748742699623108;0.43161332607269287;0.21527454257011414;0.5117088308118651;0.5670774989213411;2.1963512318903224;0.04215685635923859;0.03417396326646262;-0.024684828797379547;0.05;0.5086183547973633;-0.46538135409355164;0.30495160818099976;0.46546114851549203;3.1230758614950695;4.522864621837114;0.048531713459090256;-0.04766270232424087;-0.009142976453324474;-0.05;
1507;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;5.073351489728692;2.548317082317628;1.0795246362686157;-0.12327580153942108;0.30752453207969666;0.5924911200072606;1.7803910840994126;3.784351002601193;0.059215869252263416;-0.03549432522101186;-0.047399072231492013;-0.05;0.7760578393936157;0.4301607608795166;0.2162933200597763;0.5111225008656105;0.5705572666485184;2.1969088720555074;0.04212713172936698;0.03413610648726873;-0.024686463125228934;0.05;0.5104988813400269;-0.4620536267757416;0.30752453207969666;0.4621728902975685;3.118874348966146;4.502743193434708;0.04855611260475712;-0.047492961592364116;-0.010105180378008102;-0.05;
1508;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;5.072695029319561;2.5557956143683707;1.0792182683944702;-0.12428637593984604;0.3081398904323578;0.5924026550296253;1.7821672456743949;3.785762709023741;0.05921394995800147;-0.03556005080147346;-0.047347382785380324;-0.05;0.7764924168586731;0.42977848649024963;0.21845687925815582;0.5110358148214271;0.57167696781437;2.197596469002516;0.04215147888508733;0.03413884305186461;-0.02472421014471682;0.05;0.5065611004829407;-0.4646339416503906;0.3081398904323578;0.46468026402368956;3.1274725821827407;4.523472489586555;0.04853235745506362;-0.04766888377684134;-0.009114123085413177;-0.05;
1509;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;5.083592746064051;2.541643328321666;1.0796915292739868;-0.12472227215766907;0.30826717615127563;0.5929569244761251;1.7827185583190175;3.788595456404539;0.0592458026940197;-0.03571323187678686;-0.04727187542052427;-0.05;0.7802905440330505;0.42491090297698975;0.2255500853061676;0.5090305143535742;0.5831259972034819;2.1990442482406656;0.042076537049060656;0.03404237975853446;-0.024729564298966066;0.05;0.5077728629112244;-0.4619852602481842;0.30826717615127563;0.46205064450168143;3.1247693255251483;4.508048116831001;0.04857731278065802;-0.04756665937699162;-0.009857394823336248;-0.05;
1510;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;5.08376105986703;2.550304106488632;1.079404354095459;-0.12560014426708221;0.30871516466140747;0.592861536772869;1.7842680556369186;3.7897526710386806;0.05924629450612072;-0.035768208575087106;-0.04723090797385813;-0.05;0.7809047698974609;0.4242546856403351;0.22792929410934448;0.5088217055501122;0.5848438083243626;2.1997200909204526;0.0421019338626438;0.03404619610532798;-0.024767506247742876;0.05;0.5029877424240112;-0.46358761191368103;0.30871516466140747;0.463597239556732;3.1351479148129946;4.525901387791565;0.04854980077261754;-0.04770802129698809;-0.009001547588441986;-0.05;
1511;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;5.088213524007061;2.539782011808277;1.0794931650161743;-0.12624351680278778;0.31140926480293274;0.5930849465592587;1.7852964984816615;3.7916996636415585;0.059259302934139266;-0.035867972582679895;-0.04717153301566752;-0.05;0.7827199697494507;0.4219537079334259;0.2283467948436737;0.5079128989638846;0.590324715309137;2.200664912206823;0.042057159198201036;0.03398659741860821;-0.024773288754791508;0.05;0.5052843689918518;-0.46005314588546753;0.31140926480293274;0.46008349415596006;3.1301067271174143;4.503908940481472;0.048583225756505664;-0.047531235464010994;-0.010055420437373022;-0.05;
1512;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;5.088644059425359;2.5460930169706275;1.0792169570922852;-0.12705199420452118;0.31190377473831177;0.5929877676770338;1.7867277980003111;3.7927315084017574;0.05926056062824914;-0.03591738945797677;-0.04713549809324615;-0.05;0.7833570837974548;0.42120659351348877;0.2303600013256073;0.5076477433786495;0.5921865502460835;2.2012029727243996;0.04207473827363166;0.03398746313483397;-0.024801934409495293;0.05;0.5015336275100708;-0.46289825439453125;0.31190377473831177;0.4629007949170576;3.1382795672167108;4.5256645596274065;0.04856317753888465;-0.04771903238491064;-0.00901532921867417;-0.05;
1513;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;5.094531565956766;2.5374076056463752;1.0799281597137451;-0.12722106277942657;0.3116142749786377;0.59371867853698;1.7867492929274553;3.7957537764241525;0.059277756417299377;-0.03607014484357794;-0.04704037687808193;-0.05;0.7853164672851562;0.4187549948692322;0.2303464561700821;0.5067161258851077;0.5980955517046348;2.202459893962516;0.04203118305815469;0.03392111114149685;-0.024818915532196964;0.05;0.5028032660484314;-0.4603388011455536;0.3116142749786377;0.4603473364109581;3.1355031573510104;4.510574367224014;0.04859076884250412;-0.04760459277808053;-0.00973989543777508;-0.05;
1514;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;5.098642256986474;2.53823082436694;1.0796726942062378;-0.1279251128435135;0.3118344247341156;0.5936204737914151;1.7879999872577268;3.7966017776545966;0.05928975931341395;-0.03611733392910606;-0.04701929124621086;-0.05;0.787102997303009;0.4165599048137665;0.23583199083805084;0.5059152946480525;0.603456937064614;2.2038211174416;0.042021361739292246;0.03387937727712314;-0.024859256580573898;0.05;0.49995601177215576;-0.4625089466571808;0.3118344247341156;0.4625089487489935;-3.1414975457480323;-1.7560059444524614;0.04858815359815584;-0.04775718299009786;-0.0089476333702433;-0.05;
1515;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;5.101036040683576;2.5347165589980545;1.0802593231201172;-0.12808193266391754;0.31166142225265503;0.5942271144459338;1.7880449477267877;3.799131865878528;0.05929674772199649;-0.03624045227016644;-0.046933292124672905;-0.05;0.7879210114479065;0.4155741333961487;0.23771895468235016;0.5055693515049596;0.605895681230778;2.204531571049962;0.04200371535174795;0.033847487545312444;-0.02487287056655474;0.05;0.5004499554634094;-0.45894449949264526;0.31166142225265503;0.458944720063837;3.1406122402288323;4.508944732123129;0.04859931803309411;-0.047597029973979396;-0.009819187896049911;-0.05;
1516;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;5.107345443030362;2.5345868076626337;1.0794665813446045;-0.12890222668647766;0.3144547939300537;0.5936306115253283;1.7896821330143988;3.7983255006884606;0.059315162960536405;-0.03621383822173091;-0.04697708460819266;-0.05;0.790596067905426;0.412395715713501;0.23752686381340027;0.504496086229562;0.6138422688651748;2.2071152409788786;0.04198448835772619;0.0337676473042322;-0.024948812761272345;0.05;0.4968414008617401;-0.4620179235935211;0.3144547939300537;0.46202872039537213;-3.134756230651778;-1.7515832481529128;0.04859973024544808;-0.04780767643275785;-0.00873841255784198;-0.05;
1517;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;5.110697995018366;2.528647778842292;1.0801557302474976;-0.12887811660766602;0.31360363960266113;0.5942981072486655;1.7893907336539485;3.8007680973978735;0.05932494543609289;-0.036334467575383236;-0.04689622177754645;-0.05;0.7916086316108704;0.4111538827419281;0.23906469345092773;0.5040665723133477;0.6169034214927287;2.208029808509696;0.041956754690225244;0.03372252501902563;-0.02496318430162563;0.05;0.49818065762519836;-0.4595961570739746;0.31360363960266113;0.459599758054595;-3.1376341068445663;-1.76615683739435;0.04861859869124305;-0.04769376359648621;-0.009437852123371481;-0.05;
1518;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;5.112667564935898;2.5315665810293977;1.0799214839935303;-0.12934510409832;0.313510000705719;0.5941709211594451;1.790243472892947;3.80110043682329;0.059330691636340305;-0.036353571889318995;-0.04688868499899114;-0.05;0.7925459742546082;0.4100182354450226;0.24040289223194122;0.5036845247275599;0.619725730649259;2.2089425973360504;0.04195958740329514;0.033702000097119565;-0.02499564291048576;0.05;0.4955189824104309;-0.46196237206459045;0.313510000705719;0.4619841044042329;-3.13189299550093;-1.748935322892951;0.04860932546015558;-0.04784009083920786;-0.008613491173018642;-0.05;
1519;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;5.115496086797359;2.527514790106343;1.0805259943008423;-0.1292545646429062;0.31286385655403137;0.594741265206988;1.7898736246291957;3.8030622369128384;0.059338942724862224;-0.036450556555638315;-0.04682378722923523;-0.05;0.7932255268096924;0.4088408648967743;0.2423410415649414;0.5031223135405187;0.622184404246969;2.2085910306406884;0.0419390580206705;0.03369429212204438;-0.024971569154850968;0.05;0.4962863624095917;-0.4580938220024109;0.31286385655403137;0.4581088744620971;-3.133486112826274;-1.7691605437309184;0.0486221983360498;-0.04766872900713717;-0.009581776759781196;-0.05;
1520;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;5.116280595307257;2.5338942607702277;1.0796955823898315;-0.12984371185302734;0.31559744477272034;0.5940592207432336;1.791145448160883;3.801545163642408;0.059341230987836904;-0.036380882407926425;-0.04688083926693766;-0.05;0.7938910722732544;0.40799471735954285;0.24331018328666687;0.5028236785944119;0.6242407362885543;2.2091545180992056;0.041955751672015096;0.033693621864152534;-0.025000498875808453;0.05;0.49236175417900085;-0.46169692277908325;0.31559744477272034;0.46176010146275825;-3.1250503101208045;-1.7431733744536868;0.04860193043409913;-0.047881641481603635;-0.008336429148513513;-0.05;
1521;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;5.116317485739046;2.531051262627555;1.080465316772461;-0.12969382107257843;0.3139907419681549;0.5947776653508094;1.7906166661941338;3.803953913113178;0.059341338587803334;-0.03649376712514875;-0.046793155764574476;-0.05;0.7937416434288025;0.40821051597595215;0.2432214915752411;0.5029115015960629;0.6237488447535937;2.2091016513121384;0.04194715840230012;0.03368804220099457;-0.024993597393966054;0.05;0.4939339756965637;-0.4592612385749817;0.3139907419681549;0.4593012975251389;-3.128385199798438;-1.758341311500063;0.048610962644292474;-0.047758565856480334;-0.009063392109857613;-0.05;
1522;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;5.116245835570318;2.5367581962612715;1.0802406072616577;-0.12993569672107697;0.3136584162712097;0.5946111734551992;1.7910960621493484;3.8037532928081284;0.05934112960236194;-0.03648425024470683;-0.04680031139389914;-0.05;0.7939125299453735;0.40809690952301025;0.24017083644866943;0.5029191414344081;0.6241565905400799;2.209547588175602;0.04196440226880631;0.033690737366184116;-0.025018898327084697;0.05;0.4910692572593689;-0.46214520931243896;0.3136584162712097;0.4622314924973604;-3.122270520378235;-1.7381187694426754;0.048592831933686895;-0.047914195562397725;-0.008092785610891157;-0.05;
1523;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;5.118939689046238;2.532626000989611;1.0808305740356445;-0.12967795133590698;0.31272798776626587;0.595130680436872;1.790456812612487;3.8052344583485422;0.059348986321785584;-0.036558368866222456;-0.04675241002627254;-0.05;0.7946590185165405;0.4073658585548401;0.2406088411808014;0.5027632443896958;0.6262111944791384;2.210822864206247;0.0419440331798774;0.033642466340369256;-0.025049678200164127;0.05;0.49209344387054443;-0.45845070481300354;0.31272798776626587;0.4585188789715947;-3.124348111710837;-1.7580578724402347;0.04860595966994846;-0.04775621734636277;-0.00904892370415489;-0.05;
1524;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;5.120379483150016;2.532800880339787;1.0806256532669067;-0.12982504069805145;0.31215718388557434;0.594962763896929;1.7907731465424703;3.8048658922057625;0.05935318505155032;-0.03654372018350072;-0.046769189547324626;-0.05;0.7952424883842468;0.40666669607162476;0.24093766510486603;0.5025394796840675;0.6279673225128997;2.2114603654193252;0.041940259384512076;0.033623464856884076;-0.02506886451872192;0.05;0.49120375514030457;-0.4586656987667084;0.31215718388557434;0.4587500377643413;-3.1224171043269;-1.755018485140198;0.048605404079105574;-0.04778295371527645;-0.00890363071656059;-0.05;
1525;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;5.122407610151791;2.530464227784494;1.0808415412902832;-0.12970325350761414;0.3127221465110779;0.5951468978823062;1.7904942898341045;3.8053380598765085;0.059359098910019864;-0.03656944236738776;-0.04675658786040558;-0.05;0.7958135604858398;0.4059576988220215;0.2412000596523285;0.5023020165201219;0.6297165928063094;2.2120224939492887;0.041927239111564964;0.03359893365774757;-0.025079972818578173;0.05;0.4914906322956085;-0.4577313959598541;0.3127221465110779;0.45781048501108546;-3.123004486588783;-1.7601077327365817;0.048612827682968665;-0.047744313305326115;-0.009148090638863625;-0.05;
1526;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;5.120294593551001;2.5404774170159956;1.0806344747543335;-0.12974657118320465;0.31217461824417114;0.5949542553903108;1.7906411977310241;3.8046992269243605;0.059352937505668765;-0.03653577249451907;-0.04677508438026131;-0.05;0.795219898223877;0.4068211019039154;0.23623764514923096;0.5026511685668623;0.6277504841024385;2.2118018773862187;0.041963418767387295;0.03363346370498551;-0.025094195222252792;0.05;0.48769181966781616;-0.46199193596839905;0.31217461824417114;0.46215586137462206;-3.1149574060611522;-1.7311707643068353;0.04858101660211481;-0.04795760359508829;-0.00775779810972994;-0.05;
1527;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;5.12446697537546;2.5353482208112528;1.0811519622802734;-0.1293022483587265;0.31121933460235596;0.5953626413311757;1.7897233010566655;3.805446338203875;0.05936510317591031;-0.03657820444662409;-0.046757357009859384;-0.05;0.7962637543678284;0.4054768979549408;0.23620881140232086;0.5021789789778963;0.6310049692525391;2.2126957598975356;0.041935664749071073;0.03358878915080003;-0.025107632730498118;0.05;0.4885915517807007;-0.4606570899486542;0.31121933460235596;0.4607983368142022;-3.1168321171157944;-1.7395902627463076;0.04859731128741798;-0.047906650906325815;-0.008164034744269254;-0.05;
1528;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;5.12540497795052;2.543592060335393;1.0809237957000732;-0.12927590310573578;0.3105056881904602;0.5951341996007152;1.7897633547639213;3.8045553497389033;0.05936783777993691;-0.036538212692198105;-0.04679208454348447;-0.05;0.7965021133422852;0.40497103333473206;0.2360222339630127;0.5019113876538785;0.6319830255348554;2.212335999653883;0.041957462827921205;0.03361528378785835;-0.025108591812726913;0.05;0.48425552248954773;-0.46313390135765076;0.3105056881904602;0.46340144492527785;-3.107610221309338;-1.717804165375871;0.04857112221109296;-0.04804722408312391;-0.007114644808492219;-0.05;
1529;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;5.1272400199955275;2.537143256993745;1.0811049938201904;-0.12912729382514954;0.31061601638793945;0.5952788185828302;1.7894535487485153;3.804835051946672;0.05937318715444108;-0.03655459258877871;-0.04678607820222477;-0.05;0.7971126437187195;0.4045090675354004;0.23581673204898834;0.5018998991590712;0.6335082615644566;2.2138037984240153;0.04193274729780417;0.03355861348798675;-0.025143085663963696;0.05;0.4866148829460144;-0.4604911208152771;0.31061601638793945;0.4606856126560271;-3.112533788621385;-1.7358346445055757;0.04859160864318925;-0.04793134882169149;-0.007983121611637792;-0.05;
1530;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;5.126754210561667;2.544884724850326;1.080857276916504;-0.12907248735427856;0.30993932485580444;0.5950251113513416;1.7894539403272902;3.803801041601624;0.059371771012918226;-0.03650532503813679;-0.04682273419045902;-0.05;0.7970339059829712;0.40481358766555786;0.23079387843608856;0.5020987771964406;0.6330228437093707;2.214312671310598;0.0419572940187367;0.03356545166128258;-0.025174887808068196;0.05;0.48312532901763916;-0.4644717574119568;0.30993932485580444;0.4647781922101279;-3.1052777386198898;-1.7088029591385225;0.04856701584175974;-0.04810524985575005;-0.006681314548021318;-0.05;
1531;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;5.129186883406765;2.5399755045114247;1.0811939239501953;-0.12854383885860443;0.30896061658859253;0.595239360043615;1.7884642771310841;3.8036849688905265;0.0593788619059565;-0.03650424920765525;-0.046832563788800345;-0.05;0.7976242899894714;0.40439343452453613;0.23027804493904114;0.5021098165524025;0.6344658533582634;2.215810871629589;0.04193538843982057;0.03351019242842305;-0.02521197745137608;0.05;0.48480087518692017;-0.46253445744514465;0.30896061658859253;0.4627841156729106;-3.108743949309898;-1.7219228878570965;0.048582611069982885;-0.04802887129549962;-0.007314206755182438;-0.05;
1532;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;5.130310982545476;2.5478428706812384;1.0809472799301147;-0.1284138262271881;0.3081505000591278;0.5949704638253109;1.7883404369435898;3.802464598923588;0.05938213817020188;-0.0364490799734268;-0.04687966406402337;-0.05;0.7979633808135986;0.40400704741477966;0.22973977029323578;0.5019998711819333;0.6354661123094794;2.216261461765106;0.04195550764095912;0.03351490037975959;-0.02523917736269092;0.05;0.4805738925933838;-0.46540138125419617;0.3081505000591278;0.4658066329736912;-3.0998763241888687;-1.6984096826048505;0.04855761896673257;-0.04816277074543585;-0.00617979561482217;-0.05;
1533;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;5.131349854230372;2.541439105314981;1.0805712938308716;-0.1283590942621231;0.30916938185691833;0.594591527269137;1.7883870369619608;3.800963996239103;0.0593851658511302;-0.0363805460301036;-0.046936699859680735;-0.05;0.7983296513557434;0.40358585119247437;0.22918656468391418;0.5018785910564362;0.6365515840127464;2.216740589865118;0.04193330217706705;0.03348507196691999;-0.025241865755989693;0.05;0.4831514358520508;-0.4626931846141815;0.30916938185691833;0.46299984579075254;-3.105194617851859;-1.7173308028221712;0.04857796154553992;-0.048057352543854286;-0.007092898871100406;-0.05;
1534;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;5.130048249059027;2.5494633798740374;1.0802011489868164;-0.1282547563314438;0.3083987832069397;0.5942075864605398;1.788350060592658;3.799357071951029;0.059381372433719576;-0.03630275626573099;-0.04699209805513093;-0.05;0.7977699637413025;0.403958797454834;0.228594109416008;0.501846252698625;0.6352130024720991;2.2152403305557162;0.0419611276551489;0.03354514824374721;-0.025208317345604914;0.05;0.479888379573822;-0.4665142893791199;0.3083987832069397;0.4669475982067708;-3.0985089248334496;-1.691494270946138;0.04855247134790608;-0.048199244428831986;-0.005845965316262929;-0.05;
1535;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;5.131508158439555;2.54526863841637;1.0805385112762451;-0.12784124910831451;0.3069615960121155;0.5944479355237203;1.787548346854134;3.799538426645233;0.059385627196538796;-0.036313879662824906;-0.04698888018840373;-0.05;0.7981200218200684;0.4038768410682678;0.22563518583774567;0.5019880976290981;0.6358711981141032;2.2166076856564065;0.04194425446282726;0.03349717304510082;-0.025244006821995908;0.05;0.4816143214702606;-0.46466249227523804;0.3069615960121155;0.4650260905609862;-3.102045470649113;-1.7043682311008164;0.048565796284015895;-0.048133197839320505;-0.006467753432325943;-0.05;
1536;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;5.132440503431978;2.549217038186046;1.080145001411438;-0.12769488990306854;0.30600905418395996;0.5940321603836228;1.7874501925564765;3.7977391061721604;0.05938834424391509;-0.03623093045400923;-0.04705629724564514;-0.05;0.7984200119972229;0.4035782217979431;0.2249700427055359;0.5019261745217243;0.6367053888088677;2.2171322904625765;0.04195325364277143;0.03349110931724663;-0.025266996020796583;0.05;0.47925621271133423;-0.46763598918914795;0.30600905418395996;0.468095848193498;-3.097262880184673;-1.6846545020372437;0.04855325385825153;-0.04823887917788883;-0.005516248352355129;-0.05;
1537;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;5.132667576160476;2.547201030860121;1.079787015914917;-0.12755966186523438;0.3070393204689026;0.5936534773406934;1.7873573554074664;3.7960944953298847;0.059389005959773714;-0.03615389502341036;-0.04711634433533931;-0.05;0.7981717586517334;0.4031292796134949;0.22432594001293182;0.5014176041376718;0.6368396243883563;2.214723853174382;0.04194656070759607;0.033546513464812217;-0.025182243536889547;0.05;0.48026350140571594;-0.4646777808666229;0.3070393204689026;0.46509673123759043;-3.099144651931109;-1.7011246687254116;0.04855965782008192;-0.0481478367617367;-0.006310798900979128;-0.05;
1538;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;5.15177567902378;2.552807006811448;1.078684687614441;-0.11619476228952408;0.3105013370513916;0.5902348604267136;1.7689524892326647;3.7635788635267997;0.05944465916558513;-0.03463546317028254;-0.04831202949879653;-0.05;0.7984235286712646;0.40287676453590393;0.2236851155757904;0.5013644282032056;0.6375428610768591;2.2151612230529345;0.04190628825211691;0.03350329922150807;-0.02517272206861245;0.05;0.47713562846183777;-0.4685716927051544;0.3105013370513916;0.4691292046871616;-3.0928354392912794;-1.6751844841451535;0.04854185040940558;-0.048277612948423136;-0.005057996557072334;-0.05;
1539;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;5.021877716706964;2.661690748400394;1.0795493125915527;-0.12689952552318573;0.30432865023612976;0.5932797782693684;1.7863567461567087;3.793560321710043;0.059065166885043846;-0.035837888166812965;-0.0469503962805543;-0.05;0.7468083500862122;0.4260563254356384;0.2124205082654953;0.4923802941995109;0.525049155684086;2.057765370751382;0.04262230498274794;0.03766768579338536;-0.019945082827934675;0.05;0.47891122102737427;-0.46679362654685974;0.30432865023612976;0.4672697576168668;-3.096445403095106;-1.6878623707869658;0.04819617526608164;-0.047866301007722184;-0.005629257332632207;-0.05;
1540;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;5.018783042261144;2.6665867065962514;1.0790995359420776;-0.12662111222743988;0.30329906940460205;0.5927808858170476;1.7860602370129333;3.791213063188667;0.05905609305021112;-0.03572209620457646;-0.047027162035425625;-0.05;0.7451645135879517;0.4265470802783966;0.21140946447849274;0.49198379080701615;0.5216579720944913;2.0523946955296513;0.04264640216671526;0.03779561686220473;-0.019753656972080934;0.05;0.47818899154663086;-0.46718621253967285;0.30329906940460205;0.4676950686899717;-3.094940628488844;-1.6842858088739312;0.048180641371659755;-0.047870694240006194;-0.005456265752722254;-0.05;
1541;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;5.009286297766088;2.6776431221060255;1.0791125297546387;-0.12628105282783508;0.3017543852329254;0.5927210359200387;1.7854950699414909;3.790401614133996;0.05902823838863455;-0.03566709346229269;-0.047033938504207236;-0.05;0.7401525378227234;0.4277316927909851;0.20985563099384308;0.4905381151761158;0.511596060527992;2.035118211574564;0.04270842328665193;0.03818668786549777;-0.01912554024060178;0.05;0.4778192937374115;-0.4651738405227661;0.3017543852329254;0.4657023573453403;-3.093946124545569;-1.6929860102868461;0.04814556478324533;-0.04778659742725818;-0.005868263339595028;-0.05;
1542;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;5.005525207091421;2.6900579285842103;1.0780879259109497;-0.1261872947216034;0.3033487796783447;0.5916999944508876;1.7857091810562582;3.7864054884687777;0.05901720289643079;-0.035472222779789966;-0.04716727306914645;-0.05;0.7385660409927368;0.4284589886665344;0.20882974565029144;0.49039867545100246;0.5080490809680929;2.03087561336675;0.04275727528321194;0.03831125816587368;-0.01898504904897915;0.05;0.4733738601207733;-0.470637708902359;0.3033487796783447;0.47139028879022293;-3.0850782976272835;-1.656366605335521;0.04810618406320505;-0.04793016820954779;-0.004111437768885461;-0.05;
1543;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;5.073862015292961;2.623967023794489;1.0777994394302368;-0.1258866786956787;0.3014242351055145;0.5913540801236811;1.7853165616834137;3.7845827974273436;0.059217361828946415;-0.035506206062856004;-0.04739203807605627;-0.05;0.7378891110420227;0.366289347410202;0.18778261542320251;0.4367597911650699;0.5759932697967883;1.8405365201924344;0.04235237050056152;0.04082091566240575;-0.011286103468407112;0.05;0.47246092557907104;-0.47128501534461975;0.3014242351055145;0.4720889389811415;-3.0832250135883092;-1.6510884552346277;0.04831589338297723;-0.04816023495900479;-0.003875218972997054;-0.05;
1544;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;5.067717549358504;2.636141408580378;1.0772138833999634;-0.12555262446403503;0.30041244626045227;0.5907108672603489;1.7849750327367744;3.781577139827732;0.059199395050302334;-0.035352872202179156;-0.04748413210092556;-0.05;0.7304348349571228;0.359900563955307;0.1907397359609604;0.4273507097186858;0.569507274915692;1.7918770162786868;0.04240740282153209;0.04137525078497806;-0.009299270753551601;0.05;0.46954861283302307;-0.47473636269569397;0.30041244626045227;0.47571199380079815;-3.077536623683517;-1.6275885690827367;0.04827725199134993;-0.04819941718576452;-0.002740299762604104;-0.05;
1545;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;5.074186112333383;2.6219463969772714;1.077073574066162;-0.12519654631614685;0.2989359498023987;0.5904981668853726;1.7844363008492323;3.7801560018248876;0.05921830934004327;-0.035296628740735324;-0.047549512727595354;0.05;0.7264568209648132;0.349111407995224;0.18651175498962402;0.4161267438580429;0.5754371060030288;1.7491442568497269;0.04234532998782232;0.041673653420090696;-0.00751222885698558;0.05;0.4738192856311798;-0.4687784016132355;0.2989359498023987;0.4695089132529026;-3.0858018041992863;-1.6662959578907057;0.04832230731879232;-0.04810212068101631;-0.004607751143535558;0.05;
