i; TZ; vz; CX; CY; k; R; D_12; D_23; v_f; v_cruis; k_f; p12; p23;px1; py1; pz1; d1; phi1; angle1; v1; vx1; vy1; vz1;px2; py2; pz2; d2; phi2; angle2; v2; vx2; vy2; vz2;px3; py3; pz3; d3; phi3; angle3; v3; vx3; vy3; vz3;
731;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;4.8264647938830425;3.177518332391406;0.900526225566864;0.3681667149066925;0.11552762240171432;0.5440293993269336;0.8274701196477843;2.6149569575419505;0.05848927632690708;0.029398332803446604;-0.05056415206075435;0.05;0.3283821940422058;0.23574934899806976;-0.008148299530148506;0.2915997717330739;-0.6292503936487592;0.13558205170179305;0.04479805075021452;0.0060552200960793745;0.04438693119158873;0.05;0.8411195874214172;-0.5058257579803467;0.11552762240171432;0.6101002133739589;2.5482679387426455;4.622292091321693;0.04656569982004333;-0.04637683027702432;-0.00418975096950447;0.05;
732;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;4.848814406419358;3.1547995116201526;0.9005941152572632;0.36795634031295776;0.1172337457537651;0.5439370492577745;0.8278393278827307;2.6148857169102757;0.05855543838049154;0.02943519390916132;-0.0506192524980527;0.05;0.3337969183921814;0.23956558108329773;0.00926192570477724;0.29157354471164443;-0.606531572877498;0.15823800516540643;0.04465849272072569;0.007037216992451151;0.044100550439742425;0.05;0.8411195874214172;-0.5058257579803467;0.1172337457537651;0.6101002133739589;2.5482679387426455;4.622292091321693;0.04663719479638884;-0.04644803527118203;-0.0041961837332686975;0.05;
733;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;4.842137087881121;3.1599244312403933;0.9020870327949524;0.36517032980918884;0.12880387902259827;0.543160521130541;0.833476234808812;2.6168157393670874;0.05853567927309888;0.029327543145897757;-0.05065886853245543;0.05;0.33298712968826294;0.24019883573055267;0.0010918766492977738;0.29255560076005743;-0.6075719844896531;0.15955725427161704;0.044695019494073715;0.007101193877418443;0.04412729102370713;0.05;0.8369905352592468;-0.504132866859436;0.12880387902259827;0.6063930806846558;2.5523524467507457;4.612040497607127;0.04662106393330636;-0.046386528029305645;-0.004670505289567792;0.05;
734;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;4.821042915745104;3.1832050972389063;0.901969850063324;0.3647237718105316;0.13106797635555267;0.5427736084995584;0.8339401337476405;2.6154304246340656;0.05847321446525487;0.029366322485185767;-0.05056417618824383;0.05;0.3278450667858124;0.23700888454914093;-0.004941653460264206;0.29293434825095094;-0.628202257686842;0.13984012474867202;0.04483248079079489;0.006248966450584767;0.044394839251386625;0.05;0.8361126184463501;-0.5057154893875122;0.13106797635555267;0.607223063202735;2.5550028395520656;4.617919893643007;0.04654780927320947;-0.04634025786936265;-0.0043907913564708596;0.05;
735;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;4.8402876408420346;3.1642066104080566;0.9020401835441589;0.3643334209918976;0.13334184885025024;0.5425634993582598;0.8345600600340469;2.6150455394236003;0.05853020531105847;0.02941442252880944;-0.05060214107180965;0.05;0.3321339786052704;0.24103191494941711;-0.007525267545133829;0.29372671850391624;-0.6083376063035051;0.161620745315454;0.04471400185188837;0.007195289568022085;0.044131278812685554;0.05;0.8348501920700073;-0.5047639012336731;0.13334184885025024;0.6057319928136189;2.5558690041045615;4.6129771629126575;0.0466075869605921;-0.0463774719474714;-0.004625717030975593;0.05;
736;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;4.814418703720669;3.1897822578638677;0.9032175540924072;0.36364060640335083;0.13564883172512054;0.5429722705200147;0.8369616309251005;2.6194015923753904;0.05845358479013653;0.0291555017349369;-0.05066338217491773;0.05;0.32681649923324585;0.23662734031677246;0.005562372040003538;0.29323202949749194;-0.6318049725338164;0.13695632032206484;0.04487341288351163;0.006126503010068296;0.04445322423268904;0.05;0.8347675204277039;-0.5069562196731567;0.13564883172512054;0.6075145277263837;2.557977285330053;4.622025624120624;0.0465271202748214;-0.046337290058298;-0.004198627290062031;0.05;
737;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;4.836904540878272;3.1651352389181273;0.903995156288147;0.3622097969055176;0.1426752209663391;0.5425937921489893;0.8398796805076826;2.6205100566201427;0.05852019073133589;0.02913248301321392;-0.050753434925300704;0.05;0.3323332965373993;0.2417425960302353;0.00335546862334013;0.2941965434627899;-0.6064010857936319;0.1646969013839208;0.04472735242329165;0.007333198882303999;0.04412210612550028;0.05;0.833663821220398;-0.5061174631118774;0.1426752209663391;0.6062065918960303;2.558734153124494;4.617695147291459;0.04660466452050934;-0.04639587041412545;-0.004406581848201745;0.05;
738;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;4.815892513331349;3.1897574222159406;0.9036230444908142;0.3622235953807831;0.1451987773180008;0.5423260044425448;0.8394027017743844;2.618751884284761;0.05845795273319231;0.02919059309190274;-0.050648213321884385;0.05;0.32704707980155945;0.23826387524604797;-0.0027923393063247204;0.29441872707494754;-0.6278900920738534;0.14374776967889968;0.04486876533023177;0.006427595445173004;0.04440599192735818;0.05;0.8326449990272522;-0.5080287456512451;0.1451987773180008;0.6072445156490243;2.5618673301420904;4.624867696183293;0.04652719839186003;-0.046349113519922686;-0.004066923421066887;0.05;
739;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;4.835206786808472;3.170225245840609;0.9038002490997314;0.361715704202652;0.14767301082611084;0.542118890871574;0.8403182785647765;2.618676077644421;0.058515164424812194;0.029223004517277263;-0.0506955666172694;0.05;0.3314315676689148;0.24239040911197662;-0.0053914268501102924;0.29524299620487365;-0.6076602418063374;0.16598572275258183;0.044748373422284056;0.007393531475180212;0.044133350385685624;0.05;0.8316538333892822;-0.5072869062423706;0.14767301082611084;0.6060810758031977;2.562565004034275;4.621036337079536;0.046588647037549766;-0.04639438394792002;-0.004250078926605437;0.05;
740;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;4.810623758617731;3.1964999897449213;0.9038719534873962;0.3624541461467743;0.1502230316400528;0.5426652401552109;0.8393928652948033;2.620364956664965;0.05844233617599238;0.02910107972690887;-0.050681691136304836;0.05;0.32572346925735474;0.23744070529937744;0.00924244150519371;0.2945342046363342;-0.6331686832670518;0.13875000939773796;0.04490602066707278;0.006210738202040884;0.04447445809829814;0.05;0.8327599167823792;-0.5098313093185425;0.1502230316400528;0.6088161678031188;2.5633313064778713;4.632415027179057;0.04650599213877862;-0.046357349104732715;-0.003715304670424133;0.05;
741;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;4.836810606521714;3.169983278464235;0.9041292071342468;0.3618848919868469;0.15355727076530457;0.5424768115848703;0.8404905787020202;2.6205613630679134;0.058519912644204794;0.02912974057163424;-0.05075468835599965;0.05;0.33166587352752686;0.24297301471233368;0.0072431424632668495;0.2955879970730383;-0.6058841219558527;0.16860480069891082;0.044742656750731906;0.007508135371457184;0.04410819919649508;0.05;0.8317604064941406;-0.5091536641120911;0.15355727076530457;0.607702576097819;2.564099156508388;4.62887665321689;0.0465894084331395;-0.04642703837394617;-0.0038862689014040287;0.05;
742;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;4.813350942153191;3.193509760792929;0.9043050408363342;0.3617304265499115;0.1559426337480545;0.5425048087691489;0.840918907456833;2.6211236321178406;0.05845042005167641;0.029066640407668477;-0.05071076828079722;0.05;0.32599151134490967;0.23920173943042755;0.0011464831186458468;0.2957979483880354;-0.6289154575695619;0.14608716175298264;0.04488828529314484;0.006534302271511283;0.044410145804571345;0.05;0.8330802321434021;-0.5117329955101013;0.1559426337480545;0.6105842282097074;2.564594303223366;4.640473792880473;0.04651539641514818;-0.04639516421801515;-0.003342280784402628;0.05;
743;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;4.8347407730829755;3.1745778566017546;0.9045002460479736;0.36129888892173767;0.15823698043823242;0.5423627348822496;0.8417518642356716;2.6212768197200385;0.058513784686076695;0.02909037379976253;-0.05077019943311857;0.05;0.33082306385040283;0.24376824498176575;-0.001397979212924838;0.2967217433664999;-0.6066926698609394;0.17057665353004892;0.04476329901491174;0.007598599633988253;0.04411365120119566;0.05;0.8297280669212341;-0.5102477669715881;0.15823698043823242;0.6075141000957146;2.5678851867408166;4.631931866740678;0.04657495140406584;-0.046424284792680216;-0.003743244552419058;0.05;
744;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;4.806542076326814;3.2011830841569022;0.9052274823188782;0.36035972833633423;0.1604420244693756;0.5422807817294776;0.8439368785020837;2.623069630428144;0.05843023523207154;0.028957898811065214;-0.0507497042919791;0.05;0.3249348998069763;0.23874640464782715;0.011308553628623486;0.29605343274121554;-0.6327063523506895;0.1429220988748371;0.044933215134899486;0.006400108501242367;0.044475076543289783;0.05;0.8290218114852905;-0.5098161697387695;0.1604420244693756;0.6067683902117611;2.568476731806213;4.629626283882176;0.046491265028121696;-0.046332131123103616;-0.0038433513379061623;0.05;
745;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;4.834900603890553;3.174110480599137;0.9049265384674072;0.3604714274406433;0.15826159715652466;0.5421301979748883;0.8434140264390444;2.621825959545291;0.058514257904922956;0.029062724513779642;-0.0507865771833463;0.05;0.3310413062572479;0.24440325796604156;0.009318266063928604;0.29711949228496026;-0.6048706768499889;0.17337782659089784;0.04476135612270806;0.007721804462965437;0.044090279402376455;0.05;0.8282026648521423;-0.5093996524810791;0.15826159715652466;0.6059744179120863;2.5692398037491455;4.627294844947154;0.04657642195717394;-0.046407893474568286;-0.003958598942282053;0.05;
746;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;4.815066421189586;3.1980754862836225;0.9022676944732666;0.36066100001335144;0.16012492775917053;0.5402736852258011;0.8398796902275791;2.6093870242965593;0.058455504476509615;0.029662377246990123;-0.05037052093894283;0.05;0.32528355717658997;0.24051667749881744;0.0029543598648160696;0.29727782888728194;-0.6282391957624213;0.150399643588376;0.04489712633844111;0.006727083547012559;0.04439029511505252;0.05;0.8275551199913025;-0.5090612769126892;0.16012492775917053;0.6053393596029373;2.5698362905211996;4.625408859767067;0.04650103744506444;-0.04632524555550589;-0.004039567760214779;0.05;
747;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;4.837471407731049;3.1789304310087347;0.9021943807601929;0.36032190918922424;0.16185520589351654;0.5399927760228302;0.84025660948599;2.6084137652300656;0.05852186887898611;0.029745118027262308;-0.05039878064629618;0.05;0.33029136061668396;0.24518047273159027;0.0004019688058178872;0.2981853223923379;-0.6054572899625477;0.1754246987616358;0.04476832346386878;0.007813251374405856;0.04408124191451426;0.05;0.8241209387779236;-0.5077729225158691;0.16185520589351654;0.6024016299733835;2.5734731410461857;4.617477383419063;0.04656125715787511;-0.04635169772172254;-0.004412571408582284;0.05;
748;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;4.8177227774214675;3.1988939878465326;0.9024285078048706;0.35990726947784424;0.16348689794540405;0.5398906801539107;0.8411179987399199;2.6087842539981114;0.058463376649533716;0.029696732415775303;-0.05035941315276703;0.05;0.32543233036994934;0.24229079484939575;-0.005496290512382984;0.2986280304137883;-0.6243445310181988;0.1576354458918916;0.04489142549253556;0.007047209101966974;0.04433482746808681;0.05;0.8233523368835449;-0.5077730417251587;0.16348689794540405;0.6019885345011724;2.574549456828335;4.616915856029444;0.046498463451018254;-0.046286704896333304;-0.004432612451527266;0.05;
749;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;4.839534309071482;3.1792235344003403;0.9024729132652283;0.3597490191459656;0.15950343012809753;0.5398183052552815;0.841391350060385;2.608709551862486;0.05852797546423196;0.029733311700769923;-0.05041283653244079;0.05;0.3307912051677704;0.24613648653030396;0.012388110160827637;0.2986884434491199;-0.6022596480477195;0.17987035160030485;0.04476284099254193;0.008008162592196144;0.04404067739738505;0.05;0.8210199475288391;-0.5068070292472839;0.15950343012809753;0.5999226380174997;2.5769638863526194;4.611098326341782;0.04656033502995862;-0.04632168938921365;-0.004708066506667474;0.05;
750;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;4.814279345635045;3.2046259069878023;0.9030534029006958;0.35934188961982727;0.16061265766620636;0.5399802211427551;0.8426699110425016;2.6107667052192536;0.058453171756423686;0.029591672861028002;-0.05040938588866032;0.05;0.3247441351413727;0.24227841198444366;0.0060893637128174305;0.2990208137923667;-0.6262360505020402;0.15672013013189778;0.044919889823591845;0.007011068484348837;0.04436937480370217;0.05;0.820187509059906;-0.5070909857749939;0.16061265766620636;0.599717690928192;2.578389856485763;4.611703918527546;0.046480439209695995;-0.04624504087221847;-0.004671982860958264;0.05;
751;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;4.837459921691323;3.182108370358166;0.9030421376228333;0.3587122857570648;0.1615796983242035;0.5395530267292001;0.8435270164823321;2.6095690725234544;0.058521834876296766;0.029686854861609227;-0.050433082453031686;0.05;0.33007630705833435;0.2472088485956192;0.003597719594836235;0.299977126206158;-0.602198369005931;0.18314261317685288;0.04477820444077243;0.008155030076265848;0.04402934336774523;0.05;0.818985641002655;-0.5068928003311157;0.1615796983242035;0.5989091335030674;2.5799100013522374;4.6099809583021205;0.04655125940294399;-0.04630737175197866;-0.004758894138792155;0.05;
752;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;4.816787815031095;3.2016492215196455;0.9035546779632568;0.35838454961776733;0.16241039335727692;0.5397183186725811;0.8446119712749952;2.61144925470624;0.058460605987780204;0.029561018241812457;-0.05043598569439992;0.05;0.3251054584980011;0.24405887722969055;-0.0027266850229352713;0.3002546189516684;-0.621785520873496;0.1642495952676385;0.044902872454880546;0.007342161705415256;0.04429853966205662;0.05;0.8193123936653137;-0.5073599219322205;0.16241039335727692;0.5994785193243717;2.5798637006461522;4.612219538966023;0.04648979923010345;-0.04625675679533282;-0.004649073373561477;0.05;
753;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;4.839056947367766;3.2128794212391556;0.903905987739563;0.358195424079895;0.16312460601329803;0.5398555443483449;0.8453060254280766;2.6128033173803082;0.058526562438836596;0.0295259719417499;-0.050532914934743635;0.05;0.33069953322410583;0.24809224903583527;0.016988316550850868;0.30035381149936247;-0.598822334383744;0.18746114061458174;0.04486863373526621;0.008361948234588773;0.04408256021366643;0.05;0.8191357254981995;-0.5477678179740906;0.16312460601329803;0.6339536210933403;2.6140570868554134;4.775000094742185;0.04645448969843326;-0.04636346511809552;0.00290666740185071;0.05;
754;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;4.862061276506804;3.241713251176662;0.8759991526603699;0.3680015504360199;0.15139983594417572;0.5261183364269209;0.7961472045869857;2.4968003402448415;0.058594617694503776;0.035217267402698725;-0.04683026051018581;0.05;0.32412850856781006;0.24377529323101044;0.010705506429076195;0.3005947023625799;-0.6249768260857972;0.1619103058521466;0.04488671322096262;0.007235909675570802;0.04429964599122572;0.05;0.8184515833854675;-0.5499760508537292;0.15139983594417572;0.6355195256428988;2.6167364250908656;4.783064814620355;0.04636387187501037;-0.04624812459264052;0.003274078023807075;0.05;
755;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;4.8890372240987245;3.238588125423209;0.8749993443489075;0.36791637539863586;0.15126998722553253;0.5253446178924653;0.7949318886449133;2.491779429031639;0.05867431994388225;0.03550017595625044;-0.0467163068740704;0.05;0.32985517382621765;0.24911877512931824;0.00852607749402523;0.3016776856110482;-0.5992161944359485;0.19039382360753598;0.044793394429412006;0.008476953556072671;0.04398396802150831;0.05;0.8153500556945801;-0.5742099285125732;0.15126998722553253;0.6551051057876051;2.639371930987262;4.8698065699137825;0.04637369056375144;-0.04580029917569132;0.007269922414973782;0.05;
756;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;4.872632594847233;3.265247613604313;0.8725054264068604;0.36909371614456177;0.14995846152305603;0.5243953317869632;0.7899986085677857;2.4821720024860205;0.05862586458831147;0.03591766755801172;-0.046334794225497376;0.05;0.32450613379478455;0.24553324282169342;0.002128577558323741;0.3018023697822645;-0.6205541037645673;0.16937034843250154;0.044926928435348006;0.007572961255863297;0.044284073394981124;0.05;0.8134216666221619;-0.5779669880867004;0.14995846152305603;0.6574792623545063;2.6446935098397466;4.882498215395043;0.04628995279226883;-0.045621816593081226;0.007836426497947609;0.05;
757;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;4.866938450168363;3.256911315858831;0.8919716477394104;0.36809247732162476;0.1228431761264801;0.5377116741268682;0.8168051429615572;2.5739716494009057;0.05860903584618887;0.031509837898612635;-0.04941810597769817;0.05;0.3292011022567749;0.24995538592338562;-0.00048346357652917504;0.3027374413950301;-0.599441714049666;0.1928471014116021;0.044918730361801176;0.008608853962459157;0.04408605188457286;0.05;0.8096544146537781;-0.5888503193855286;0.1228431761264801;0.6653048588091124;2.6574696018091664;4.918972275406705;0.046316131715655476;-0.045331332677828316;0.009500228142208042;0.05;
758;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;4.843339231184201;3.2848065269463826;0.8910703659057617;0.36746689677238464;0.12584638595581055;0.5366264541682536;0.8165052118132753;2.5684267817608464;0.058539237079126547;0.03174551745784424;-0.0491839851896925;0.05;0.3237173557281494;0.2451895773410797;0.014390724711120129;0.3019826145793382;-0.6233408641821102;0.16703848409382616;0.045078628551624166;0.007494898392640326;0.044451200773199626;0.05;0.8087320923805237;-0.5928351283073425;0.12584638595581055;0.6684078053260895;2.661465662764271;4.93211610374069;0.04622855073424759;-0.04511707596755745;0.010076128181328017;0.05;
759;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;4.870970339632235;3.264167500625391;0.8910564184188843;0.3673090636730194;0.12419439852237701;0.5365082204803163;0.8167017999450364;2.568051324517553;0.05862095239179392;0.03180832125791197;-0.049240702250012994;0.05;0.3299153447151184;0.25102150440216064;0.012238265946507454;0.30321706026492135;-0.5955131676023148;0.19799267748160376;0.04492873479779542;0.008837555015946328;0.04405097991952908;0.05;0.805942952632904;-0.5979326367378235;0.12419439852237701;0.6716580442025432;2.6686543330230768;4.948737978605287;0.04629334444551708;-0.045006359461009976;0.010839803873578396;0.05;
760;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;4.848559090524567;3.2938933712880405;0.8910171389579773;0.36719536781311035;0.12250715494155884;0.5364017534481851;0.8168061622410954;2.567640469327557;0.058554682989633115;0.03179256805602603;-0.0491719789760325;0.05;0.3243487477302551;0.24717919528484344;0.005645000841468573;0.30323409604724916;-0.6178200544139234;0.17572907254213477;0.04509064635552354;0.00788301861751655;0.04439622063008039;0.05;0.802832305431366;-0.6028410792350769;0.12250715494155884;0.6746293590010655;2.676073316874117;4.9646490760043465;0.046200033613063435;-0.04473783909182896;0.011531212392537543;0.05;
761;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;4.870487806792572;3.2758489280915635;0.8911454677581787;0.3667544424533844;0.12078119069337845;0.5361936198865642;0.8175694429598064;2.5673962668508032;0.058619526360951094;0.031839795367407116;-0.0492186580652488;0.05;0.32946252822875977;0.2518986463546753;0.003078593872487545;0.30419723423043205;-0.595128057427208;0.20087406651403805;0.04496648656552242;0.00897197861963808;0.04406232533237511;0.05;0.8003625273704529;-0.6049171090126038;0.12078119069337845;0.6753831184035712;2.6807208706643557;4.971431104752892;0.0462566682009634;-0.0447133508218261;0.011848865402996279;0.05;
762;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;4.844993015336316;3.3058068775203817;0.8902727961540222;0.36603209376335144;0.12431539595127106;0.5350629393656992;0.8174386896658626;2.5617860122071336;0.058544131182626705;0.03207411587960745;-0.048976181828212347;0.05;0.32358023524284363;0.24672460556030273;0.017834844067692757;0.303310013659057;-0.6207536021774083;0.17298844928822932;0.04513876784722495;0.007769598856510959;0.0444650615244663;0.05;0.7991711497306824;-0.6091287136077881;0.12431539595127106;0.6786318343348307;2.6850532753429746;4.984872359154915;0.0461626549072293;-0.04445950822024217;0.012423479258974147;0.05;
763;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;4.85454955563324;3.279008655162457;0.9013523459434509;0.36194878816604614;0.11308286339044571;0.5404540968936963;0.8369749393869335;2.6073490278907254;0.05857240408703943;0.029824494653356293;-0.05041057467642435;0.05;0.3301035165786743;0.25283581018447876;0.015962941572070122;0.3046157612313824;-0.5916608121594125;0.20541093634756713;0.04502578736357704;0.009183886185265154;0.04407922143421036;0.05;0.797538697719574;-0.609334409236908;0.11308286339044571;0.6780985908558959;2.6873478430030446;4.985681861206826;0.04624674929924313;-0.044530410249324026;0.012482162624078513;0.05;
764;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;4.839226061312671;3.306553221072277;0.8974931836128235;0.36438772082328796;0.10736221075057983;0.5392395034726668;0.828823127439073;2.5933561215423593;0.05852706303236391;0.03050331130522272;-0.04994962569039902;0.05;0.32415011525154114;0.2488706409931183;0.009585116989910603;0.30472902374793875;-0.6151361184278415;0.18222547871007078;0.04515902249348785;0.008183657157798572;0.044411316892104806;0.05;0.7964045405387878;-0.6133291125297546;0.10736221075057983;0.681196191951002;2.691417102644436;4.998323118959699;0.04616031360217597;-0.044286139967012875;0.013019691189631841;0.05;
765;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;4.862949852617463;3.290806728334613;0.8978887796401978;0.36392742395401;0.10515401512384415;0.5392204102863388;0.8299481281515483;2.5943891932669696;0.058597244818431746;0.03048820914966454;-0.05004104518450367;0.05;0.3297885060310364;0.2540576756000519;0.007136835251003504;0.3058059110129295;-0.5902873264105749;0.20983833139494368;0.0450363413997754;0.009381150088568468;0.04404845138813481;0.05;0.7910469174385071;-0.6165042519569397;0.10515401512384415;0.6817520083075979;2.7005194019240375;5.008949605275059;0.04620971969803936;-0.04419253796319781;0.013503991370801705;0.05;
766;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;4.838252213903311;3.2557747900077083;0.896976113319397;0.3642151355743408;0.1019141674041748;0.5387417744407892;0.8284107070068134;2.5905461790249635;0.058524180291246855;0.03064203693091918;-0.049861260027064626;0.05;0.3236258625984192;0.2488798052072525;0.020532194525003433;0.30503933153636376;-0.6165223862694619;0.18163415665263938;0.04500424483785501;0.008129435752235379;0.04426391676948479;0.05;0.8203279376029968;-0.5831087827682495;0.1019141674041748;0.665301315307928;2.6392524037382463;4.900744550799241;0.04631970119739957;-0.04550046652325034;0.00867307703084398;0.05;
767;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;4.868980230220194;3.2320712975937163;0.8952903747558594;0.3630772531032562;0.10728085041046143;0.5367304464026926;0.8278495649232838;2.580274177347491;0.058615070786573624;0.031200967569777048;-0.04962082371368655;0.05;0.33050423860549927;0.25515320897102356;0.018691428005695343;0.30632005023979797;-0.5863555120361084;0.21509504972505478;0.04483536032627602;0.009569672250868199;0.043802179267679923;0.05;0.8212693929672241;-0.5938866138458252;0.10728085041046143;0.6752150272045113;2.6457157855576074;4.9359507142259575;0.04639416771275416;-0.04523960176168172;0.01028577805533469;0.05;
768;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;4.843942732256626;3.2265262967940203;0.8956665396690369;0.36260268092155457;0.10560732334852219;0.5366867939731406;0.8289749386249068;2.5811884021025544;0.05854102308971938;0.031116231478714725;-0.04958660628591254;0.05;0.3244324326515198;0.25105565786361694;0.012282084673643112;0.30635422969170284;-0.6102676362980535;0.19127112446489347;0.04489580644783317;0.008535006702539096;0.044077058626783516;0.05;0.8387414216995239;-0.5843732357025146;0.10560732334852219;0.6754537951484479;2.616258660495967;4.907168626426805;0.04641159355213887;-0.0455339662351238;0.008982980293173525;0.05;
769;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;4.867545111711249;3.210417783818073;0.8963761925697327;0.3620298504829407;0.1038818210363388;0.5368237128488068;0.8306547779126474;2.58353046983065;0.058610829037162665;0.031036976331094247;-0.04971856173147616;0.05;0.33016806840896606;0.2564208209514618;0.009867817163467407;0.3075622252575294;-0.58498541755569;0.2196802321309541;0.04477270288326225;0.009756757776563726;0.04369668867502827;0.05;0.834730327129364;-0.589859664440155;0.1038818210363388;0.6782173808105948;2.6254323662623835;4.924097551214349;0.046462228730781485;-0.04542488136452325;0.00976313738766616;0.05;
770;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;4.847064620169227;3.21306729990143;0.8968070149421692;0.3613884150981903;0.10237011313438416;0.5367097853351444;0.8320785683209645;2.5844032441862357;0.05855026117402714;0.03096154297337967;-0.04969422441546254;0.05;0.32523590326309204;0.25324925780296326;0.0035826521925628185;0.3076973774441685;-0.6040421186893951;0.2009745469551959;0.04484438684332693;0.008952031897668803;0.043941781441551434;0.05;0.8448033332824707;-0.585036039352417;0.10237011313438416;0.6790850506261092;2.6090251812120355;4.910103368286046;0.04645389905234339;-0.04554888876801948;0.009124881871229866;0.05;
771;0.3;0.05;0.5;0.0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.05;0.05;0.1;4.87007687650404;3.196983395842547;0.89649897813797;0.3604773283004761;0.10703124105930328;0.5358687748722663;0.8329485248534808;2.5812021829276626;0.058618311909389376;0.0311566284518691;-0.04965250240036892;0.05;0.3311285674571991;0.2576628029346466;0.020598944276571274;0.3080709021397449;-0.5801599058220657;0.22582810818928223;0.04472325211821017;0.01001414083104191;0.04358768476812057;0.05;0.8413293361663818;-0.5896050333976746;0.10703124105930328;0.6812780718147736;2.6168234900204825;4.923954306201092;0.04650447188304106;-0.045467580693193926;0.00976550106387048;0.05;
