i;T_Z;v_z;CX;CY;k;R;D_12;v_f;v_cruis;k_f;p12;px_1;py_1;pz_1;d_1;phi_1;angle_1;v1;vx1;vy1;setPx1;setPy1;px_2;py_2;pz_2;d_2;phi_2;angle_2;v2;vx2;vy2;setPx2;setPy2;
0;0.3;0.05;0.5;0.0;5.0;0.3;3.141592653589793;0.1;0.3;0.1;4.8852507877884594;0.8868080973625183;0.05338413640856743;0.04153281822800636;0.39047454488775574;1.4336507570976358;3.4292724166307735;0.31098998358831403;-0.08823659857211422;-0.29820977945849364;0.8779844375053069;0.023563158462718066;0.509867787361145;0.2761654555797577;0.13214416801929474;0.2763416944345892;0.03571623770650909;1.4887681967632274;0.28901001641168594;0.2880382430475998;0.023680374328435044;0.538671611665905;0.2785334930126012;
1;0.3;0.05;0.5;0.0;5.0;0.3;3.141592653589793;0.1;0.3;0.1;4.894468884586931;0.8832610249519348;0.0518668107688427;0.04641518369317055;0.38675467586900425;1.4362832729866004;3.4163578476490475;0.3110469273604444;-0.08439354668091358;-0.29937922489543267;0.8748216702838435;0.02192888827929943;0.5131837725639343;0.27695396542549133;0.14831972122192383;0.27726757982844263;0.047566850393945;1.505186786563786;0.28895307263955555;0.28833138030094063;0.018944479976885316;0.5420169105940283;0.27884841342317984;
2;0.3;0.05;0.5;0.0;5.0;0.3;3.141592653589793;0.1;0.3;0.1;4.907677062595901;0.8804360628128052;0.050644271075725555;0.059916090220212936;0.3837921834551874;1.4384527998254384;3.4059935172668343;0.31112848828338896;-0.08130751872386056;-0.3003165390391877;0.8723053109404191;0.020612617171806784;0.5175062417984009;0.2777542173862457;0.16629105806350708;0.27830536067016376;0.06294455524175388;1.5256901543859087;0.288871511716611;0.288577697345023;0.013025470298014607;0.5463640115329031;0.2790567644160472;
3;0.3;0.05;0.5;0.0;5.0;0.3;3.141592653589793;0.1;0.3;0.1;4.918796766955614;0.8769593834877014;0.04595886915922165;0.08664150536060333;0.3797507003993836;1.4494751376958235;3.3997028126966633;0.31119712422151763;-0.07943423935698478;-0.3008884373676063;0.869015959552003;0.01587002542246102;0.523804783821106;0.27909576892852783;0.18704693019390106;0.2801091143939729;0.08508659747185092;1.5567544711702;0.28880287577848235;0.2887744040791604;0.004055195019639017;0.552682224229022;0.2795012884304917;
4;0.3;0.05;0.5;0.0;5.0;0.3;3.141592653589793;0.1;0.3;0.1;4.917578041467472;0.8756783604621887;0.037478603422641754;0.11523839831352234;0.37754321108195;1.471362852098624;3.412031302760257;0.3111896029666311;-0.08313559956981241;-0.2998790440806048;0.8673648005052075;0.007490699014581277;0.5297015309333801;0.2798028886318207;0.20390422642230988;0.28137490546688343;0.10575558638650995;1.583694254024713;0.28881039703336886;0.2887863746191146;-0.0037249522037944042;0.5585801683952916;0.2794303934114412;
5;0.3;0.05;0.5;0.0;5.0;0.3;3.141592653589793;0.1;0.3;0.1;4.915999143623035;0.8740527033805847;0.028386009857058525;0.14276041090488434;0.3751282320246354;1.495053775173305;3.4251827667001544;0.31117985847108337;-0.08706941826156867;-0.2987504321698556;0.8653457615544279;-0.0014890333599270333;0.5361795425415039;0.2814015746116638;0.21857716143131256;0.2837178272376205;0.12786761161675378;1.6174322191188943;0.2888201415289166;0.2885061200542876;-0.013464503110193097;0.5650301545469326;0.2800551243006445;
6;0.3;0.05;0.5;0.0;5.0;0.3;3.141592653589793;0.1;0.3;0.1;4.925022527172307;0.8737374544143677;0.023547351360321045;0.16159690916538239;0.37447852086363775;1.5078744362196979;3.435153540092014;0.3112355410098564;-0.09005992618479514;-0.2979207473192951;0.8647314617958881;-0.006244723371608463;0.5426136255264282;0.2825082242488861;0.23093195259571075;0.285704073909991;0.14971165621241878;1.6491497185677748;0.2887644589901436;0.28787851320287056;-0.022602531096649368;0.5714014768467153;0.2802479711392212;
7;0.3;0.05;0.5;0.0;5.0;0.3;3.141592653589793;0.1;0.3;0.1;4.936785595041798;0.8733137845993042;0.020043063908815384;0.17362824082374573;0.3738514493521572;1.5171582361330667;3.441681009696831;0.3113081038218101;-0.09202411227648952;-0.2973958612100292;0.8641113733716552;-0.009696522212187537;0.5488538146018982;0.28331267833709717;0.24008013308048248;0.28749394586268445;0.17075852399527766;1.6791058879492458;0.28869189617818986;0.287000234190762;-0.03120699430266447;0.5775538380209744;0.28019197890683073;
8;0.3;0.05;0.5;0.0;5.0;0.3;3.141592653589793;0.1;0.3;0.1;4.944192478504708;0.8723472356796265;0.01582675240933895;0.18762937188148499;0.37268344477597315;1.5283165396871528;3.4476903096532303;0.3113537794290938;-0.09382334477531944;-0.2968810467846547;0.8629649012020946;-0.01386135226912652;0.5544747710227966;0.2842874526977539;0.24656155705451965;0.2894595937939591;0.18932371101227446;1.7074667189923165;0.28864622057090616;0.2859546321725534;-0.0393266956268629;0.583070234240052;0.2803547831350676;
9;0.3;0.05;0.5;0.0;5.0;0.3;3.141592653589793;0.1;0.3;0.1;4.946201332230853;0.8708279728889465;0.009604535065591335;0.20183923840522766;0.3709523319386892;1.5449018717239245;3.4566087168649386;0.31136616527883343;-0.09647112203941487;-0.2960442728594866;0.8611808606850051;-0.019999892220357324;0.5601050853729248;0.2849031686782837;0.25283434987068176;0.2911742378896408;0.207917896775191;1.7346140243705637;0.28863383472116655;0.28476956505367124;-0.04707212938659774;0.5885820418782919;0.2801959557396239;
