i;T_Z;v_z;CX;CY;k;R;D_12;v_f;v_cruis;k_f;p12;px_1;py_1;pz_1;d_1;phi_1;angle_1;v1;vx1;vy1;setPx1;setPy1;bat_cf1;lighthouse_status_cf1;px_2;py_2;pz_2;d_2;phi_2;angle_2;v2;vx2;vy2;setPx2;setPy2;bat_cf2;lighthouse_status_cf2;
0;0.2;0.05;0.001;0.001;5.0;0.3;3.141592653589793;0.7;0.7;3;1.308355383540162;-0.0890798270702362;-0.20653210580348969;0.006272582802921534;0.2262387017825078;-2.7320795203865544;-1.5146129128380306;0.08015291574544492;-0.08002644463342905;0.004500895669653609;-0.09708247153357911;-0.20608201623652433;3.695014715194702;2;-0.19979645311832428;0.030746357515454292;-0.0006910156807862222;0.2029878355230594;-1.4237241368463922;-0.3045528096347778;1.319847084254555;-0.3957780497960989;1.2591092331941844;-0.23937425809793417;0.15665728083487274;3.763636350631714;2;
1;0.2;0.05;0.002;0.002;5.0;0.3;3.141592653589793;0.7;0.7;3;1.2588349048243515;-0.0975346490740776;-0.20510686933994293;0.006647583097219467;0.22978337993443299;-2.6935887248583765;-1.4604317914691611;0.07808817686212843;-0.07761308947542547;0.008600680655078926;-0.10529595802162016;-0.20424680127443504;3.631671667098999;2;-0.19828297197818756;0.029416343197226524;-0.0009977438021451235;0.20215074755915094;-1.4347538200340253;-0.31896516140808046;1.3219118231378715;-0.4145305120405316;1.2552351663091286;-0.23973602318224072;0.15493985982813938;3.763636350631714;2;
2;0.2;0.05;0.003;0.003;5.0;0.3;3.141592653589793;0.7;0.7;3;1.2126551970146444;-0.10780151188373566;-0.20380575954914093;0.01018492691218853;0.23461798144732793;-2.649735717051222;-1.3948979317373666;0.07625541860790186;-0.0750787764250313;0.013344144692954621;-0.11530938952623879;-0.20247134507984546;3.631671667098999;2;-0.18792922794818878;0.028683511540293694;0.007476950064301491;0.19264893679938086;-1.437080520036578;-0.358901906445096;1.323744581392098;-0.46496041127680776;1.2393996662538853;-0.23442526907586955;0.15262347816568222;3.7055718898773193;2;
3;0.2;0.05;0.004;0.004;5.0;0.3;3.141592653589793;0.7;0.7;3;1.2303314902104552;-0.11912982910871506;-0.2045266181230545;0.01826147735118866;0.2421658631644427;-2.608206004813644;-1.3189019494788043;0.07694679416955563;-0.07451850777715806;0.019178142027777213;-0.12658167988643088;-0.20260880392027678;3.668621778488159;2;-0.1844685822725296;0.04081760719418526;0.01627175882458687;0.1920310982714065;-1.377874514603189;-0.3020910568316355;1.3230532058304443;-0.39363111437546755;1.2631406617054743;-0.22383169371007636;0.1671316733647327;3.721407651901245;2;
4;0.2;0.05;0.005;0.005;5.0;0.3;3.141592653589793;0.7;0.7;3;1.2592525271420687;-0.13310427963733673;-0.199513241648674;0.026952771469950676;0.24677612944488095;-2.5476487141538495;-1.236943731815973;0.07810514918001832;-0.07379272327291819;0.025593911783848795;-0.14048355196462856;-0.19695385047028913;3.737243413925171;2;-0.1885695904493332;0.061165131628513336;0.0332995168864727;0.201553239511477;-1.2883961870117808;-0.17501523129434765;1.3218948508199815;-0.2301724771952476;1.3017014355704553;-0.21158683816885795;0.19133527518555887;3.737243413925171;2;
5;0.2;0.05;0.006;0.006;5.0;0.3;3.141592653589793;0.7;0.7;3;1.3030259432097921;-0.14763732254505157;-0.18762728571891785;0.033394552767276764;0.2471759548453038;-2.4708465010095697;-1.1582736797306243;0.07992553452380602;-0.07322076966288328;0.032043875528579555;-0.1549593995113399;-0.1844228981660599;3.642228841781616;2;-0.20057253539562225;0.09406297653913498;0.050815049558877945;0.2245602373901218;-1.1678205577997776;0.0422787671401042;1.320074465476194;0.05579449541073248;1.3188948285151931;-0.194993085854549;0.22595245939065428;3.7161290645599365;2;
6;0.2;0.05;0.007;0.007;5.0;0.3;3.141592653589793;0.7;0.7;3;1.3368057267957796;-0.15888598561286926;-0.18304280936717987;0.03567450866103172;0.2522586561744182;-2.4239603888116914;-1.0874858393583036;0.08138873099057364;-0.07206657569771814;0.03782240340672474;-0.16609264318264108;-0.1792605690265074;3.6158359050750732;2;-0.21029439568519592;0.12113352119922638;0.059087418019771576;0.24544513655301617;-1.0871546620159118;0.21734582857080142;1.3186112690094263;0.28434356489694396;1.2875886050522298;-0.18186003919550153;0.24989238170444936;3.6897361278533936;2;
7;0.2;0.05;0.008;0.008;5.0;0.3;3.141592653589793;0.7;0.7;3;1.4100276690248648;-0.15853026509284973;-0.17106753587722778;0.03349286690354347;0.24453529724159878;-2.3924556449260854;-1.0921843955001915;0.08474960544198684;-0.07522672020414099;0.03903122070727909;-0.16605293711326383;-0.16716441380649988;3.6739003658294678;2;-0.22280272841453552;0.1619904488325119;0.0684819221496582;0.27745802885343274;-0.9824279759012209;0.4761321603609817;1.3152503945580132;0.6028384103006347;1.1689608425654012;-0.16251888738447207;0.27888653308905204;3.695014715194702;2;
8;0.2;0.05;0.009000000000000001;0.009000000000000001;5.0;0.3;3.141592653589793;0.7;0.7;3;1.3717134274692437;-0.15895460546016693;-0.134732186794281;0.03129342570900917;0.2210603786659799;-2.2786364038175453;-1.0837675169884335;0.08295749205550007;-0.07331179889069915;0.03882429177136448;-0.16628578534923685;-0.13084975761714457;3.594721555709839;2;-0.22778461873531342;0.19424372911453247;0.07532058656215668;0.3006363165784966;-0.9069229763483014;0.6670549226039846;1.3170425079444998;0.8148211179936913;1.0347306477553706;-0.1463025069359443;0.29771679389006955;3.6739003658294678;2;
9;0.2;0.05;0.010000000000000002;0.010000000000000002;5.0;0.3;3.141592653589793;0.7;0.7;3;1.2678289948781933;-0.1664617508649826;-0.09798131138086319;0.024948913604021072;0.2068784984619381;-2.119937911257896;-0.9848986440033117;0.07845532172592184;-0.06537023328200699;0.043381679402414684;-0.1729987741931833;-0.09364314344062172;3.6369502544403076;2;-0.22415989637374878;0.21483096480369568;0.0846826508641243;0.31110541816589693;-0.8521089163797025;0.7741575384738832;1.321544678274078;0.9239103265714491;0.9449180097390328;-0.13176886371660387;0.309322765777599;3.6791789531707764;2;
