i;T_Z;v_z;CX;CY;k;R;D_12;v_f;v_cruis;k_f;p12;px_1;py_1;pz_1;d_1;phi_1;angle_1;v1;vx1;vy1;setPx1;setPy1;px_2;py_2;pz_2;d_2;phi_2;angle_2;v2;vx2;vy2;setPx2;setPy2;
0;0.2;0.05;0.75;-0.25;5.0;0.5;3.141592653589793;0.5;0.5;0.1;3.5433272991617257;0;0;0;0.7905694150420949;-1.2490457723982544;1.2897139993859867;0.5127807382453586;0.4926570520758685;0.14224315292965764;0.04926570520758685;0.014224315292965764;10.536454200744629;-8.893915176391602;-1.01414155960083;13.057256809909394;2.2942815267634717;5.419948481435445;0.4872192617546414;-0.37026248047375315;0.31668328749424296;10.499427952697253;-8.862246847642178;
1;0.2;0.05;0.75;-0.25;5.0;0.5;3.141592653589793;0.5;0.5;0.1;3.8512268019984015;0;0;0;0.7905694150420949;-1.2490457723982544;1.2897139993859867;0.5225505537936556;0.5020434587178549;0.14495325739240755;0.050204345871785495;0.014495325739240755;10.83216667175293;-17.092063903808594;-0.7297163009643555;19.629192579853555;2.602181029600147;5.733318839777427;0.4774494462063444;-0.24950237301109243;0.40707068126380536;10.80721643445182;-17.051356835682213;
2;0.2;0.05;0.75;-0.25;5.0;0.5;3.141592653589793;0.5;0.5;0.1;3.8463420869786478;0;0;0;0.7905694150420949;-1.2490457723982544;1.2897139993859867;0.522395842232288;0.5018948186928684;0.14491034107624698;0.050189481869286845;0.014491034107624697;11.138287544250488;-17.412643432617188;-0.6804553866386414;20.061725940137546;2.5972963145803933;5.728665277668288;0.47760415776771203;-0.25147545441036884;0.40603673152327496;11.113139998809451;-17.37203975946486;
3;0.2;0.05;0.75;-0.25;5.0;0.5;3.141592653589793;0.5;0.5;0.1;3.8387829122539894;0;0;0;0.7905694150420949;-1.2490457723982544;1.2897139993859867;0.5221564027456503;0.5016647758249536;0.14484392160106985;0.05016647758249536;0.014484392160106985;11.479342460632324;-17.677350997924805;-0.6726821660995483;20.465369589684872;2.589737139855735;5.721312783257429;0.47784359725434966;-0.2545815796640121;0.4043794291661649;11.453884302665923;-17.63691305500819;
4;0.2;0.05;0.75;-0.25;5.0;0.5;3.141592653589793;0.5;0.5;0.1;3.8288665241213837;0;0;0;0.7905694150420949;-1.2490457723982544;1.2897139993859867;0.5218422596603871;0.5013629610437561;0.14475677967161324;0.05013629610437561;0.014475677967161324;11.83059024810791;-17.854427337646484;-0.7122518420219421;20.80133029719347;2.5798207517231293;5.71156215284726;0.4781577403396129;-0.2586823202354439;0.40214211647661563;11.804722016084366;-17.814213125998823;
5;0.2;0.05;0.75;-0.25;5.0;0.5;3.141592653589793;0.5;0.5;0.1;3.817756535134725;0;0;0;0.7905694150420949;-1.2490457723982544;1.2897139993859867;0.5214902536777469;0.5010247692655041;0.14465913473863043;0.05010247692655041;0.014465913473863043;12.160629272460938;-17.939746856689453;-0.7889633774757385;21.050643796504108;2.5687107627364707;5.700571668350584;0.47850974632225307;-0.2632800215010143;0.39956877706323907;12.134301270310836;-17.89978997898313;
6;0.2;0.05;0.75;-0.25;5.0;0.5;3.141592653589793;0.5;0.5;0.1;3.8031437698718418;0;0;0;0.7905694150420949;-1.2490457723982544;1.2897139993859867;0.5210271866186539;0.5005798749174307;0.14453068194469623;0.050057987491743075;0.014453068194469624;12.537525177001953;-17.950761795043945;-0.9177821278572083;21.266469333750308;2.5540979974735873;5.686060038680446;0.47897281338134606;-0.2693108584409882;0.39608915345439566;12.510594091157854;-17.911152879698506;
7;0.2;0.05;0.75;-0.25;5.0;0.5;3.141592653589793;0.5;0.5;0.1;3.78758436043134;0;0;0;0.7905694150420949;-1.2490457723982544;1.2897139993859867;0.5205340231962386;0.5001060653146947;0.14439388055010025;0.05001060653146947;0.014439388055010025;12.894603729248047;-17.88589859008789;-1.0750514268875122;21.412994158228543;2.538538588033086;5.670568101044388;0.47946597680376135;-0.2756980590220715;0.39227312317293345;12.86703392334584;-17.846671277770596;
8;0.2;0.05;0.75;-0.25;5.0;0.5;3.141592653589793;0.5;0.5;0.1;3.7697390047239296;0;0;0;0.7905694150420949;-1.2490457723982544;1.2897139993859867;0.5199682841208769;0.4995625282347616;0.14423694698412753;0.04995625282347616;0.014423694698412754;13.267255783081055;-17.750099182128906;-1.2704147100448608;21.515928139948436;2.520693232325675;5.652769581839077;0.480031715879123;-0.28296939567226675;0.387761227255546;13.238958843513828;-17.71132305940335;
9;0.2;0.05;0.75;-0.25;5.0;0.5;3.141592653589793;0.5;0.5;0.1;3.7473180687161656;0;0;0;0.7905694150420949;-1.2490457723982544;1.2897139993859867;0.5192573098935024;0.4988794556447911;0.14403972581685137;0.049887945564479105;0.014403972581685137;13.697113037109375;-17.519319534301758;-1.529260516166687;21.583723802289164;2.4982722963179116;5.630379244096666;0.48074269010649756;-0.29201170639426943;0.3818935681829938;13.667911866469948;-17.481130177483458;
10;0.2;0.05;0.75;-0.25;5.0;0.5;3.141592653589793;0.5;0.5;0.1;3.724245829629885;0;0;0;0.7905694150420949;-1.2490457723982544;1.2897139993859867;0.5185254818326985;0.4981763476140649;0.14383671988662214;0.049817634761406486;0.014383671988662214;14.107843399047852;-17.236083984375;-1.8044694662094116;21.609234817497057;2.475200057231631;5.607318468026356;0.4814745181673014;-0.3011978580009643;0.37562955418878585;14.077723613247755;-17.198521028956122;
11;0.2;0.05;0.75;-0.25;5.0;0.5;3.141592653589793;0.5;0.5;0.1;3.698455850442583;0;0;0;0.7905694150420949;-1.2490457723982544;1.2897139993859867;0.517707218030273;0.4973901959459995;0.14360973705652696;0.04973901959459995;0.014360973705652697;14.539331436157227;-16.883451461791992;-2.1177561283111572;21.605956794087692;2.4494100780443286;5.581527017456774;0.48229278196972697;-0.3113128194633869;0.3683621261447155;14.508200154210888;-16.84661524917752;
12;0.2;0.05;0.75;-0.25;5.0;0.5;3.141592653589793;0.5;0.5;0.1;3.6697920934929673;0;0;0;0.7905694150420949;-1.2490457723982544;1.2897139993859867;0.5167975005890211;0.4965161796669116;0.14335738538364323;0.04965161796669116;0.014335738538364323;14.993246078491211;-16.461917877197266;-2.469291925430298;21.57999861235963;2.420746321094713;5.552851592690455;0.4832024994109789;-0.32235321709076514;0.35996257981664026;14.961010756782134;-16.4259216192156;
