i;T_Z;v_z;CX;CY;k;R;v_f;v_cruis;k_f;px_1;py_1;pz_1;d_1;phi_1;angle_1;v1;vx1;vy1;setPx1;setPy1;
74;0.2;0.05;0.5;0.0;7.0;0.3;0.05;0.3;0.1;0.5711455941200256;0.3206993043422699;0.19914261996746063;0.3284961786205545;0.2183096158291894;1.9859949611516978;0.3;0.2745108645208297;-0.12101150879162975;0.6260477670241915;0.29649700258394396;
75;0.2;0.05;0.5;0.0;7.0;0.3;0.05;0.3;0.1;0.5802927017211914;0.3284021019935608;0.19780027866363525;0.33807522616050606;0.23979089895429787;2.071058829545093;0.3;0.2632370043399975;-0.14389676697585713;0.6329401025891909;0.2996227485983894;
76;0.2;0.05;0.5;0.0;7.0;0.3;0.05;0.3;0.1;0.5878982543945312;0.3254750967025757;0.19510000944137573;0.33713519795351643;0.2637690447960661;2.0888832100005468;0.3;0.2606304542156326;-0.14856569703452083;0.6400243452376577;0.2957619572956715;
77;0.2;0.05;0.5;0.0;7.0;0.3;0.05;0.3;0.1;0.5941108465194702;0.32360151410102844;0.19538766145706177;0.33700859241433206;0.28301664738127225;2.1073004894286482;0.3;0.2578502317626964;-0.1533403338326996;0.6456808928720095;0.2929334473344885;
78;0.2;0.05;0.5;0.0;7.0;0.3;0.05;0.3;0.1;0.6012517213821411;0.32185643911361694;0.19902482628822327;0.33740699234269605;0.3047846927224614;2.13168016871467;0.3;0.2540355886553182;-0.1595804489796477;0.6520588391132047;0.2899403493176874;
79;0.2;0.05;0.5;0.0;7.0;0.3;0.05;0.3;0.1;0.60836261510849;0.32050710916519165;0.20263198018074036;0.3383301100679318;0.32603205446187283;2.158965095458818;0.3;0.2495874333086443;-0.1664515338902079;0.6582801017702189;0.2872168023871501;
80;0.2;0.05;0.5;0.0;7.0;0.3;0.05;0.3;0.1;0.614922821521759;0.3099691867828369;0.19962459802627563;0.330587585461607;0.3550443974306812;2.136769013824356;0.3;0.2532202226834393;-0.1608711248924101;0.6655668660584468;0.2777949618043549;
81;0.2;0.05;0.5;0.0;7.0;0.3;0.05;0.3;0.1;0.6219688057899475;0.3089529573917389;0.20134671032428741;0.33215707047559223;0.3759992935130656;2.168204759820734;0.3;0.2480388451475939;-0.1687505001410305;0.6715765748194663;0.2752028573635328;
82;0.2;0.05;0.5;0.0;7.0;0.3;0.05;0.3;0.1;0.6287897229194641;0.30739638209342957;0.20181551575660706;0.33328565593766873;0.396751731670857;2.1964634587953187;0.3;0.24317178058630415;-0.17569144864359887;0.677424079036725;0.27225809236470977;
83;0.2;0.05;0.5;0.0;7.0;0.3;0.05;0.3;0.1;0.6355804800987244;0.3049296438694;0.2019646018743515;0.333712682249446;0.41837820645980667;2.220923315448737;0.3;0.23880208209702142;-0.18158624833981077;0.6833408965181287;0.2686123942014379;
