i;T_Z;v_z;CX;CY;k;R;D_12;D_23;v_f;v_cruis;k_f;p12;p23;px_1;py_1;pz_1;d_1;phi_1;angle_1;v1;vx1;vy1;setPx1;setPy1;px_2;py_2;pz_2;d_2;phi_2;angle_2;v2;vx2;vy2;setPx2;setPy2;px_3;py_3;pz_3;d_3;phi_3;angle_3;v3;vx3;vy3;setPx3;setPy3;
0;0.2;0.05;0;0.1;5.0;0.5;2.0943951023931953;2.0943951023931953;0.3;0.3;3;4.027420862419393;4.67156001880325;-0.32573971152305603;-0.05630715191364288;0.02826644480228424;0.3613008239714911;-2.018196757179347;-1.0537478623962813;0.5673868884037565;-0.49321918469204323;0.28046874511113173;-0.37506162999226034;-0.02826027740252971;0.41689780354499817;-0.0954672321677208;0.00929037481546402;0.4604467585421289;2.009224105240046;3.3847736695563806;0.5087968139307202;-0.12251382600401044;-0.49382644755410876;0.40464642094459713;-0.14484987692313167;0.08905267715454102;0.3120475113391876;0.008910107426345348;0.2299881005042083;0.39759881686370974;1.0351265358931578;0.02456594655708344;0.021124919483036134;0.012538879817620072;0.09116516910284463;0.31330139932094964;
1;0.2;0.05;0;0.1;5.0;0.5;2.0943951023931953;2.0943951023931953;0.3;0.3;3;4.004216952682112;4.706130912325734;-0.3311479985713959;-0.05861639231443405;0.034218642860651016;0.36717592087266243;-2.0174946467092774;-1.032936048186467;0.5669984412360316;-0.48694213100410977;0.2904730511033097;-0.3798422116718069;-0.029569087204103083;0.4176325798034668;-0.08446618169546127;0.011449217796325684;0.45655749243945387;1.986722305972835;3.343628654999637;0.5153244343199841;-0.1034072347049476;-0.5048427640542028;0.40729185633297205;-0.13495045810088155;0.09031736105680466;0.3079912066459656;0.012430913746356964;0.22675442167752752;0.4096679111189829;1.041511579218932;0.024244278305580125;0.020926895731981716;0.012241326136542096;0.09241005063000284;0.3092153392596198;
2;0.2;0.05;0;0.1;5.0;0.5;2.0943951023931953;2.0943951023931953;0.3;0.3;3;4.021714064613317;4.70469837833144;-0.3327825963497162;-0.060351837426424026;0.039672721177339554;0.369400823224974;-2.0198201176712858;-1.02750219872219;0.5672921953073957;-0.4856080195945407;0.29326657866547395;-0.38134339830917025;-0.03102517955987663;0.40279194712638855;-0.08526422828435898;0.021487969905138016;0.4433555987598064;2.0018939469420314;3.2966963115226737;0.5132837266890782;-0.07929336033740829;-0.5071220238662784;0.3948626110926477;-0.1359764306709868;0.09214920550584793;0.30447372794151306;0.018566831946372986;0.22427880304134604;0.42340701809388415;1.0509579654381054;0.024257440967548227;0.02105302048365803;0.012049637787450813;0.09425450755421373;0.30567869172025813;
3;0.2;0.05;0;0.1;5.0;0.5;2.0943951023931953;2.0943951023931953;0.3;0.3;3;4.024457137216396;4.701500456207845;-0.3349716365337372;-0.059296734631061554;0.04865027591586113;0.3709197311362783;-2.014695686870348;-1.0170349861847283;0.5673377790755293;-0.48255056144574077;0.2983573548863081;-0.3832266926783113;-0.029460999142430742;0.40074872970581055;-0.08815830200910568;0.037252698093652725;0.44272236331110565;2.0097614503460486;3.3016351915798925;0.5126242671109535;-0.081691906313226;-0.5060731880607323;0.39257953907448795;-0.1387656208151789;0.09278493374586105;0.30334413051605225;0.03507288172841072;0.2235125932594249;0.42807659937430753;1.0543091492825498;0.02428687603023011;0.021118878274120186;0.01199355359143654;0.09489682157327307;0.3045434858751959;
4;0.2;0.05;0;0.1;5.0;0.5;2.0943951023931953;2.0943951023931953;0.3;0.3;3;4.015731351922247;4.682639206943092;-0.34117382764816284;-0.052614446729421616;0.06189499795436859;0.37375225754853414;-1.9914207214763595;-0.9836974012371065;0.5671923375689472;-0.47221667538991796;0.31419509748024294;-0.38839549518715466;-0.021194936981397322;0.4067798852920532;-0.0982632115483284;0.07275820523500443;0.45252422712123735;2.024310630445887;3.362041827351263;0.5114774595621863;-0.11184372682715323;-0.49909936125946003;0.3955955126093379;-0.14817314767427442;0.09237036854028702;0.30476900935173035;0.0532388761639595;0.22463889283727667;0.4237645302093923;1.0519367349031905;0.02446193875931274;0.021242387083372543;0.012130434405433892;0.09449460724862427;0.30598205279227375;
5;0.2;0.05;0;0.1;5.0;0.5;2.0943951023931953;2.0943951023931953;0.3;0.3;3;4.011097828363599;4.646233568281177;-0.34660065174102783;-0.04383617639541626;0.07512324303388596;0.3752610523720235;-1.9641588729135664;-0.9510226955208149;0.5671145833908995;-0.46163692160860226;0.32940902128260957;-0.3927643439018881;-0.010895274267155301;0.4108154773712158;-0.1118648499250412;0.08407150954008102;0.4622294571763035;2.046938955450033;3.431080880215206;0.5076950467520651;-0.14492753376225134;-0.48656990294732894;0.3963227239949907;-0.1605218402197741;0.09170748293399811;0.3110080659389496;0.0661701038479805;0.23007534921713288;0.4099872165516234;1.0476695183162978;0.02480703847586474;0.021489377173028977;0.012393378339191245;0.09385642065130101;0.3122474037728687;
6;0.2;0.05;0;0.1;5.0;0.5;2.0943951023931953;2.0943951023931953;0.3;0.3;3;4.010480978868076;4.59762786960654;-0.34733837842941284;-0.03371894359588623;0.09208129346370697;0.37218907158375003;-1.938289291896632;-0.9361352114535536;0.5671042046385015;-0.4566735164707893;0.33623872214971184;-0.39300573007649175;-9.507138091504469e-05;0.412019282579422;-0.12583422660827637;0.08800707757472992;0.4698520906892082;2.072191686971444;3.493374871829559;0.5013856045902528;-0.17276315434325135;-0.4706808015966907;0.3947429671450969;-0.17290230676794544;0.09006838500499725;0.32122981548309326;0.0753421038389206;0.2388617701435119;0.38663424939839736;1.040220012803501;0.02528316542654424;0.021807124125177362;0.012794052969059866;0.09224909741751498;0.3225092207799993;
7;0.2;0.05;0;0.1;5.0;0.5;2.0943951023931953;2.0943951023931953;0.3;0.3;3;4.010399223782937;4.570748597758367;-0.35406485199928284;-0.02787545882165432;0.1031237319111824;0.3764492693446524;-1.9173819297172208;-0.8999570837333337;0.5671028285879636;-0.44421177704596787;0.35253583552049356;-0.39848602970387964;0.007378124730395036;0.4113081693649292;-0.1367138773202896;0.0922137200832367;0.47456071255671217;2.093017294065716;3.5372965682796993;0.4975099467717232;-0.19176909167991105;-0.45906509626965186;0.3921312601969381;-0.1826203869472548;0.09153231233358383;0.3287815451622009;0.08309829235076904;0.24641258005210878;0.380580584644497;1.0483825104538087;0.025554351853591395;0.022145842774625005;0.012750942963512124;0.09374689661104633;0.3300566394585521;
8;0.2;0.05;0;0.1;5.0;0.5;2.0943951023931953;2.0943951023931953;0.3;0.3;3;4.007277366632886;4.5654811971302625;-0.3605383634567261;-0.023272927850484848;0.10677248984575272;0.38103034822030274;-1.900249038104762;-0.8660755557121268;0.5670501980282955;-0.43197457202087586;0.3673471058975561;-0.40373582065881364;0.013461782739270761;0.4089067280292511;-0.1430211365222931;0.0968358963727951;0.4756721402648834;2.1070283285281244;3.5567800161612144;0.497187726151628;-0.20054632826168867;-0.45494703566083516;0.3888520952030822;-0.1885158400883766;0.0954011082649231;0.3325352370738983;0.09013623744249344;0.2513444010500128;0.38932421847880105;1.0666970060986598;0.025608173994023486;0.022422770023096263;0.012369234406361472;0.09764338526723272;0.33377216051453446;
9;0.2;0.05;0;0.1;5.0;0.5;2.0943951023931953;2.0943951023931953;0.3;0.3;3;4.006688570067384;4.505831842446524;-0.3676378130912781;-0.016913320869207382;0.1066492423415184;0.38578010084918035;-1.8786951029867804;-0.8267967828413112;0.5670402529697917;-0.41720883408301906;0.3840201000613551;-0.40935869649958;0.021488689136928127;0.4041125178337097;-0.1517830342054367;0.1053847223520279;0.4761319390500877;2.1279934670806036;3.5800112490123523;0.48754855902268124;-0.20696833908688395;-0.44143822220182694;0.38341568392502134;-0.1959268564256194;0.08944952487945557;0.34456202387809753;0.09230276942253113;0.2604069911206523;0.35064000234754134;1.046213112048117;0.026233774566278345;0.02270619142751054;0.01313924651003852;0.09172014402220661;0.34587594852910136;
10;0.2;0.05;0;0.1;5.0;0.5;2.0943951023931953;2.0943951023931953;0.3;0.3;3;3.999850296789384;4.4752599208172406;-0.3743799924850464;-0.010848051868379116;0.11232136934995651;0.3904454755482745;-1.858656909744415;-0.7889921067513497;0.5669243143639756;-0.40231416079760457;0.3994327155338969;-0.4146114085648068;0.029095219685010575;0.4014420509338379;-0.15753667056560516;0.10833462327718735;0.4769495329109602;2.1411933870449693;3.597243652343358;0.4832126405923286;-0.21263626679154707;-0.43391274937844926;0.3801784242546832;-0.20092794550345008;0.08478720486164093;0.3449220359325409;0.10696716606616974;0.2591827035000421;0.3332680006826236;1.0263348496724718;0.026566332437994722;0.02272500937792942;0.013760231392642729;0.08705970579943387;0.34629805907180516;
11;0.2;0.05;0;0.1;5.0;0.5;2.0943951023931953;2.0943951023931953;0.3;0.3;3;3.996332690701134;4.474052925805263;-0.3804788589477539;-0.004097474738955498;0.1185634657740593;0.39446222424107014;-1.8378567352776156;-0.7526129680987896;0.5668643605002484;-0.38747917592669684;0.4137572856500818;-0.4192267765404236;0.03727825382605268;0.39910319447517395;-0.1658826470375061;0.11370690166950226;0.47955911193090633;2.1584759554235182;3.627421495263913;0.4836475531215457;-0.2258350920133006;-0.42768383983475744;0.3765196852738439;-0.20865103102098184;0.08971811085939407;0.3462856411933899;0.11202659457921982;0.2621182108786372;0.3493435740491954;1.048445145927585;0.02657963397022295;0.023035200628682268;0.013261088718027107;0.0920216309222623;0.3476117500651926;
12;0.2;0.05;0;0.1;5.0;0.5;2.0943951023931953;2.0943951023931953;0.3;0.3;3;3.990132375374482;4.467092965007918;-0.3858274519443512;0.003853439586237073;0.12452138960361481;0.3976266889348199;-1.815017903562992;-0.7173173009180522;0.5667581571811244;-0.372567221457419;0.42709305101680434;-0.4230841740900931;0.046562744687917504;0.39815354347229004;-0.17492297291755676;0.11905913054943085;0.48384799805038814;2.1751144718114905;3.6653256820405566;0.48350488191051344;-0.24180865413913746;-0.41869505086007236;0.3739726780583763;-0.216792478003564;0.09290330111980438;0.3475527763366699;0.11177193373441696;0.2644114226559631;0.35902212963982205;1.0628990889519683;0.02665659422792993;0.023291708295978323;0.012964194556067178;0.09523247194940221;0.34884919579227663;
13;0.2;0.05;0;0.1;5.0;0.5;2.0943951023931953;2.0943951023931953;0.3;0.3;3;3.9940373365845865;4.450101647065393;-0.39133742451667786;0.011416983790695667;0.13246387243270874;0.4012379974380348;-1.793404559604853;-0.6812916013030528;0.5668251224815483;-0.35698465577441874;0.440287037076771;-0.42703589009411974;0.05544568749837277;0.39945080876350403;-0.1911454200744629;0.12416768074035645;0.49429404634504037;2.200632776979734;3.742907072301318;0.4794575467002542;-0.27124199412726613;-0.39535720520775963;0.37232660935077744;-0.23068114059523886;0.09511139243841171;0.3470129072666168;0.12143418937921524;0.26469143040128784;0.3675491168655411;1.0720128729430098;0.02684634990707535;0.023575529044367105;0.01284215455487621;0.09746894534284842;0.34829712272210445;
