i;T_Z;v_z;CX;CY;k;R;D_12;D_23;v_f;v_cruis;k_f;p12;p23;px_1;py_1;pz_1;d_1;phi_1;angle_1;v1;vx1;vy1;setPx1;setPy1;px_2;py_2;pz_2;d_2;phi_2;angle_2;v2;vx2;vy2;setPx2;setPy2;px_3;py_3;pz_3;d_3;phi_3;angle_3;v3;vx3;vy3;setPx3;setPy3;
0;0.2;0.05;0;0.1;5.0;0.5;2.0943951023931953;2.0943951023931953;0.2;0.3;0.5;1.3536557759650876;1.743084658346732;-0.20722919702529907;0.07963386923074722;0.021784063428640366;0.20822756633611345;-1.6687600252498977;-1.067855362276312;0.254837552888787;-0.22328071168680422;0.12283282196131262;-0.22955726819397948;0.09191715142687848;-0.12628866732120514;0.4874304234981537;0.016963161528110504;0.40749375522297854;-0.3151042492848101;0.8224661875586432;0.32448543598277085;0.2377913933236054;0.22078507971814418;-0.1025095279888446;0.5095089314699681;0.5981742739677429;0.18601439893245697;0.008006545715034008;0.6043268477078841;1.427980409061922;3.4795815640469243;0.3221392608056945;-0.10681830405703317;-0.3039137266903528;0.5874924435620396;0.1556230262634217;
1;0.2;0.05;0;0.1;5.0;0.5;2.0943951023931953;2.0943951023931953;0.2;0.3;0.5;1.3266205144071335;1.7674600875914106;-0.19508595764636993;0.08057853579521179;0.042400915175676346;0.19605031023351918;-1.670022750221421;-1.0880416351551438;0.25333075225929963;-0.22437998716305801;0.11760140900928255;-0.21752395636267574;0.09233867669614004;-0.13907720148563385;0.48895156383514404;0.019653216004371643;0.41306874365277235;-0.34340223581428775;0.8173729985287694;0.32762301806843264;0.23895221280900333;0.22413987142396002;-0.11518198020473353;0.51136555097754;0.6012002825737;0.18885789811611176;0.015392162837088108;0.6077314421883321;1.424057851777123;3.488947226152459;0.3206308575550934;-0.10914645302007371;-0.30148167209575355;0.5902856372716926;0.1587097309065364;
2;0.2;0.05;0;0.1;5.0;0.5;2.0943951023931953;2.0943951023931953;0.2;0.3;0.5;1.3323387278673402;1.7971333107646084;-0.19734112918376923;0.0767001286149025;0.0542152114212513;0.19871186495548568;-1.6883212398626708;-1.1022945064487188;0.25364833138398024;-0.22631665642120585;0.11453491624916534;-0.2199727948258898;0.08815362023981903;-0.14437495172023773;0.48828938603401184;0.028821362182497978;0.41426172160952895;-0.35598251199533054;0.8098206845431651;0.3290736659805384;0.23830314594111837;0.22693851210501265;-0.1205446371261259;0.5109832372445131;0.599676787853241;0.17818394303321838;0.030413860455155373;0.6047519977959581;1.4411507987692778;3.4944215499377536;0.31878673889306774;-0.1101579753587306;-0.29914913564799456;0.588660990317368;0.14826902946841894;
3;0.2;0.05;0;0.1;5.0;0.5;2.0943951023931953;2.0943951023931953;0.2;0.3;0.5;1.3279904284770514;1.7955270692198961;-0.20170524716377258;0.07839992642402649;0.06142161786556244;0.20285849726320576;-1.6774770884987071;-1.0850476236483613;0.2534067795744164;-0.2240941149400153;0.11830817209106077;-0.2241146586577741;0.09023074363313256;-0.14036910235881805;0.4851565659046173;0.03369907662272453;0.40993787963111944;-0.3494866600216557;0.7981974739131965;0.3292392357754319;0.2357679185074669;0.2298085354738742;-0.11679231050807137;0.5081374194520047;0.6008871793746948;0.17535558342933655;0.0475759282708168;0.6055938129562194;1.4460404091982404;3.5026084300031277;0.31888677356346146;-0.11263868916451665;-0.2983308566960745;0.5896233104582431;0.14552249775972909;
4;0.2;0.05;0;0.1;5.0;0.5;2.0943951023931953;2.0943951023931953;0.2;0.3;0.5;1.3422708336132123;1.768253214900547;-0.20614494383335114;0.08306684345006943;0.06843000650405884;0.20683923626526943;-1.652754318462282;-1.054061491565791;0.2542013786092571;-0.22101207035811277;0.12558664595755192;-0.22824615086916242;0.09562550804582462;-0.11862675845623016;0.4697142243385315;0.04762246832251549;0.3882794296638373;-0.3104834848490697;0.7508887560622766;0.32671960852363824;0.2229171242931326;0.23885907621591335;-0.0963350460269169;0.4936001319601228;0.6030580997467041;0.16845335066318512;0.06392136961221695;0.6069307480158859;1.4577697300514771;3.519550817762848;0.3205816765141123;-0.11830217769067475;-0.29795504035045783;0.5912278819776366;0.13865784662813935;
5;0.2;0.05;0;0.1;5.0;0.5;2.0943951023931953;2.0943951023931953;0.2;0.3;0.5;1.3713125063170342;1.7251879821978788;-0.21153895556926727;0.08718054741621017;0.07570761442184448;0.21192703482067707;-1.6313232118790157;-1.0244542241562606;0.25582885349625795;-0.2185880393071529;0.1329197929319196;-0.23339775949998257;0.10047252670940214;-0.09519656747579575;0.45783743262290955;0.06831471621990204;0.3702836948142992;-0.2600107055619815;0.7354082168775359;0.32229763349071894;0.21622623599490218;0.239002048989532;-0.07357394387630553;0.48173763752186277;0.6033339500427246;0.16396157443523407;0.07581914961338043;0.6067148739551314;1.4651772766358973;3.5261185690323966;0.3232427865032714;-0.12125474153987999;-0.2996384265752582;0.5912084758887366;0.13399773177770824;
6;0.2;0.05;0;0.1;5.0;0.5;2.0943951023931953;2.0943951023931953;0.2;0.3;0.5;1.350219993603804;1.726982229001734;-0.21662844717502594;0.09162652492523193;0.08332403749227524;0.2167902193603087;-1.6094307196495534;-0.9945622623307825;0.2546453164491507;-0.21352532733871188;0.1387485919726181;-0.23798097990889713;0.10550138412249374;-0.09604339301586151;0.4621865451335907;0.08423489332199097;0.3747044526260741;-0.25921072604574963;0.7519243488483593;0.32370759387876624;0.22110702233669302;0.23642819419050132;-0.07393269078219221;0.4858293645526408;0.6015511751174927;0.16219490766525269;0.0839952751994133;0.6047578216317054;1.4677715029559844;3.521065104528446;0.32313230787911396;-0.1196980629114528;-0.3001447353037004;0.5895813688263474;0.13218043413488265;
7;0.2;0.05;0;0.1;5.0;0.5;2.0943951023931953;2.0943951023931953;0.2;0.3;0.5;1.3453325045326212;1.717361847873592;-0.22030523419380188;0.09622550755739212;0.09196415543556213;0.22033756603535676;-1.5879276636865445;-0.9671075093045859;0.25437222702330214;-0.20941120871865668;0.1444028238774629;-0.24124635506566755;0.11066578994513841;-0.0905403271317482;0.46586528420448303;0.09054408967494965;0.3769017869726159;-0.24259515915392343;0.7764689784456182;0.32341648990156907;0.22663888834107954;0.2307228645621656;-0.06787643829764024;0.4889375706606996;0.6016711592674255;0.15795652568340302;0.0896991640329361;0.6044560718228403;1.4747666887196684;3.526875624712691;0.3237242557782372;-0.12166249619033728;-0.29999271791146814;0.5895049096483919;0.1279572538922562;
8;0.2;0.05;0;0.1;5.0;0.5;2.0943951023931953;2.0943951023931953;0.2;0.3;0.5;1.3226217739246449;1.7104096231780923;-0.22336958348751068;0.10291296243667603;0.09968524426221848;0.22338857664961628;-1.5577560673536082;-0.9317364588263924;0.25310903005100993;-0.20315969572946113;0.15096462871969654;-0.2436855530604568;0.11800942530864568;-0.08880773931741714;0.4707030653953552;0.09532508254051208;0.3811923100695807;-0.23513429342896328;0.7996375571079286;0.3243847653062918;0.2326174594335959;0.22608536779163166;-0.06554599337405756;0.4933116021745184;0.6006285548210144;0.15754777193069458;0.09403468668460846;0.6033791568496276;1.475275329749129;3.523144349954758;0.3241513869769367;-0.12070134362727432;-0.300841000074196;0.588558420458287;0.12746367192327498;
9;0.2;0.05;0;0.1;5.0;0.5;2.0943951023931953;2.0943951023931953;0.2;0.3;0.5;1.3019620026748617;1.708310033358864;-0.2253066599369049;0.10814975202083588;0.10620569437742233;0.22545400743815852;-1.534640269842392;-0.9050578245299075;0.25196824354884506;-0.19816316428983885;0.15562569220963626;-0.24512297636588878;0.1237123212417995;-0.08849994838237762;0.47346439957618713;0.10472922027111053;0.3838071112088538;-0.2326782671675302;0.811812895026886;0.3255215298218835;0.23617757946454396;0.22401878790817617;-0.06488219043592322;0.49586627836700475;0.6002737879753113;0.15729786455631256;0.10507730394601822;0.6030022104544415;1.475631766191334;3.522012301084656;0.32428027405892035;-0.12040855672588771;-0.30109711989807736;0.5882329323027226;0.12718815256650481;
