i;T_Z;v_z;CX;CY;k;R;D_12;v_f;v_cruis;k_f;p12;px_1;py_1;pz_1;d_1;phi_1;angle_1;v1;vx1;vy1;setPx1;setPy1;px_2;py_2;pz_2;d_2;phi_2;angle_2;v2;vx2;vy2;setPx2;setPy2;
0;0.2;0.05;0.75;-0.25;5.0;0.5;3.141592653589793;0.3;0.3;0.1;4.690760907926467;0.9030985236167908;-0.15300726890563965;0.05037040635943413;0.18123671763410398;1.0060855394201413;1.5664266566890854;0.3293535972734158;0.32935045293685367;0.0014391619883396154;0.9360335689104762;-0.15286335270680568;0.5027427673339844;0.12222615629434586;0.014460430480539799;0.44686513685374807;-0.5863388598329776;0.7247817726133059;0.2706464027265842;0.17943100958903302;0.20261783758272803;0.5206858682928877;0.14248794005261867;
1;0.2;0.05;0.75;-0.25;5.0;0.5;3.141592653589793;0.3;0.3;0.1;4.6787817151954;0.8993633389472961;-0.15753282606601715;0.057647038251161575;0.17566896503600832;1.016468721751796;1.5690438280014651;0.32913013314475204;0.3291296277240881;0.0005767998659683902;0.932276301719705;-0.15747514607942031;0.500954270362854;0.12362342327833176;0.020468253642320633;0.4490191954390345;-0.5879348702323902;0.7332725949115473;0.27086986685524794;0.18129447864900486;0.2012530665146876;0.5190837182277545;0.1437487299298005;
2;0.2;0.05;0.75;-0.25;5.0;0.5;3.141592653589793;0.3;0.3;0.1;4.673530649450215;0.8969050645828247;-0.15989477932453156;0.06191379204392433;0.17233702095910433;1.020613492783121;1.5686327885116462;0.3290321525099067;0.3290313824272507;0.0007118731030076095;0.9298082028255498;-0.1598235920142308;0.4997302293777466;0.12456122785806656;0.029573537409305573;0.4504787137056065;-0.5890411649462503;0.7390305347423002;0.2709678474900933;0.18251626697539833;0.20027827306719911;0.5179818560752865;0.14458905516478648;
3;0.2;0.05;0.75;-0.25;5.0;0.5;3.141592653589793;0.3;0.3;0.1;4.6619542272684225;0.8901934623718262;-0.1652681827545166;0.06755990535020828;0.16380991345313212;1.027153618326022;1.5638158167333642;0.3288160915027876;0.32880808033886233;0.002295285394428559;0.9230742704057124;-0.16503865421507374;0.495784729719162;0.12634912133216858;0.04118191823363304;0.4541630376543812;-0.5940774615851414;0.7514248463848303;0.27118390849721236;0.1851319966128668;0.1981586638478316;0.5142979293804487;0.14616498771695174;
4;0.2;0.05;0.75;-0.25;5.0;0.5;3.141592653589793;0.3;0.3;0.1;4.6399767852933795;0.8941007256507874;-0.16737057268619537;0.07566791772842407;0.16611032897231529;1.050154503905655;1.5898385775346155;0.32840570292882443;0.3283461635731793;-0.006253205813843339;0.9269353420081052;-0.16799589326757972;0.4962972402572632;0.12642036378383636;0.057029400020837784;0.45393543656806146;-0.5930540179805512;0.7513673443299077;0.27159429707117555;0.18540074885520036;0.1984692029648854;0.5148373151427832;0.1462672840803249;
5;0.2;0.05;0.75;-0.25;5.0;0.5;3.141592653589793;0.3;0.3;0.1;4.626006664277754;0.9001978039741516;-0.16587364673614502;0.0842764601111412;0.17215290770745814;1.0602290268644181;1.6079985477212422;0.3281446987504935;0.32791764794735245;-0.012204895850778481;0.9329895687688868;-0.16709413632122286;0.49697527289390564;0.12227693200111389;0.06989167630672455;0.4501240124979732;-0.5969496160374139;0.729451720946322;0.27185530124950646;0.18118094811678995;0.2026789798103419;0.5150933677055847;0.14254482998214807;
6;0.2;0.05;0.75;-0.25;5.0;0.5;3.141592653589793;0.3;0.3;0.1;4.63604641422129;0.9069549441337585;-0.1644563525915146;0.09377476572990417;0.17875281843925858;1.071784257569934;1.6286368107716023;0.32833228245398877;0.3277832141869697;-0.01898031081687022;0.9397332655524555;-0.1663543836732016;0.506413996219635;0.12558601796627045;0.08584722131490707;0.44765946670370727;-0.575354635388363;0.739479440926526;0.2716677175460112;0.18307779955056602;0.20071339782979633;0.5247217761746916;0.1456573577492501;
7;0.2;0.05;0.75;-0.25;5.0;0.5;3.141592653589793;0.3;0.3;0.1;4.652682749769669;0.9139510989189148;-0.16259050369262695;0.10271739959716797;0.18579661698058025;1.0809866467242069;1.6478345402588002;0.328642996074538;0.32766824888907053;-0.025293033404851208;0.9467179238078218;-0.16511980703311208;0.5146995186805725;0.13420209288597107;0.09415700286626816;0.4505303149479673;-0.5495159106857109;0.7787989055234479;0.27135700392546197;0.19060795373873968;0.19314044514532336;0.5337603140544465;0.1535161374005034;
8;0.2;0.05;0.75;-0.25;5.0;0.5;3.141592653589793;0.3;0.3;0.1;4.662765636837059;0.9215074181556702;-0.16149139404296875;0.1121039167046547;0.19299888033582197;1.0943811741769045;1.6717844746511412;0.3288312379862869;0.3271558524761431;-0.033151640475278715;0.9542230034032845;-0.16480655809049663;0.5216398239135742;0.1433122605085373;0.09494749456644058;0.45479985080094176;-0.526038496165623;0.8224910682235147;0.2711687620137131;0.19872413421465676;0.18450261779358268;0.54151223733504;0.16176252228789556;
9;0.2;0.05;0.75;-0.25;5.0;0.5;3.141592653589793;0.3;0.3;0.1;4.667851812472152;0.9298441410064697;-0.16055583953857422;0.11915487051010132;0.20085858929855166;1.1092768620790654;1.6986029938542828;0.3289261726748869;0.3262433979405865;-0.04192460340575235;0.9624684808005284;-0.16474829987914946;0.527247428894043;0.1519404947757721;0.09451819211244583;0.4595376690489115;-0.5060566326283684;0.8651223806951206;0.2710738273251131;0.20633452264568042;0.175804108670032;0.547880881158611;0.1695209056427753;
