i;T_Z;v_z;CX;CY;k;R;D_12;v_f;v_cruis;k_f;p12;px_1;py_1;pz_1;d_1;phi_1;angle_1;v1;vx1;vy1;setPx1;setPy1;bat_cf1;lighthouse_status_cf1;px_2;py_2;pz_2;d_2;phi_2;angle_2;v2;vx2;vy2;setPx2;setPy2;bat_cf2;lighthouse_status_cf2;
0;0.2;0.05;0.0005;0.0005;5.0;0.3;3.141592653589793;0.7;0.7;3;4.1570712478022305;-0.3056872487068176;-0.1457000970840454;0.006753625813871622;0.3393008984044028;-2.0162709876735163;-0.2514424145821951;1.2586579547611443;-0.31315570368994133;1.2190788950391866;-0.33700281907581175;-0.023792207580126748;3.7425220012664795;2;0.2012842297554016;-0.12819749116897583;0.009259726852178574;0.23848972965655882;2.1408002601287146;3.4132264256266724;0.14134204523885552;-0.03792287100884123;-0.1361595740546711;0.1974919426545175;-0.14181344857444295;3.7583577632904053;2;
1;0.2;0.05;0.001;0.001;5.0;0.3;3.141592653589793;0.7;0.7;3;4.0926718673191775;-0.3063037693500519;-0.13791251182556152;0.01031772792339325;0.33724218686047663;-1.9953424937416497;-0.2404437932459763;1.2497761546678419;-0.29761379018530415;1.21382307964047;-0.3360651483685823;-0.01653020386151452;3.7055718898773193;2;0.20955178141593933;-0.12022474408149719;0.009912120178341866;0.2412245512160531;2.097329373577528;3.382295535813384;0.15022384533215793;-0.03581115701484655;-0.14589299071455802;0.2059706657144547;-0.134814043152953;3.747800588607788;2;
2;0.2;0.05;0.0015;0.0015;5.0;0.3;3.141592653589793;0.7;0.7;3;4.039939153640015;-0.30470383167266846;-0.12751519680023193;0.014862562529742718;0.3322735432387394;-1.9695608289798507;-0.23877594864424173;1.2416640719225298;-0.29367029198722966;1.206435836299375;-0.33407086087139143;-0.00687161317029443;3.6791789531707764;2;0.21387669444084167;-0.11440667510032654;0.009880147874355316;0.24194672486816451;2.070378324660165;3.3586715356499104;0.15833592807747;-0.034102073066414426;-0.15461990406389042;0.21046648713420024;-0.12986866550671558;3.737243413925171;2;
3;0.2;0.05;0.002;0.002;5.0;0.3;3.141592653589793;0.7;0.7;3;3.9588962479354244;-0.3036642372608185;-0.11267702281475067;0.020636064931750298;0.32646813857081486;-1.9297188143334574;-0.22734638355842765;1.227427797638215;-0.2766536173188077;1.1958435409531707;-0.33132959899269926;0.006907331280566392;3.695014715194702;2;0.21819591522216797;-0.1046784371137619;0.010861825197935104;0.2410828959171216;2.029177433601967;3.313491750946889;0.17257220236178472;-0.029519124824759938;-0.1700287807918913;0.21524400273969196;-0.12168131519295103;3.6791789531707764;2;
4;0.2;0.05;0.0025;0.0025;5.0;0.3;3.141592653589793;0.7;0.7;3;3.92169135768581;-0.3047766089439392;-0.10499592870473862;0.026343783363699913;0.3255369243145557;-1.9073236124091504;-0.2095298506192486;1.2200467840006417;-0.25376979963277535;1.1933629137628878;-0.33015358890721674;0.014340362671550172;3.7002933025360107;2;0.21894687414169312;-0.10034491866827011;0.012528912164270878;0.2396379073134988;2.01436774527666;3.2920471307325108;0.1799532159993581;-0.02697273602179516;-0.1779202952448376;0.2162496005395136;-0.11813694819275387;3.6897361278533936;2;
5;0.2;0.05;0.003;0.003;5.0;0.3;3.141592653589793;0.7;0.7;3;3.7696813475452586;-0.31828123331069946;-0.06605245172977448;0.06233406066894531;0.3286181248311434;-1.7825040204404567;-0.06958183485179639;1.1825693713866523;-0.08221896354838999;1.1797077435428025;-0.32650312966553846;0.05191832262450577;3.7266862392425537;2;0.21159468591213226;-0.0892486646771431;0.049283403903245926;0.22808235163093415;1.9871773271048019;3.2127826379221918;0.21743062861334767;-0.015465811824738704;-0.21687989054727339;0.2100481047296584;-0.11093665373187044;3.7266862392425537;2;
6;0.2;0.05;0.0035;0.0035;5.0;0.3;3.141592653589793;0.7;0.7;3;3.7161011359443803;-0.3319905400276184;-0.03488396108150482;0.08020904660224915;0.3376791834216754;-1.6847124524978854;0.07229717338328981;1.1657133515814548;0.0842043811542103;1.162668155687471;-0.32357010191219737;0.08138285448724228;3.7161290645599365;2;0.19056682288646698;-0.08932007849216461;0.08273547887802124;0.20882902862420352;2.031388683446495;3.174472862960086;0.23428664841854496;-0.0077020060939891;-0.23416001522318677;0.18979662227706806;-0.11273608001448329;3.710850477218628;2;
7;0.2;0.05;0.004;0.004;5.0;0.3;3.141592653589793;0.7;0.7;3;3.6461929249693372;-0.3487335443496704;0.002604920417070389;0.09363500028848648;0.3527363031451733;-1.574751358379492;0.25385832795917346;1.1398464946040474;0.28626160758375896;1.1033151513890747;-0.32010738359129454;0.11293643555597785;3.710850477218628;2;0.1778130829334259;-0.09110019356012344;0.08865391463041306;0.19812883337362822;2.071441566589846;3.17113366176461;0.26015350539595256;-0.007684079103436759;-0.26003999941957784;0.17704467502308222;-0.11710419350208123;3.6897361278533936;2;
8;0.2;0.05;0.0045000000000000005;0.0045000000000000005;5.0;0.3;3.141592653589793;0.7;0.7;3;3.5902575609908034;-0.36223718523979187;0.04189411923289299;0.10057159513235092;0.368638689221315;-1.4691831525540602;0.4322114267816403;1.1152530889702776;0.46715709419597296;1.0126962534739234;-0.3155214758201946;0.14316374458028533;3.695014715194702;2;0.16582606732845306;-0.09447158873081207;0.09066638350486755;0.1892656212194005;2.121074408436743;3.186212783635982;0.2847469110297222;-0.01270122862333155;-0.2844634987699238;0.1645559444661199;-0.12291793860780445;3.684457540512085;2;
9;0.2;0.05;0.005000000000000001;0.005000000000000001;5.0;0.3;3.141592653589793;0.7;0.7;3;3.5441477252246036;-0.37064316868782043;0.08051037043333054;0.10506878793239594;0.3831574170296134;-1.372423822039404;0.5924139245719502;1.091795801965576;0.6096208120271321;0.905748606807118;-0.3096810874851072;0.17108523111404234;3.684457540512085;2;0.15465666353702545;-0.09758955240249634;0.08821869641542435;0.18144347109548742;2.1717239031852;3.2074245101953647;0.3082041980344238;-0.020275002415344686;-0.3075365863813606;0.15262916329549098;-0.1283432110406324;3.6633431911468506;2;
10;0.2;0.05;0.005500000000000001;0.005500000000000001;5.0;0.3;3.141592653589793;0.7;0.7;3;3.5005506895632;-0.3708502948284149;0.11895342916250229;0.10790613293647766;0.39307915870237353;-1.2780033757344273;0.7283760025400985;1.0664873121734753;0.7099164456030284;0.7958729969595438;-0.2998586502681121;0.19854072885845667;3.684457540512085;2;0.14411227405071259;-0.10025714337825775;0.08790154755115509;0.1743500384084822;2.222547313828773;3.2324107972907785;0.3335126878265246;-0.03024738342062076;-0.3321382373914193;0.1410875357086505;-0.1334709671173997;3.6791789531707764;2;
11;0.2;0.05;0.006000000000000002;0.006000000000000002;5.0;0.3;3.141592653589793;0.7;0.7;3;3.488916894010866;-0.3654636740684509;0.14574842154979706;0.11283352971076965;0.3968814463767387;-1.2109650853258904;0.8109270038696563;1.0591587077503777;0.7678117179872113;0.7295768183851356;-0.2886825022697298;0.21870610338831062;3.6739003658294678;2;0.13499529659748077;-0.10423869639635086;0.0945168286561966;0.16968310678272855;2.2779518086849744;3.2712598610436356;0.3408412922496223;-0.04407219393369899;-0.33797992281238076;0.13058807720411086;-0.13803668867758895;3.695014715194702;2;
12;0.2;0.05;0.006500000000000002;0.006500000000000002;5.0;0.3;3.141592653589793;0.7;0.7;3;3.453298322591715;-0.347749263048172;0.1677832305431366;0.12126408517360687;0.3892362018422792;-1.143558771163321;0.8469110712917908;1.035063833656676;0.7755093463648259;0.6855234448542629;-0.2701983284116894;0.2363355750285629;3.6739003658294678;2;0.13061122596263885;-0.10658438503742218;0.10450026392936707;0.1679037657387146;2.309739551428394;3.2968277744958594;0.36493616634332393;-0.05642365549898184;-0.3605478839287431;0.12496886041274068;-0.14263917343029647;3.684457540512085;2;
13;0.2;0.05;0.007000000000000003;0.007000000000000003;5.0;0.3;3.141592653589793;0.7;0.7;3;3.4144000979621785;-0.32518497109413147;0.18060216307640076;0.12938272953033447;0.37481270795640614;-1.0892271820406838;0.8395185561438787;1.0056484708659226;0.7485259671752964;0.6715934212149903;-0.25033237437660183;0.2477615051978998;3.684457540512085;2;0.13143093883991241;-0.10994080454111099;0.11618129163980484;0.17075775328606413;2.3251729159214953;3.3222620910803213;0.39435152913407745;-0.07086029873635363;-0.3879329150682884;0.12434490896627705;-0.14873409604793983;3.6739003658294678;2;
14;0.2;0.05;0.007500000000000003;0.007500000000000003;5.0;0.3;3.141592653589793;0.7;0.7;3;3.3736537174559706;-0.3068234324455261;0.18975505232810974;0.13496851921081543;0.3633402321288674;-1.0453376155458833;0.8321663805842469;0.9710165660523744;0.717961566273834;0.6537617003937813;-0.23502727581814273;0.25513122236748786;3.6791789531707764;2;0.13351717591285706;-0.11167971044778824;0.12123739719390869;0.17344777890613244;2.328316101910088;3.3349515507343184;0.42898343394762545;-0.08243185854342554;-0.420989044155039;0.1252739900585145;-0.15377861486329214;3.658064603805542;2;
15;0.2;0.05;0.008000000000000004;0.008000000000000004;5.0;0.3;3.141592653589793;0.7;0.7;3;3.3318202068097627;-0.29705357551574707;0.20571787655353546;0.13227981328964233;0.3635244732391214;-0.9957287311621162;0.882612274379101;0.9310984151190719;0.7191810311680699;0.5913737422690318;-0.22513547239894008;0.26485525078043864;3.668621778488159;2;0.13544616103172302;-0.11442237347364426;0.12406348437070847;0.17671944287102173;2.3360914756476467;3.354494654340618;0.46890158488092804;-0.0990776222181804;-0.45831465291809914;0.12553839880990497;-0.16025383876545418;3.631671667098999;2;
16;0.2;0.05;0.008500000000000004;0.008500000000000004;5.0;0.3;3.141592653589793;0.7;0.7;3;3.3296330626292625;-0.28109821677207947;0.21486562490463257;0.13788199424743652;0.3556035690201208;-0.9516686749214919;0.8902973589346118;0.9288865256265675;0.7219852954081448;0.5844376876152065;-0.20889968723126498;0.2733093936661532;3.658064603805542;2;0.13244321942329407;-0.12096066772937775;0.1343330591917038;0.17922607547437724;2.3779643877077716;3.4055007603127336;0.47111347437343243;-0.12289246281196128;-0.45480253772402973;0.12015397314209794;-0.16644092150178072;3.6369502544403076;2;
17;0.2;0.05;0.009000000000000005;0.009000000000000005;5.0;0.3;3.141592653589793;0.7;0.7;3;3.3176387896913933;-0.2640281617641449;0.22185580432415009;0.13989517092704773;0.3461964334749694;-0.9086118288260074;0.8891855067363126;0.9165353163194322;0.7117436002025775;0.5774582527174021;-0.19285380174388714;0.2796016295958903;3.7002933025360107;2;0.1316380351781845;-0.12733285129070282;0.14623969793319702;0.18337593629868262;2.4090269608653863;3.451907787311074;0.4834646836805677;-0.14763016360349995;-0.4603731477407813;0.11687501881783452;-0.17337016606478095;3.6527860164642334;2;
18;0.2;0.05;0.009500000000000005;0.009500000000000005;5.0;0.3;3.141592653589793;0.7;0.7;3;3.3011490053410055;-0.25299379229545593;0.2353762686252594;0.142461895942688;0.34629911885784564;-0.8602371791845157;0.9380475230933101;0.8989477453111462;0.724915969471685;0.5316050093865937;-0.18050219534828743;0.28853676956391877;3.6633431911468506;2;0.130907341837883;-0.13444086909294128;0.1591077744960785;0.1883048497712468;2.4409118261564897;3.5023809449765553;0.5010522546888537;-0.17687739998501917;-0.46879392839852724;0.11321960183938108;-0.181320261932794;3.647507429122925;2;
19;0.2;0.05;0.010000000000000005;0.010000000000000005;5.0;0.3;3.141592653589793;0.7;0.7;3;3.2987078369462557;-0.2514760494232178;0.25203007459640503;0.14194388687610626;0.35629802333315636;-0.8240001069670088;1.0211861723728213;0.8962849568305593;0.7642874799523215;0.4681787819080307;-0.17504730142798564;0.2988479527872081;3.658064603805542;2;0.12856614589691162;-0.14061826467514038;0.16893450915813446;0.19168670430313725;2.474707729979245;3.549158767549596;0.5037150431694406;-0.19966054487427334;-0.4624548751345364;0.10860009140948429;-0.18686375218859402;3.647507429122925;2;
