i; x; y; d; phi; angle; vx; vy; CX; CY; k; R; v 
93;0.24828830361366272;-0.09593289345502853;0.1074005601127812;2.6752646312373747;4.246801013908444;-0.08935577535483788;-0.044894826102077165;0.2;0.0;0.1;0.1;0.1
94;0.2481667846441269;-0.0962955430150032;0.10767019433208073;2.6777871005399394;4.249350446617627;-0.08946994118042838;-0.044666873913121435;0.2;0.0;0.1;0.1;0.1
95;0.2481667846441269;-0.0962955430150032;0.10767019433208073;2.6777871005399394;4.249350446617627;-0.08946994118042838;-0.044666873913121435;0.2;0.0;0.1;0.1;0.1
96;0.2471172958612442;-0.0983026772737503;0.10901126514476897;2.6946349493299784;4.266332402395439;-0.0902155349341287;-0.043141131841306676;0.2;0.0;0.1;0.1;0.1
97;0.2471172958612442;-0.0983026772737503;0.10901126514476897;2.6946349493299784;4.266332402395439;-0.0902155349341287;-0.043141131841306676;0.2;0.0;0.1;0.1;0.1
98;0.2471172958612442;-0.0983026772737503;0.10901126514476897;2.6946349493299784;4.266332402395439;-0.0902155349341287;-0.043141131841306676;0.2;0.0;0.1;0.1;0.1
99;0.2471172958612442;-0.0983026772737503;0.10901126514476897;2.6946349493299784;4.266332402395439;-0.0902155349341287;-0.043141131841306676;0.2;0.0;0.1;0.1;0.1
100;0.2471410036087036;-0.0982494056224823;0.10901126514476897;2.6946349493299784;4.266332402395439;-0.0902155349341287;-0.043141131841306676;0.2;0.0;0.1;0.1;0.1
101;0.2471410036087036;-0.0982494056224823;0.10897348267540531;2.694227472780733;4.265921147602312;-0.0901977853082788;-0.04317822976317634;0.2;0.0;0.1;0.1;0.1
102;0.24622707068920135;-0.10031779110431671;0.10897348267540531;2.694227472780733;4.265921147602312;-0.0901977853082788;-0.04317822976317634;0.2;0.0;0.1;0.1;0.1
103;0.24622707068920135;-0.10031779110431671;0.11045633198940541;2.7097886284769017;4.281630588089659;-0.09086493367007599;-0.04175600351006656;0.2;0.0;0.1;0.1;0.1
104;0.24622707068920135;-0.10031779110431671;0.11045633198940541;2.7097886284769017;4.281630588089659;-0.09086493367007599;-0.04175600351006656;0.2;0.0;0.1;0.1;0.1
105;0.24622707068920135;-0.10031779110431671;0.11045633198940541;2.7097886284769017;4.281630588089659;-0.09086493367007599;-0.04175600351006656;0.2;0.0;0.1;0.1;0.1
106;0.24622707068920135;-0.10031779110431671;0.11045633198940541;2.7097886284769017;4.281630588089659;-0.09086493367007599;-0.04175600351006656;0.2;0.0;0.1;0.1;0.1
107;0.24565231800079346;-0.10188324749469757;0.11045633198940541;2.7097886284769017;4.281630588089659;-0.09086493367007599;-0.04175600351006656;0.2;0.0;0.1;0.1;0.1
108;0.2451353669166565;-0.10250678658485413;0.11164376498000848;2.720332685818456;4.292293388585144;-0.09130499575850677;-0.04078477350113716;0.2;0.0;0.1;0.1;0.1
109;0.2451353669166565;-0.10250678658485413;0.11200376173439014;2.726821157080053;4.298817859471847;-0.09156914957640191;-0.04018819286624535;0.2;0.0;0.1;0.1;0.1
110;0.2451353669166565;-0.10250678658485413;0.11200376173439014;2.726821157080053;4.298817859471847;-0.09156914957640191;-0.04018819286624535;0.2;0.0;0.1;0.1;0.1
111;0.2451353669166565;-0.10250678658485413;0.11200376173439014;2.726821157080053;4.298817859471847;-0.09156914957640191;-0.04018819286624535;0.2;0.0;0.1;0.1;0.1
112;0.24503621459007263;-0.10262987017631531;0.11207654026160159;2.7280733853063315;4.300077365540296;-0.09161969420521;-0.04007282912078718;0.2;0.0;0.1;0.1;0.1
113;0.24503621459007263;-0.10262987017631531;0.11207654026160159;2.7280733853063315;4.300077365540296;-0.09161969420521;-0.04007282912078718;0.2;0.0;0.1;0.1;0.1
114;0.24416469037532806;-0.1046266183257103;0.11207654026160159;2.7280733853063315;4.300077365540296;-0.09161969420521;-0.04007282912078718;0.2;0.0;0.1;0.1;0.1
115;0.24416469037532806;-0.1046266183257103;0.11356605627661133;2.742166334305126;4.314319265895461;-0.09218109661827828;-0.03876397072349072;0.2;0.0;0.1;0.1;0.1
116;0.24416469037532806;-0.1046266183257103;0.11356605627661133;2.742166334305126;4.314319265895461;-0.09218109661827828;-0.03876397072349072;0.2;0.0;0.1;0.1;0.1
117;0.24416469037532806;-0.1046266183257103;0.11356605627661133;2.742166334305126;4.314319265895461;-0.09218109661827828;-0.03876397072349072;0.2;0.0;0.1;0.1;0.1
118;0.24416469037532806;-0.1046266183257103;0.11356605627661133;2.742166334305126;4.314319265895461;-0.09218109661827828;-0.03876397072349072;0.2;0.0;0.1;0.1;0.1
119;0.24416469037532806;-0.1046266183257103;0.11356605627661133;2.742166334305126;4.314319265895461;-0.09218109661827828;-0.03876397072349072;0.2;0.0;0.1;0.1;0.1
120;0.24387921392917633;-0.10462156683206558;0.11345068382975391;2.744467252190181;4.316608646556884;-0.09226960045307207;-0.03855283170184057;0.2;0.0;0.1;0.1;0.1
121;0.24387921392917633;-0.10462156683206558;0.11345068382975391;2.744467252190181;4.316608646556884;-0.09226960045307207;-0.03855283170184057;0.2;0.0;0.1;0.1;0.1
122;0.24283649027347565;-0.10697991400957108;0.1152374370612467;2.7607275378602067;4.333047607181957;-0.09289087322972939;-0.03703087455918839;0.2;0.0;0.1;0.1;0.1
123;0.24283649027347565;-0.10697991400957108;0.1152374370612467;2.7607275378602067;4.333047607181957;-0.09289087322972939;-0.03703087455918839;0.2;0.0;0.1;0.1;0.1
124;0.24283649027347565;-0.10697991400957108;0.1152374370612467;2.7607275378602067;4.333047607181957;-0.09289087322972939;-0.03703087455918839;0.2;0.0;0.1;0.1;0.1
125;0.24283649027347565;-0.10697991400957108;0.1152374370612467;2.7607275378602067;4.333047607181957;-0.09289087322972939;-0.03703087455918839;0.2;0.0;0.1;0.1;0.1
126;0.24283649027347565;-0.10697991400957108;0.1152374370612467;2.7607275378602067;4.333047607181957;-0.09289087322972939;-0.03703087455918839;0.2;0.0;0.1;0.1;0.1
127;0.24285545945167542;-0.10640668869018555;0.11471257037842128;2.7587164982538903;4.330984081025071;-0.09281426133458393;-0.03722247832849876;0.2;0.0;0.1;0.1;0.1
128;0.24285545945167542;-0.10640668869018555;0.11471257037842128;2.7587164982538903;4.330984081025071;-0.09281426133458393;-0.03722247832849876;0.2;0.0;0.1;0.1;0.1
129;0.2419251650571823;-0.10837662220001221;0.11620332054014704;2.772476287661422;4.344892945092288;-0.09332298941694347;-0.03592797860004174;0.2;0.0;0.1;0.1;0.1
