i;T_Z;v_z;CX;CY;k;R;D_12;v_f;v_cruis;k_f;p12;px_1;py_1;pz_1;d_1;phi_1;angle_1;v1;vx1;vy1;setPx1;setPy1;bat_cf1;lighthouse_status_cf1;px_2;py_2;pz_2;d_2;phi_2;angle_2;v2;vx2;vy2;setPx2;setPy2;bat_cf2;lighthouse_status_cf2;
0;0.2;0.05;0;0;5.0;0.5;3.141592653589793;0.7;0.7;0.1;5.474442721243955;0.19958078861236572;0.2320115566253662;0.03335895016789436;0.30604224151391146;0.7103969824251698;1.511131226084919;0.8021330826273972;0.8007057396354833;0.04783096026763922;0.27965136257591405;0.23679465265213012;3.7055718898773193;2;-0.031433191150426865;0.31858858466148376;0.02454366534948349;0.32013548972662603;-0.09834560351046118;0.7400100286133456;0.5978669173726027;0.40313886281862604;0.4415018778826694;0.008880695131435738;0.3627387724497507;3.721407651901245;2;
1;0.2;0.05;0;0;5.0;0.5;3.141592653589793;0.7;0.7;0.1;5.48346213914016;0.19794751703739166;0.2342219054698944;0.03549643233418465;0.30666450805924156;0.7016588743599041;1.5039989881949904;0.8025141971488168;0.8007244999429591;0.05356595762709818;0.2780199670316876;0.23957850123260424;3.668621778488159;2;-0.0311915073543787;0.3170517683029175;0.030767058953642845;0.31858238167708697;-0.09806429367952166;0.7360146320106637;0.5974858028511831;0.40111581749054426;0.44282658633782956;0.008920074394675723;0.3613344269367004;3.6739003658294678;2;
2;0.2;0.05;0;0;5.0;0.5;3.141592653589793;0.7;0.7;0.1;5.524809220279581;0.1908601075410843;0.24482180178165436;0.03148524463176727;0.3104276007029818;0.6621700080293472;1.4743285668486616;0.8042593532457611;0.8005200241388252;0.07746481934442717;0.27091210995496684;0.2525682837160971;3.6791789531707764;2;-0.03047800250351429;0.3158211410045624;0.036460939794778824;0.31728835740068984;-0.096206078870658;0.7343347197265769;0.5957406467542388;0.3992019242974594;0.44220441181919956;0.00944218992623165;0.36004158218648236;3.668621778488159;2;
3;0.2;0.05;0;0;5.0;0.5;3.141592653589793;0.7;0.7;0.1;5.6141135960015145;0.17984738945960999;0.2670465111732483;0.029639102518558502;0.32196105762225413;0.5926967325461547;1.4361217317252466;0.8080175125682458;0.8007009746676657;0.10849078201960544;0.25991748692637656;0.27789558937520886;3.647507429122925;2;-0.024130940437316895;0.3153389096260071;0.048223402351140976;0.31626085785393737;-0.07637497863191739;0.7513726189553724;0.5919824874317541;0.4041123741490425;0.43259271201155386;0.016280296977587358;0.35859818082716244;3.6791789531707764;2;
4;0.2;0.05;0;0;5.0;0.5;3.141592653589793;0.7;0.7;0.1;5.643475094870734;0.18360568583011627;0.27456724643707275;0.052089057862758636;0.33030019782795106;0.5894154383557317;1.4565897481378327;0.8092497323988522;0.8039778864248245;0.09222086275613492;0.26400347447259875;0.28378933271268625;3.695014715194702;2;-0.01597968488931656;0.31745263934135437;0.06004798412322998;0.3178545713906815;-0.05029477395312021;0.781791365365637;0.5907502676011477;0.4162141620266321;0.419227444234387;0.025641731313346648;0.35937538376479305;3.6791789531707764;2;
5;0.2;0.05;0;0;5.0;0.5;3.141592653589793;0.7;0.7;0.1;5.527138117431655;0.22149641811847687;0.24586008489131927;0.1025485247373581;0.33091969506525576;0.7333145138962084;1.6022924936847682;0.80435755381346;0.8039586220169656;-0.02532999134139257;0.30189228032017346;0.24332708575718;3.7425220012664795;2;-0.007310423068702221;0.32152676582336426;0.07086142897605896;0.32160986214088016;-0.02273267585172256;0.8197135232901879;0.5956424461865399;0.4353850600189848;0.4064846531067934;0.03622808293319626;0.3621752311340436;3.6791789531707764;2;
6;0.2;0.05;0;0;5.0;0.5;3.141592653589793;0.7;0.7;0.1;5.507145493320036;0.23712949454784393;0.240301713347435;0.12376994639635086;0.33760229652984997;0.7787539137826714;1.6675418559141042;0.8035142070755138;0.7997568141999848;-0.07761519898114515;0.3171051759678424;0.23254019344932048;3.7161290645599365;2;0.0008860331727191806;0.3264548182487488;0.07870904356241226;0.32645602064076984;0.0027140999231209306;0.858818577632818;0.5964857929244861;0.45158223291127064;0.38970346172394194;0.046044256463846245;0.365425164421143;3.668621778488159;2;
7;0.2;0.05;0;0;5.0;0.5;3.141592653589793;0.7;0.7;0.1;5.510574940095029;0.25152352452278137;0.24288271367549896;0.11987357586622238;0.3496513920903742;0.8028735319514958;1.7290541376546673;0.8036589249050822;0.7936158785578811;-0.12665506259283563;0.3308851123785695;0.2302172074162154;3.6633431911468506;2;0.010092126205563545;0.33337706327438354;0.08657585084438324;0.3335297847701182;0.030263164866938447;0.9069011883361489;0.5963410750949177;0.46967707956320764;0.36745900285384026;0.05705983416188431;0.3701229635597676;3.6633431911468506;2;
8;0.2;0.05;0;0;5.0;0.5;3.141592653589793;0.7;0.7;0.1;5.518769401603004;0.26628202199935913;0.2464917153120041;0.11203668266534805;0.3628557302255557;0.823973636046269;1.793691404156871;0.8040046294516082;0.7841148162780184;-0.17772844193574477;0.344693503627161;0.22871887111842962;3.631671667098999;2;0.020317886024713516;0.3407426178455353;0.09229698032140732;0.34134784034579996;0.059557730469686605;0.9597359144601755;0.5959953705483917;0.48814409680913806;0.3419441803357757;0.06913229570562732;0.37493703587911287;3.6527860164642334;2;
9;0.2;0.05;0;0;5.0;0.5;3.141592653589793;0.7;0.7;0.1;5.544939370021955;0.27537378668785095;0.2530333399772644;0.09795300662517548;0.3739740546279326;0.8276518512249437;1.8361685718744638;0.8051078220450381;0.7769249740917694;-0.21115442157484673;0.3530662840970279;0.23191789781977973;3.631671667098999;2;0.03124101832509041;0.3484974503517151;0.10070566087961197;0.34989494727365633;0.0894059140673121;1.0163650480929727;0.5948921779549619;0.5057773217756181;0.3131868518464352;0.08181875050265222;0.3798161355363586;3.6527860164642334;2;
10;0.2;0.05;0;0;5.0;0.5;3.141592653589793;0.7;0.7;0.1;5.569281576407076;0.281615674495697;0.2588544189929962;0.0869450494647026;0.3825088212758864;0.8274871037992964;1.8671386010380884;0.8061327887409309;0.770994289096159;-0.23541002371254013;0.35871510340531293;0.2353134166217422;3.6263930797576904;2;0.04052508994936943;0.3552515208721161;0.10802832990884781;0.35755548659943115;0.11358337302678581;1.0654976854494391;0.593867211259069;0.5196515964695102;0.2874725776405691;0.09249024959632045;0.383998778636173;3.6527860164642334;2;
11;0.2;0.05;0;0;5.0;0.5;3.141592653589793;0.7;0.7;0.1;5.531219230948879;0.3041565418243408;0.24987614154815674;0.10338097810745239;0.39363598419038937;0.8830597642648473;1.9650776441477622;0.8045296136541618;0.7428003742008588;-0.30905582559398403;0.3784365792444267;0.21897055898875833;3.6739003658294678;2;0.0477234311401844;0.36195284128189087;0.11140482127666473;0.3650854491647477;0.13109368803413984;1.1084339199344364;0.5954703863458382;0.5329467175070833;0.2656177277842855;0.10101810289089273;0.3885146140603194;3.6369502544403076;2;
12;0.2;0.05;0;0;5.0;0.5;3.141592653589793;0.7;0.7;0.1;5.526647929826892;0.31651145219802856;0.24889691174030304;0.11338048428297043;0.40265266924033316;0.9044182765762856;2.022233860227779;0.8043368853592939;0.723759135810313;-0.3508996131097878;0.38888736577905986;0.21380695042932427;3.6633431911468506;2;0.05483938753604889;0.36812764406204224;0.11895758658647537;0.3721898987721169;0.1478808992235909;1.1500379163157097;0.595663114640706;0.5437090370285924;0.2433002860600611;0.10921029123890813;0.3924576726680483;3.6369502544403076;2;
13;0.2;0.05;0;0;5.0;0.5;3.141592653589793;0.7;0.7;0.1;5.532489906947362;0.321835994720459;0.2469300478696823;0.1194094866514206;0.4056511506684418;0.9163436152266099;2.046351357912739;0.8045831789052893;0.7153056217051993;-0.36836389526428753;0.3933665568909789;0.21009365834325355;3.6739003658294678;2;0.06259039789438248;0.37438899278640747;0.12667840719223022;0.3795848730234093;0.1656482149943854;1.194500236877746;0.5954168210947106;0.5537567674282672;0.21880272706236237;0.11796607463720919;0.3962692654926437;3.642228841781616;2;
14;0.2;0.05;0;0;5.0;0.5;3.141592653589793;0.7;0.7;0.1;5.536495532347051;0.3285139799118042;0.2456853985786438;0.12275565415620804;0.4102228054024305;0.9286604986510195;2.0775297112175495;0.8047520155876251;0.7036224799682915;-0.390565247142672;0.39887622790863336;0.20662887386437662;3.647507429122925;2;0.07008454948663712;0.3808813691139221;0.1355726271867752;0.38727569174276955;0.18197072381848423;1.2395260265914925;0.5952479844123748;0.5628843207956357;0.19360114759326885;0.1263729815662007;0.400241483873249;3.6369502544403076;2;
15;0.2;0.05;0;0;5.0;0.5;3.141592653589793;0.7;0.7;0.1;5.5422599388693925;0.3311031758785248;0.24222807586193085;0.12867483496665955;0.41024840500923176;0.9391893773204534;2.088165126967416;0.8049949309340592;0.6996400642250065;-0.3981464797794394;0.40106718230102545;0.20241342788398692;3.6527860164642334;2;0.0777430608868599;0.3869674801826477;0.14380261301994324;0.39469965066486423;0.19826400901026023;1.2844367985146976;0.5950050690659408;0.5707755846578605;0.1680662493561464;0.13482061935264594;0.40377410511826234;3.647507429122925;2;
16;0.2;0.05;0;0;5.0;0.5;3.141592653589793;0.7;0.7;0.1;5.540054899241838;0.3386593163013458;0.2368825525045395;0.1382061094045639;0.4132837720002576;0.9604251235986359;2.122105009810785;0.8049020168186799;0.6856475410856147;-0.4216096608025352;0.40722407040990727;0.19472158642428597;3.658064603805542;2;0.08653859794139862;0.3919665515422821;0.1521722376346588;0.40140591234012923;0.21729471566088715;1.3300828803343026;0.59509798318132;0.577940201182451;0.1418687190456821;0.14433261805964373;0.4061534234468503;3.6369502544403076;2;
17;0.2;0.05;0;0;5.0;0.5;3.141592653589793;0.7;0.7;0.1;5.539214346496253;0.34513163566589355;0.22976931929588318;0.1462962031364441;0.4146200501991053;0.9834327572143688;2.1507504331165372;0.8048665958632053;0.6732610879613223;-0.4410552624938976;0.41245774446202577;0.1856637930464934;3.6369502544403076;2;0.09677140414714813;0.3963663876056671;0.16171471774578094;0.408008600257613;0.23946179653103594;1.3791548745104993;0.5951334041367946;0.5842382430197023;0.11335538854726165;0.15519522844911837;0.40770192646039327;3.647507429122925;2;
18;0.2;0.05;0;0;5.0;0.5;3.141592653589793;0.7;0.7;0.1;5.528733650377767;0.35827916860580444;0.22174420952796936;0.15427546203136444;0.4213483797477456;1.0165850001221302;2.212700408714914;0.8044248252960846;0.6443098520749513;-0.48162652965943503;0.42271015381329957;0.17358155656202584;3.6739003658294678;2;0.10756964236497879;0.40091976523399353;0.16962848603725433;0.4150998507754609;0.2621333433203101;1.431481971189288;0.5955751747039153;0.5898049091305738;0.08270403792484858;0.16655013327803617;0.40919016902647837;3.647507429122925;2;
19;0.2;0.05;0;0;5.0;0.5;3.141592653589793;0.7;0.7;0.1;5.523274803069318;0.3702251613140106;0.21456599235534668;0.16260547935962677;0.4279079750897614;1.045545280442616;2.2703787523437744;0.8041946471806795;0.6152982747953473;-0.5178195280094473;0.43175498879354535;0.16278403955440196;3.6369502544403076;2;0.11877785623073578;0.4044671952724457;0.17749281227588654;0.4215470213182962;0.28563477633234796;1.4826106552250848;0.5958053528193205;0.5934901502735258;0.05247342161954709;0.17812687125808835;0.4097145374344004;3.6369502544403076;2;
20;0.2;0.05;0;0;5.0;0.5;3.141592653589793;0.7;0.7;0.1;5.518777610149446;0.383632093667984;0.20911994576454163;0.1676793247461319;0.4369264640745004;1.0717186912577723;2.337019738818727;0.8040049756865197;0.5793133711506542;-0.5575123486836373;0.44156343078304944;0.1533687108961779;3.647507429122925;2;0.12945540249347687;0.40790683031082153;0.18182383477687836;0.4279564036779558;0.3073109942276319;1.5323587814594317;0.5959950243134802;0.5955548036156454;0.022902945154626594;0.18901088285504142;0.4101971248262842;3.6369502544403076;2;
21;0.2;0.05;0;0;5.0;0.5;3.141592653589793;0.7;0.7;0.1;5.50723223198262;0.40117692947387695;0.20139378309249878;0.1676792949438095;0.44889016987498903;1.105544096013376;2.426145887316733;0.8035178675992753;0.5270713229495827;-0.6064954938624552;0.4538840617688352;0.14074423370625327;3.658064603805542;2;0.14044006168842316;0.41056185960769653;0.18727551400661469;0.43391756301350376;0.3295910208164094;1.5812681266623403;0.5964821324007246;0.5964494280040515;-0.006246127356623563;0.20008500448882832;0.4099372468720342;3.631671667098999;2;
22;0.2;0.05;0;0;5.0;0.5;3.141592653589793;0.7;0.7;0.1;5.476341998365314;0.4221114218235016;0.18722312152385712;0.17070171236991882;0.46176893536377595;1.1533278617884175;2.535247409540009;0.8022133490358958;0.4571557387200253;-0.6592077729568546;0.4678269956955041;0.12130234422817165;3.642228841781616;2;0.1485343873500824;0.41139593720436096;0.19086334109306335;0.43738893604401885;0.3464845529741453;1.6138901773031207;0.5977866509641041;0.5972316680569549;-0.02575295596211924;0.2082575541557779;0.408820641608149;3.631671667098999;2;
