i;T_Z;v_z;CX;CY;k;R;D_12;v_f;v_cruis;k_f;p12;px_1;py_1;pz_1;d_1;phi_1;angle_1;v1;vx1;vy1;setPx1;setPy1;bat_cf1;lighthouse_status_cf1;px_2;py_2;pz_2;d_2;phi_2;angle_2;v2;vx2;vy2;setPx2;setPy2;bat_cf2;lighthouse_status_cf2;
13;0.2;0.05;0;0;5.0;0.3;3.141592653589793;0.7;0.7;3;4.21590595527783;-0.042201925069093704;0.3326292932033539;0.15574097633361816;0.3352957637318136;-0.12619948803367573;1.6192770196121458;1.2659278518385335;1.2644404389866684;-0.061349020495242254;0.08424211882957314;0.32649439115382967;3.14604115486145;2;-0.3341943323612213;-0.2399403303861618;0.08195272833108902;0.41140881605549356;-2.1934788399354312;-0.11444726999655508;0.1340721481614664;-0.01531071644627351;0.13319505574356733;-0.33572540400584866;-0.22662082481180507;3.29384183883667;2;
14;0.2;0.05;0;0;5.0;0.3;3.141592653589793;0.7;0.7;3;4.115290588650325;-0.013337317854166031;0.3295268416404724;0.16862155497074127;0.3297966394751287;-0.04045206777710825;1.6782396306055591;1.2530155598898536;1.2457900692479882;-0.13436925499970612;0.11124168907063278;0.3160899161405018;3.1935484409332275;2;-0.3320421874523163;-0.24595803022384644;0.09210997819900513;0.4132158841086747;-2.208346786306369;-0.12244607327890467;0.14698444011014633;-0.017952727932773752;0.14588394426483334;-0.3338374602455937;-0.2313696357973631;3.2727274894714355;2;
15;0.2;0.05;0;0;5.0;0.3;3.141592653589793;0.7;0.7;3;4.08624608394225;-0.00876100454479456;0.3370319902896881;0.17027853429317474;0.3371458403706953;-0.025988725918185126;1.7284443458438439;1.2488306712374788;1.2333442540719541;-0.19606120567605156;0.11457342086240085;0.317425869722083;3.1565983295440674;2;-0.3282029628753662;-0.25060704350471497;0.09560618549585342;0.4129419754570164;-2.2229279491555225;-0.138065027471592;0.1511693287625211;-0.020804953070504055;0.14973082476980254;-0.3302834581824166;-0.2356339610277347;3.267448902130127;2;
16;0.2;0.05;0;0;5.0;0.3;3.141592653589793;0.7;0.7;3;4.025211886219787;0.009121250361204147;0.33269163966178894;0.17709875106811523;0.3328166526918408;0.02740966386268135;1.7608400384167198;1.2392465484355908;1.2169351273681328;-0.23409592817268618;0.13081476309801743;0.3092820468445203;3.1671555042266846;2;-0.32473692297935486;-0.25190892815589905;0.10369718074798584;0.4109892665639254;-2.230563757097118;-0.15313458443896721;0.16075345156440912;-0.024520813822812217;0.1588722816583743;-0.32718900436163606;-0.23602169999006162;3.2621703147888184;2;
17;0.2;0.05;0;0;5.0;0.3;3.141592653589793;0.7;0.7;3;3.9244588175608595;0.04465695843100548;0.3400155007839203;0.16174481809139252;0.34293554016702416;0.130590549347943;1.9128549566361217;1.2206163010005193;1.149901289372097;-0.40942786784558177;0.15964708736821517;0.2990727139993621;3.1143696308135986;2;-0.3221571147441864;-0.2486572414636612;0.11308486759662628;0.40695900323326967;-2.228135940270784;-0.16624498960477352;0.1793836989994807;-0.029684465451121536;0.17691055360723246;-0.32512556128929854;-0.23096618610293795;3.267448902130127;2;
18;0.2;0.05;0;0;5.0;0.3;3.141592653589793;0.7;0.7;3;3.8621297300799338;0.0691039115190506;0.33740660548210144;0.162790447473526;0.3444104644318857;0.20201529890195222;1.9913186609811298;1.2069080732447195;1.1017572073314736;-0.49270493538875093;0.17927963225219795;0.28813611194322636;3.10909104347229;2;-0.320205956697464;-0.24253590404987335;0.12395583838224411;0.40169082570781667;-2.2190402781977;-0.17785593570279573;0.19309192675528053;-0.03416177336292671;0.19004595607054273;-0.32362213403375667;-0.22353130844281907;3.2727274894714355;2;
19;0.2;0.05;0;0;5.0;0.3;3.141592653589793;0.7;0.7;3;3.7960837556971967;0.09588450938463211;0.33168065547943115;0.17063964903354645;0.34526206909997614;0.28141488665967945;2.074772510972718;1.1900792192431742;1.042115890857354;-0.5747025474948119;0.20009609847036752;0.27421040072994995;3.1671555042266846;2;-0.31871578097343445;-0.23477613925933838;0.13609662652015686;0.3958529835772701;-2.20568666482271;-0.18796796762084866;0.20992078075682563;-0.039226435678329834;0.2062232308386451;-0.32263842454126745;-0.21415381617547385;3.2885632514953613;2;
20;0.2;0.05;0;0;5.0;0.3;3.141592653589793;0.7;0.7;3;3.7469307216220002;0.11674101650714874;0.3252556025981903;0.18043477833271027;0.34557151496706767;0.3445999117247024;2.1394288915630093;1.175691502609138;0.9906824535703613;-0.6330867124613669;0.21580926186418486;0.2619469313520536;3.198827028274536;2;-0.31617340445518494;-0.22612899541854858;0.1478486955165863;0.3887157628059144;-2.1916546738328835;-0.20335709564896232;0.22430849739086212;-0.04530098128029271;0.21968641991891297;-0.32070350258321423;-0.20416035342665728;3.2832846641540527;2;
21;0.2;0.05;0;0;5.0;0.3;3.141592653589793;0.7;0.7;3;3.669071528668748;0.1461574137210846;0.31531065702438354;0.1873711347579956;0.3475381993663211;0.43405215996932206;2.238209078303302;1.148853218402353;0.9023388268942892;-0.7110895575892552;0.2363912964105135;0.24420170126545804;3.1829912662506104;2;-0.31364816427230835;-0.21887178719043732;0.15939193964004517;0.38246572418888075;-2.180061618541516;-0.2181761797332999;0.25114678159764686;-0.054360570080892116;0.2451930552184065;-0.31908422128039754;-0.19435248166859667;3.2885632514953613;2;
22;0.2;0.05;0;0;5.0;0.3;3.141592653589793;0.7;0.7;3;3.594897412254847;0.17386600375175476;0.3030625879764557;0.19606012105941772;0.34939421788517355;0.520854256543702;2.3337764817127424;1.1174446139011427;0.8076662854819087;-0.7722419545922962;0.2546326322999456;0.22583839251722607;3.14604115486145;2;-0.31077221035957336;-0.21108007431030273;0.17149068415164948;0.3756782725985332;-2.167433638381037;-0.23489671168885196;0.2825553860988573;-0.06576265681218149;0.2747959591814944;-0.3173484760407915;-0.1836004783921533;3.29384183883667;2;
23;0.2;0.05;0;0;5.0;0.3;3.141592653589793;0.7;0.7;3;3.5288642379323614;0.19804489612579346;0.2912708818912506;0.19720780849456787;0.35222224165884697;0.5971313383380503;2.4233362887472794;1.0832942078456935;0.7128864475797002;-0.8156710449741513;0.2693335408837635;0.20970377739383547;3.1302053928375244;2;-0.3071991205215454;-0.20408612489700317;0.17854255437850952;0.36881220970120576;-2.157189730909175;-0.2550191761372785;0.31670579215430644;-0.07989345875082558;0.3064630386081116;-0.31518846639662795;-0.17343982103619202;3.2832846641540527;2;
24;0.2;0.05;0;0;5.0;0.3;3.141592653589793;0.7;0.7;3;3.4539674972522354;0.225575789809227;0.274951696395874;0.19860635697841644;0.35564430587178736;0.6870685581724711;2.529223652363575;1.035540628533166;0.5952366212465572;-0.8473710864018474;0.2850994519338827;0.19021458775568928;3.124926805496216;2;-0.30514633655548096;-0.19617216289043427;0.18791642785072327;0.36276411648113976;-2.1421492517548795;-0.26726541644964263;0.3644593714668337;-0.09625187242602196;0.35151985790917173;-0.31477152379808315;-0.1610201770995171;3.2991204261779785;2;
25;0.2;0.05;0;0;5.0;0.3;3.141592653589793;0.7;0.7;3;3.379942834976412;0.25139695405960083;0.2555826008319855;0.2023065984249115;0.35850089868574536;0.7771423044879895;2.6325047076287005;0.9766297664010052;0.4759908447178814;-0.8527827486325222;0.29899603853138895;0.17030432596873324;3.10909104347229;2;-0.30238497257232666;-0.18760769069194794;0.19570918381214142;0.3558557534231143;-2.126100167715185;-0.2829640620387815;0.4233702335989947;-0.11820626403594688;0.40653368106508886;-0.3142055989759214;-0.14695432258543906;3.2991204261779785;2;
26;0.2;0.05;0;0;5.0;0.3;3.141592653589793;0.7;0.7;3;3.306744770304412;0.2763785719871521;0.23316490650177002;0.20290376245975494;0.3615950617439853;0.8700043008536698;2.73955806392898;0.9049942792142583;0.35411658364983517;-0.8328361727222854;0.3117902303521356;0.14988128922954147;3.1143696308135986;2;-0.3012842833995819;-0.1788177341222763;0.20217102766036987;0.3503541086675375;-2.106436236021505;-0.28899554783860526;0.49500572078574157;-0.14107146795123165;0.4744781391599577;-0.31539143019470506;-0.13136992020628052;3.2991204261779785;2;
27;0.2;0.05;0;0;5.0;0.3;3.141592653589793;0.7;0.7;3;3.236372921435728;0.2991636395454407;0.2083437144756317;0.20950926840305328;0.3645627334047981;0.9624767015903992;2.845526194963398;0.8234536646576724;0.24025090254330056;-0.7876264607447365;0.32318872979977076;0.12958106840115807;3.124926805496216;2;-0.3011738061904907;-0.16986645758152008;0.20882399380207062;0.3457748905669144;-2.0843356841534595;-0.2885402290683435;0.5765463353423275;-0.16405804953741232;0.5527120707734249;-0.31757961114423194;-0.1145952505041776;3.2885632514953613;2;
28;0.2;0.05;0;0;5.0;0.3;3.141592653589793;0.7;0.7;3;3.1605444801690363;0.3215181827545166;0.17948761582374573;0.21995382010936737;0.3682251296093998;1.0616410014009074;2.961184495455365;0.7253094779194873;0.13014309364397678;-0.7135380956449447;0.3345324921189143;0.10813380625925126;3.1196482181549072;2;-0.301717609167099;-0.1610114723443985;0.21351923048496246;0.3419915348484832;-2.060999825609639;-0.28325184297044337;0.6746905220805126;-0.18856209100902116;0.6478052472924098;-0.32057381826800113;-0.09623094761515752;3.2885632514953613;2;
29;0.2;0.05;0;0;5.0;0.3;3.141592653589793;0.7;0.7;3;3.107982505326808;0.33548322319984436;0.154603973031044;0.22325094044208527;0.3693932613428951;1.1389647931935123;3.0437307650146757;0.6552178956056034;0.0640185626516602;-0.652082904512801;0.3418850794650104;0.08939568257976391;3.1196482181549072;2;-0.30245691537857056;-0.15190735459327698;0.2165198177099228;0.3384612681531631;-2.036238008659266;-0.27545469728736255;0.7447821043943965;-0.2025692039105284;0.7167050304366508;-0.3227138357696234;-0.0802368515496119;3.2885632514953613;2;
30;0.2;0.05;0;0;5.0;0.3;3.141592653589793;0.7;0.7;3;3.0715183286962007;0.3428453803062439;0.13277511298656464;0.2238815277814865;0.3676577014369861;1.2013085196602347;3.0983084082132297;0.6076621096249569;0.02629398365418831;-0.6070929631427517;0.3454747786716627;0.07206581667228946;3.10909104347229;2;-0.3032894432544708;-0.14262056350708008;0.2200271338224411;0.3351493868779771;-2.01035845882315;-0.26559181835895057;0.792337890375043;-0.20797315190859342;0.7645564077353474;-0.3240867584453302;-0.06616492273354534;3.278006076812744;2;
31;0.2;0.05;0;0;5.0;0.3;3.141592653589793;0.7;0.7;3;3.0805226962200707;0.3311140239238739;0.1245783120393753;0.20531968772411346;0.35377429622520584;1.2109390516008327;3.0443950746865434;0.6192510031119776;0.060094970608314466;-0.6163281588267538;0.3371235209847053;0.06294549615669992;3.0615837574005127;2;-0.3014800250530243;-0.1349681317806244;0.2245444804430008;0.3303128851593957;-1.9917235593586828;-0.270507636422676;0.7807489968880224;-0.20863225249142348;0.7523573481810409;-0.32234325030216665;-0.05973239696252029;3.278006076812744;2;
