i; TZ; vz; CX; CY; k; R; D_12; v_f; v_cruis; k_f; p12;px1; py1; pz1; d1; phi1; angle1; v1; vx1; vy1; setPx1;setPy1;setPz1;px2; py2; pz2; d2; phi2; angle2; v2; vx2; vy2; setPx2;setPy2;setPz2
10;0.3;0.05;0.5;0.0;5.0;0.5;3.141592653589793;0.05;0.05;0.1;4.5356085647613735;0.4188385605812073;0.09684102237224579;0.073039710521698;0.1263541169199966;-0.6975386086676694;-0.2060776882505153;0.054408878013791524;-0.011133262360398724;0.05325764241809973;0.40770529822080853;0.1500986647903455;0.3;1.1328850984573364;0.36300328373908997;-0.011873455718159676;0.729599158342932;1.0500381337505433;3.4750233876691805;0.04559112198620848;-0.014921369448707412;-0.043080194262984976;1.117963729008629;0.319923089476105;0.3;
11;0.3;0.05;0.5;0.0;5.0;0.5;3.141592653589793;0.05;0.05;0.1;4.5325449199686165;0.4180271625518799;0.09742018580436707;0.0751086100935936;0.1273194355998067;-0.6995010777438999;-0.2069630970217553;0.05439931162306592;-0.011178446988267228;0.05323840181667678;0.40684871556361263;0.15065858762104384;0.3;1.132994294166565;0.36214014887809753;-0.003938494250178337;0.7292648790918691;1.0511393094670698;3.4754028822167906;0.04560068837693409;-0.014940851455696921;-0.0430835669162739;1.118053442710868;0.3190565819618236;0.3;
12;0.3;0.05;0.5;0.0;5.0;0.5;3.141592653589793;0.05;0.05;0.1;4.535382585922199;0.4179764688014984;0.09759488701820374;0.07737848907709122;0.12748577035248881;-0.6989230530074731;-0.2061990454950754;0.05440817241043455;-0.01113958101323247;0.05325560026788922;0.40683688778826593;0.15085048728609296;0.3;1.1323659420013428;0.3636797368526459;-0.007569178007543087;0.7294858707339406;1.0488796682499137;3.473620477467546;0.04559182758956545;-0.014861147139728094;-0.04310175226888129;1.1175047948616146;0.3205779845837646;0.3;
13;0.3;0.05;0.5;0.0;5.0;0.5;3.141592653589793;0.05;0.05;0.1;4.531291301009433;0.4162037670612335;0.0986563190817833;0.07893099635839462;0.12944063484661472;-0.7041312366752169;-0.20921123239409922;0.05439539690174256;-0.011297292730994052;0.05320930727841073;0.40490647433023946;0.15186562636019402;0.3;1.1324982643127441;0.36469653248786926;-0.006933295167982578;0.730107947612755;1.0477627694949363;3.4738441666107405;0.045604603098257444;-0.014874955178064427;-0.04311050373401089;1.1176233091346797;0.3215860287538584;0.3;
14;0.3;0.05;0.5;0.0;5.0;0.5;3.141592653589793;0.05;0.05;0.1;4.5477310434945215;0.4332244396209717;0.08089542388916016;0.09263160824775696;0.1048954006148037;-0.6900709246013574;-0.22147955145625864;0.054446723210166505;-0.011960489956286924;0.05311678028956616;0.4212639496646848;0.1340122041787263;0.3;1.1316189765930176;0.36619484424591064;-0.010493657551705837;0.7300967028720905;1.0453833390837073;3.4714405401932327;0.0455532767898335;-0.014754666216707476;-0.043097573610642335;1.11686431037631;0.32309727063526833;0.3;
15;0.3;0.05;0.5;0.0;5.0;0.5;3.141592653589793;0.05;0.05;0.1;4.564757209906721;0.4318513572216034;0.08562660217285156;0.09381483495235443;0.10943560897717569;-0.6722247132016037;-0.1989603053963942;0.05449985585810552;-0.010771910335289929;0.05342471559384057;0.4210794468863135;0.13905131776669213;0.3;1.13131844997406;0.36532920598983765;-0.002167802071198821;0.729402779009523;1.0462033840712621;3.4707648161055813;0.04550014414189449;-0.014708365135412519;-0.04305725388336507;1.1166100848386475;0.3222719521064726;0.3;
16;0.3;0.05;0.5;0.0;5.0;0.5;3.141592653589793;0.05;0.05;0.1;4.557915645845052;0.4375780522823334;0.07696010172367096;0.09678835421800613;0.09909266781243145;-0.6814696199082556;-0.218727699326423;0.054478508771425606;-0.011821172408670706;0.053180520877881395;0.4257568798736627;0.13014062260155235;0.3;1.1304149627685547;0.3668316602706909;-0.006030466873198748;0.7293754124313692;1.0438000414262794;3.468302378733547;0.0455214912285744;-0.01460914574805501;-0.04311355963250149;1.1158058170204996;0.3237181006381894;0.3;
17;0.3;0.05;0.5;0.0;5.0;0.5;3.141592653589793;0.05;0.05;0.1;4.594342584219589;0.43876051902770996;0.08110538870096207;0.1037474051117897;0.10162852998095377;-0.6467320138214313;-0.18145055474109573;0.054592121178132606;-0.009851503317895837;0.053695880448181514;0.4289090157098141;0.1348012691491436;0.3;1.1299947500228882;0.3680131733417511;-0.0055815596133470535;0.7296074840689801;1.0421107091385657;3.4671139223624614;0.0454078788218674;-0.01452156330125294;-0.04302324555852449;1.1154731867216352;0.3249899277832266;0.3;
18;0.3;0.05;0.5;0.0;5.0;0.5;3.141592653589793;0.05;0.05;0.1;4.593536344408715;0.4420112669467926;0.07631819695234299;0.10799203813076019;0.09584967578021723;-0.6497616640449807;-0.19023018924198476;0.054589607851001636;-0.010322072549431908;0.05360485149322217;0.4316891943973607;0.12992304844556515;0.3;1.1291618347167969;0.3694052994251251;-0.009502535685896873;0.7295922762115649;1.0398872987258907;3.4648577067377344;0.04541039214899837;-0.0144252550977031;-0.043058282948719676;1.1147365796190938;0.32634701647640546;0.3;
19;0.3;0.05;0.5;0.0;5.0;0.5;3.141592653589793;0.05;0.05;0.1;4.613323777239027;0.4409348964691162;0.08073640614748001;0.11000840365886688;0.1000352624464237;-0.6316074136528005;-0.1679245397185296;0.05465127537192353;-0.00913421983220136;0.05388253824602953;0.43180067663691485;0.13461894439350955;0.3;1.1286535263061523;0.37048882246017456;-0.009371115826070309;0.7297035176735048;1.0382541162877588;3.463464428709246;0.04534872462807647;-0.014345740882211723;-0.04301983895755014;1.1143077854239407;0.32746898350262443;0.3;
20;0.3;0.05;0.5;0.0;5.0;0.5;3.141592653589793;0.05;0.05;0.1;4.613336793050298;0.443203866481781;0.07760769873857498;0.11356034874916077;0.0961704512109451;-0.6317746558130062;-0.17192746935713332;0.05465131592417116;-0.009349841022547406;0.05384558296737676;0.43385402545923357;0.13145328170595175;0.3;1.1272943019866943;0.369840145111084;-0.005464175716042519;0.7282031819765427;1.038073858316282;3.4600373725049627;0.04534868407582884;-0.014198212825066454;-0.04306871138057709;1.113096089161628;0.3267714337305069;0.3;
21;0.3;0.05;0.5;0.0;5.0;0.5;3.141592653589793;0.05;0.05;0.1;4.630516355544048;0.4429858922958374;0.08037607371807098;0.12093444913625717;0.09854400896875788;-0.6169681427543461;-0.15477229625552802;0.05470482751118672;-0.00843302932427789;0.054050922003649124;0.43455286297155954;0.13442699572172012;0.3;1.126170039176941;0.37118256092071533;-0.005309300031512976;0.7279185472939347;1.035700808881192;3.4570456310348536;0.04529517248881328;-0.014052697210526554;-0.043060124847712725;1.1121173419664143;0.3281224360730026;0.3;
22;0.3;0.05;0.5;0.0;5.0;0.5;3.141592653589793;0.05;0.05;0.1;4.635109302640316;0.44455188512802124;0.07847590744495392;0.12467190623283386;0.09608830049576861;-0.6151166043489193;-0.15535031013533196;0.054719129281779966;-0.008466482955555778;0.054060168106651624;0.43608540217246544;0.13253607555160554;0.3;1.1247715950012207;0.3726719617843628;-0.005223303567618132;0.7274777914277348;1.0329594001903502;3.453344455399182;0.04528087071822004;-0.013888841506130496;-0.04309822890349143;1.1108827534950902;0.3295737328808714;0.3;
23;0.3;0.05;0.5;0.0;5.0;0.5;3.141592653589793;0.05;0.05;0.1;4.633632687269107;0.44336551427841187;0.07958097755908966;0.1223832368850708;0.09767597945354375;-0.6185077365621384;-0.15717339181505074;0.05471453152490473;-0.008564305259920236;0.05404010210394403;0.4348012090184916;0.1336210796630337;0.3;1.1236481666564941;0.37362250685691833;-0.004776297137141228;0.7270012471819112;1.0310448833483412;3.4503898778535387;0.04528546847509528;-0.013762841328504083;-0.043143456671612075;1.1098853253279901;0.33047905018530627;0.3;
24;0.3;0.05;0.5;0.0;5.0;0.5;3.141592653589793;0.05;0.05;0.1;4.64725964835823;0.44493913650512695;0.07976701110601425;0.12589533627033234;0.09692509865658143;-0.6041666230717356;-0.1435751114455791;0.05475695442652361;-0.007834753601328598;0.05419354845435804;0.4371043829037984;0.13396055956037228;0.3;1.1234463453292847;0.37289682030677795;0.0041976794600486755;0.7264553558886789;1.0317590357496205;3.4499095941466065;0.045243045573476394;-0.013729245185291616;-0.04310963928642652;1.109717100143993;0.3297871810203514;0.3;
25;0.3;0.05;0.5;0.0;5.0;0.5;3.141592653589793;0.05;0.05;0.1;4.648716136973166;0.44494137167930603;0.0796283558011055;0.1289002150297165;0.09680974950976672;-0.6049612467958364;-0.14448365132456253;0.05476148770344236;-0.007884640068853383;0.05419089394426798;0.43705673161045266;0.1338192497453735;0.3;1.1222436428070068;0.37408187985420227;0.005132714286446571;0.7260333352188367;1.0295079234105833;3.4467328607181367;0.04523851229655765;-0.013590866389840094;-0.043148711980536714;1.1086527764171668;0.33093316787366556;0.3;
26;0.3;0.05;0.5;0.0;5.0;0.5;3.141592653589793;0.05;0.05;0.1;4.374219657595723;0.40453484654426575;0.07900352030992508;0.08033661544322968;0.12391590594305331;-0.8794726026504689;-0.390712961139305;0.0539038816291978;-0.020529171638924766;0.049841564647532234;0.384005674905341;0.1288450849574573;0.3;1.1215678453445435;0.3736881911754608;-0.0028781541623175144;0.72525130168118;1.0294930469333945;3.4449976107892755;0.04609611837080221;-0.013772200305621214;-0.04399066523248831;1.1077956450389221;0.3296975259429725;0.3;
27;0.3;0.05;0.5;0.0;5.0;0.5;3.141592653589793;0.05;0.05;0.1;4.369584582512334;0.4032727777957916;0.07929545640945435;0.08009970933198929;0.12507567678220244;-0.8841076777338575;-0.39406654395203744;0.05388934772137028;-0.02069062345720782;0.049759018265906306;0.3825821543385838;0.12905447467536066;0.3;1.1215678453445435;0.3736881911754608;-0.0028781541623175144;0.72525130168118;1.0294930469333945;3.4449976107892755;0.046110652278629725;-0.01377654262113277;-0.04400453529999849;1.1077913027234108;0.32968365587546233;0.3;
28;0.3;0.05;0.5;0.0;5.0;0.5;3.141592653589793;0.05;0.05;0.1;2.0633933828089015;0.3801165819168091;0.07121970504522324;0.07469236105680466;0.1394427492487069;-1.0347450596720187;-0.5283029141353808;0.046581192342594537;-0.023480105055422314;0.040230487775369056;0.3566364768613868;0.11145019282059229;0.3;1.1196234226226807;0.3732321560382843;-0.0022189870942384005;0.7233501421605109;1.028648323136883;3.4399426108851765;0.05341880765740547;-0.015702109102463526;-0.051058914807046316;1.103921313520217;0.322173241231238;0.3;
29;0.3;0.05;0.5;0.0;5.0;0.5;3.141592653589793;0.05;0.05;0.1;4.36692548210922;0.3912295699119568;0.08888043463230133;0.06743829697370529;0.1404661458215633;-0.8856924873589229;-0.3780437383154547;0.053881009014521114;-0.019887644752414783;0.050076388833707394;0.371341925159542;0.13895682346600874;0.3;1.1166713237762451;0.3698430359363556;-0.00805660616606474;0.7190739828408249;1.0305673377114428;3.432245033457879;0.04611899098547889;-0.013216656063985989;-0.04418462777940973;1.1034546677122592;0.32565840815694586;0.3;
30;0.3;0.05;0.5;0.0;5.0;0.5;3.141592653589793;0.05;0.05;0.1;4.295613235894159;0.37912672758102417;0.08423135429620743;0.054488882422447205;0.14732708180047946;-0.9621830510708931;-0.4463078398016007;0.053657183846580726;-0.023160478554307723;0.048401297621873896;0.3559662490267165;0.13263265191808132;0.3;1.117581844329834;0.3747510313987732;-0.008258546702563763;0.7223888634110327;1.0253890202145344;3.434539288751861;0.04634281615341928;-0.01338262702530352;-0.044368478708777415;1.1041992173045305;0.3303825526899958;0.3;
31;0.3;0.05;0.5;0.0;5.0;0.5;3.141592653589793;0.05;0.05;0.1;4.352605838459054;0.3841134011745453;0.0906929150223732;0.047994181513786316;0.14715606892883246;-0.9067552207458044;-0.3910880056214384;0.05383609468450975;-0.02052202298826237;0.049771193107546956;0.3635913781862829;0.14046410812992016;0.3;1.116365909576416;0.3753340542316437;-0.00860616471618414;0.7216526773690548;1.023824247974728;3.4313255974309413;0.04616390531549026;-0.013188857403009117;-0.04423980328144149;1.103177052173407;0.3310942509502022;0.3;
32;0.3;0.05;0.5;0.0;5.0;0.5;3.141592653589793;0.05;0.05;0.1;4.290445274030377;0.37498289346694946;0.08554916828870773;0.05341421440243721;0.15148576540647554;-0.9706853779869393;-0.4497047608340574;0.05364094895658231;-0.023317702697614757;0.048307723459797995;0.3516651907693347;0.13385689174850574;0.3;1.1158591508865356;0.3765210211277008;-0.008473497815430164;0.7218383289087185;1.02205465516227;3.429972398748776;0.0463590510434177;-0.013184479401305347;-0.04444469728283412;1.1026746714852302;0.3320763238448667;0.3;
33;0.3;0.05;0.5;0.0;5.0;0.5;3.141592653589793;0.05;0.05;0.1;4.343259393827834;0.3802010416984558;0.0921689048409462;0.04831702634692192;0.15115190183955515;-0.9150175324869353;-0.3944501677039235;0.05380677076734887;-0.02067797629946599;0.04967484148508933;0.3595230653989898;0.14184374632603552;0.3;1.1156123876571655;0.3739609122276306;-0.0007427938398905098;0.7202953392262634;1.0249083808648163;3.4293536717671906;0.04619322923265114;-0.01310991651793564;-0.04429384286594485;1.10250247113923;0.32966706936168577;0.3;
34;0.3;0.05;0.5;0.0;5.0;0.5;3.141592653589793;0.05;0.05;0.1;4.304926249161095;0.3736364245414734;0.08946610242128372;0.04082068055868149;0.15482873339635114;-0.9547177471483511;-0.42956618915029277;0.05368643537520212;-0.02235913569671811;0.04880883520625645;0.3512772888447553;0.13827493762754017;0.3;1.1138554811477661;0.37404346466064453;-0.007869250141084194;0.7188373009175959;1.02354131087014;3.42468073574038;0.04631356462479789;-0.012936404180920099;-0.04447016657404381;1.100919076966846;0.32957329808660074;0.3;
35;0.3;0.05;0.5;0.0;5.0;0.5;3.141592653589793;0.05;0.05;0.1;4.341652665783475;0.3767154812812805;0.09426826238632202;0.0363440215587616;0.15519528939063437;-0.9179913305259709;-0.3923787441988992;0.053801729097698946;-0.02057310650507562;0.04971290921514251;0.3561423747762049;0.14398117160146454;0.3;1.1138554811477661;0.37404346466064453;-0.007869250141084194;0.7188373009175959;1.02354131087014;3.42468073574038;0.04619827090230106;-0.01290420009112859;-0.044359461835898256;1.1009512810566375;0.3296840028247463;0.3;
36;0.3;0.05;0.5;0.0;5.0;0.5;3.141592653589793;0.05;0.05;0.1;4.309170343609914;0.37078091502189636;0.0919148325920105;0.04871958866715431;0.15857461452892038;-0.9525199937671449;-0.4226223508993274;0.053699763710200035;-0.022025145384701687;0.048975071141490654;0.3487557696371947;0.14088990373350116;0.3;1.1115212440490723;0.3743392825126648;-0.01427799928933382;0.7169993935530362;1.0214949698025277;3.4184328910153416;0.04630023628979997;-0.012654667935702075;-0.044537301893226806;1.0988665761133702;0.329801980619438;0.3;
37;0.3;0.05;0.5;0.0;5.0;0.5;3.141592653589793;0.05;0.05;0.1;4.344754199062676;0.37438711524009705;0.09732789546251297;0.045464951545000076;0.15890662683748125;-0.9115961371237692;-0.3812740833296199;0.053811461067828734;-0.020023425694159866;0.04994732991587144;0.35436368954593717;0.14727522537838442;0.3;1.108016014099121;0.3677446246147156;-0.013048780150711536;0.710576936252508;1.026834970993142;3.408784920152658;0.04618853893217127;-0.012194900220843857;-0.04454958515286493;1.0958211138782772;0.32319503946185063;0.3;
38;0.3;0.05;0.5;0.0;5.0;0.5;3.141592653589793;0.05;0.05;0.1;4.322634619679715;0.36975017189979553;0.09631180763244629;0.041302166879177094;0.1619906849468887;-0.9340885667598864;-0.39979460553167456;0.053742038850302;-0.020917968276311392;0.049503993202352874;0.34883220362348416;0.14581580083479917;0.3;1.1063787937164307;0.3670632541179657;-0.013901754282414913;0.708823443455889;1.0264621207399844;3.404235788880621;0.046257961149698004;-0.012010137189404023;-0.04467164172513323;1.0943686565270268;0.3223916123928325;0.3;
39;0.3;0.05;0.5;0.0;5.0;0.5;3.141592653589793;0.05;0.05;0.1;4.348744302202338;0.37153181433677673;0.10022219270467758;0.038603443652391434;0.16293729664547013;-0.9082877267083719;-0.37276384386588324;0.05382398013322542;-0.019602201330251045;0.05012758263062511;0.3519296130065257;0.1503497753353027;0.3;1.1049951314926147;0.3664810359477997;-0.014524301514029503;0.7073382916533917;1.0261532782688763;3.400361046567842;0.04617601986677459;-0.01181598839766729;-0.04463862933517284;1.0931791430949473;0.32184240661262686;0.3;
40;0.3;0.05;0.5;0.0;5.0;0.5;3.141592653589793;0.05;0.05;0.1;4.322884368019109;0.36700257658958435;0.09914688020944595;0.0546208880841732;0.16588676405631525;-0.9301944882069324;-0.3908054388537583;0.05374282288545044;-0.020472428154515075;0.04969075061975935;0.3465301484350693;0.14883763082920531;0.3;1.1017019748687744;0.36124247312545776;-0.02053758315742016;0.7018129315927288;1.0301064509535454;3.3908127901889475;0.04625717711454957;-0.01140925246804017;-0.04482806478900609;1.0902927224007342;0.3164144083364517;0.3;
41;0.3;0.05;0.5;0.0;5.0;0.5;3.141592653589793;0.05;0.05;0.1;4.355296549133099;0.36976292729377747;0.10394790023565292;0.053395338356494904;0.1666339133264509;-0.8971882948118822;-0.35681214141856754;0.05384453541950618;-0.01880730078901766;0.050453140948546214;0.3509556265047598;0.15440104118419914;0.3;1.0986328125;0.3589162528514862;-0.010846339166164398;0.6979843270178867;1.0307004632346046;3.3818302923066215;0.04615546458049383;-0.010981928795821608;-0.044829947028350636;1.0876508837041783;0.31408630582313557;0.3;
42;0.3;0.05;0.5;0.0;5.0;0.5;3.141592653589793;0.05;0.05;0.1;4.346239508045235;0.3662296533584595;0.10370928049087524;0.051893554627895355;0.16926346475401285;-0.9113122556297739;-0.3674360294788517;0.053816121406882286;-0.019332030886859166;0.05022397340981513;0.34689762247160033;0.15393325390069038;0.3;1.10403311252594;0.36632755398750305;-0.011791758239269257;0.7064360394531424;1.0256335435045776;3.397662017273256;0.04618387859311772;-0.01169745499599896;-0.04467796088140568;1.092335657529941;0.32164959310609736;0.3;
43;0.3;0.05;0.5;0.0;5.0;0.5;3.141592653589793;0.05;0.05;0.1;4.362226316966755;0.3675824999809265;0.10713911056518555;0.051431961357593536;0.1703325668332406;-0.8905306746172642;-0.3452197314814397;0.05386627153428606;-0.01822853228663443;0.05068822170564443;0.34935396769429206;0.15782733227082998;0.3;1.101554036140442;0.36089029908180237;-0.018353376537561417;0.7015048584067033;1.0304283155955676;3.3903708335603846;0.046133728465713945;-0.011359043775349338;-0.04471345464910895;1.0901949923650927;0.31617684443269345;0.3;
44;0.3;0.05;0.5;0.0;5.0;0.5;3.141592653589793;0.05;0.05;0.1;4.382657898201502;0.36664503812789917;0.11139857023954391;0.07314510643482208;0.17376186954370645;-0.8748668455549651;-0.3249076123638317;0.053930336675577235;-0.01721570858499224;0.05110871346314379;0.34942932954290695;0.1625072837026877;0.3;1.1036534309387207;0.36607497930526733;-0.017770705744624138;0.705980421228125;1.0256605634231193;3.396584800160592;0.04606966332442277;-0.011620510945295733;-0.04458001350600879;1.0920329199934249;0.3214949657992585;0.3;
45;0.3;0.05;0.5;0.0;5.0;0.5;3.141592653589793;0.05;0.05;0.1;4.376614475650014;0.3667770326137543;0.11127772927284241;0.073264479637146;0.173583098460987;-0.8749136176429452;-0.3251984577931438;0.05391139026610424;-0.017224519274231822;0.05108575081366443;0.3495525133395225;0.16236348008650683;0.3;1.1023080348968506;0.3603368103504181;-0.023626388981938362;0.7018672137910553;1.0316572138866271;3.392498015821646;0.046088609733895766;-0.011442929544691189;-0.044645484773250976;1.0908651053521594;0.3156913255771671;0.3;
46;0.3;0.05;0.5;0.0;5.0;0.5;3.141592653589793;0.05;0.05;0.1;4.36353109025487;0.3632549047470093;0.1107688844203949;0.07367706298828125;0.17598001827334916;-0.8899638421394728;-0.3369599623227598;0.053870363720076725;-0.017810595187236735;0.050840916459184114;0.34544430955977257;0.16160980087957902;0.3;1.1028947830200195;0.36229994893074036;-0.014457711018621922;0.703379963027078;1.0296903747852433;3.3942637737942833;0.04612963627992328;-0.011532001059081006;-0.04466493361566061;1.0913627819609386;0.31763501531507976;0.3;
47;0.3;0.05;0.5;0.0;5.0;0.5;3.141592653589793;0.05;0.05;0.1;4.384683179826269;0.36507877707481384;0.11434709280729294;0.07542584836483002;0.17685868378201688;-0.8677495823414509;-0.31353127362313193;0.05393668540174414;-0.016635135135771868;0.05130729296251487;0.348443641939042;0.16565438576980782;0.3;1.1022745370864868;0.3610570430755615;-0.014269129373133183;0.7022085205814651;1.0307525450118655;3.392437964094466;0.04606331459825586;-0.011433969653598034;-0.0446216683881104;1.0908405674328887;0.31643537468745114;0.3;
48;0.3;0.05;0.5;0.0;5.0;0.5;3.141592653589793;0.05;0.05;0.1;4.377764588957891;0.36268171668052673;0.11479005962610245;0.0772804543375969;0.17897784422316435;-0.8745207439513352;-0.31735374966037866;0.053914996139603814;-0.016824365814345228;0.051222724680346575;0.3458573508661815;0.16601278430644903;0.3;1.1021826267242432;0.3608812689781189;-0.013867915607988834;0.7020393195738872;1.0308999742703595;3.3921668590882024;0.04608500386039619;-0.011427250151239356;-0.044645778465536155;1.0907553765730038;0.31623549051258276;0.3;
49;0.3;0.05;0.5;0.0;5.0;0.5;3.141592653589793;0.05;0.05;0.1;4.394158855286138;0.3645535409450531;0.11851806193590164;0.09903687983751297;0.17997853837490077;-0.8519562487069995;-0.29338707464164415;0.05396638496674207;-0.015606874656587126;0.05166039266045297;0.348946666288466;0.1701784545963546;0.3;1.100571632385254;0.35489776730537415;-0.02022050879895687;0.6975949475621422;1.0370702031864485;3.387215765646464;0.04603361503325794;-0.01119356982631063;-0.04465196196779823;1.0893780625589433;0.3102458053375759;0.3;
50;0.3;0.05;0.5;0.0;5.0;0.5;3.141592653589793;0.05;0.05;0.1;4.394158855286138;0.3645535409450531;0.11851806193590164;0.09903687983751297;0.17997853837490077;-0.8519562487069995;-0.29338707464164415;0.05396638496674207;-0.015606874656587126;0.05166039266045297;0.348946666288466;0.1701784545963546;0.3;1.100571632385254;0.35489776730537415;-0.02022050879895687;0.6975949475621422;1.0370702031864485;3.387215765646464;0.04603361503325794;-0.01119356982631063;-0.04465196196779823;1.0893780625589433;0.3102458053375759;0.3;
