i;T_Z;v_z;CX;CY;k;R;D_12;D_23;v_f;v_cruis;k_f;p12;p23;px_1;py_1;pz_1;d_1;phi_1;angle_1;v1;vx1;vy1;setPx1;setPy1;px_2;py_2;pz_2;d_2;phi_2;angle_2;v2;vx2;vy2;setPx2;setPy2;px_3;py_3;pz_3;d_3;phi_3;angle_3;v3;vx3;vy3;setPx3;setPy3;
0;0.2;0.05;0;0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.3;0.3;3;1.5255759981731032;2.4565263016913486;-0.26433268189430237;0.2664708197116852;0.011896398849785328;0.3753378004881095;-0.7813700696739612;0.2320424274098345;0.10123567646403486;0.023280732148221663;0.09852243246983654;-0.2620046086794802;0.2763230629586688;0.29077500104904175;0.31577426195144653;0.020023632794618607;0.42925922907498565;0.744205928499142;1.9750316063587143;0.5343324483880108;0.49126709253569084;-0.21016138844196647;0.33990171030261085;0.2947581231072499;-0.02008865401148796;-0.3392859697341919;0.013798066414892673;0.3398801601718821;-3.082453076989096;-2.186762950968883;0.1420961504836169;-0.1159810610978373;-0.08209573343897009;-0.031686760121271695;-0.3474955430780889;
1;0.2;0.05;0;0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.3;0.3;3;1.5633148339709915;2.475422694190854;-0.2699314057826996;0.25872036814689636;0.016976382583379745;0.37389730237311153;-0.80660183279543;0.20164024403313185;0.10704833065698538;0.021439276896525666;0.1048794665442258;-0.26778747809304704;0.26920831480131896;0.2962366044521332;0.3137386441230774;0.022532355040311813;0.43149514786787185;0.7567130011755615;1.9975098711163133;0.5330832478361002;0.4852821345751355;-0.22063317743640704;0.34476481790964675;0.2916753263794367;-0.03270120546221733;-0.3601800203323364;0.0019485665252432227;0.36166146585624026;-3.051049611813171;-2.0853820743519864;0.13726773311924703;-0.11949110614131767;-0.0675596485249974;-0.044650316076349096;-0.36693598518483617;
2;0.2;0.05;0;0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.3;0.3;3;1.5991940250366814;2.4504255976470892;-0.2727881371974945;0.25637659430503845;0.02645021490752697;0.3743558813523962;-0.8164022780309994;0.1934821526954177;0.11315190324967733;0.02175653472610783;0.11104056198406059;-0.2706124837248837;0.2674806505034445;0.3032483160495758;0.30483323335647583;0.02677476406097412;0.4299800476132202;0.782791747005682;2.016824382404478;0.5287173709785434;0.47699171012637226;-0.2280810532358653;0.350947487062213;0.2820251280328893;-0.03424745798110962;-0.3727332353591919;0.003780351486057043;0.37430329028676546;-3.0499679625268152;-2.0402720537142613;0.1437140983143247;-0.12816503792619194;-0.06501895960162057;-0.04706396177372881;-0.37923513131935394;
3;0.2;0.05;0;0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.3;0.3;3;1.6269415499437447;2.3988126528241227;-0.27254197001457214;0.2589154839515686;0.04305649548768997;0.37592067414455793;-0.8110323907736493;0.20448176052760936;0.11830678089878602;0.024023344707035783;0.11584201878299728;-0.27013963554386855;0.27049968582986833;0.3149939477443695;0.2963358759880066;0.03911426290869713;0.4324767491012226;0.8159091591700955;2.0611052679074087;0.5221428290904402;0.46062783569495763;-0.24587625130042096;0.3610567313138653;0.2717482508579645;-0.027786867693066597;-0.37929216027259827;0.014426236972212791;0.3803086284328116;-3.068463495185368;-2.0369512327902535;0.15865342293311283;-0.14172559190556358;-0.0713075396252796;-0.041959426883622954;-0.3864229142351262;
4;0.2;0.05;0;0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.3;0.3;3;1.625027157867164;2.345715404436418;-0.2675867974758148;0.26675087213516235;0.06518923491239548;0.37783425197860565;-0.7869625761391452;0.23548996550860302;0.11793804597522917;0.02751724073198837;0.1146829723671002;-0.264835073402616;0.27821916937187235;0.322569340467453;0.29026374220848083;0.06003052368760109;0.4339401104420736;0.8380645817280189;2.08984333177984;0.5172615834152998;0.44913425504687876;-0.25658910074433877;0.36748276597214086;0.26460483213404695;-0.015536998398602009;-0.36806735396385193;0.031832337379455566;0.36839513483919634;-3.0994053210151495;-2.1106045499274497;0.17661711543685357;-0.15150344474164648;-0.09077616260147671;-0.030687342872766657;-0.3771449702239996;
5;0.2;0.05;0;0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.3;0.3;3;1.6100427703455849;2.3176734056434314;-0.2612873911857605;0.2738952040672302;0.07872642576694489;0.3785362381644462;-0.7618445549320894;0.2631681659583449;0.11511971272876434;0.02994735032881175;0.11115621650198718;-0.25829265615287933;0.2850108257174289;0.32915496826171875;0.29020774364471436;0.08823205530643463;0.43882060981992327;0.8481982154134955;2.122136519911016;0.5159231995917414;0.43947537911652085;-0.2702556919425936;0.3731025061733708;0.263182174450455;-0.00845619197934866;-0.3482244610786438;0.05306542292237282;0.34832711992651894;-3.11731368612266;-2.1953502270856435;0.1872814788805712;-0.1519272398861965;-0.10951011876651374;-0.02364891596796831;-0.35917547295529517;
6;0.2;0.05;0;0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.3;0.3;3;1.5894540739963483;2.3073444288634866;-0.25449317693710327;0.2802217900753021;0.0896235853433609;0.3785380149212843;-0.7373187441698813;0.2877004667736518;0.111435072769097;0.031619474278698864;0.10685496848248398;-0.25133122950923337;0.2909072869235505;0.3305986821651459;0.28917521238327026;0.10966939479112625;0.43922407960657234;0.8521353298264671;2.127919405728162;0.516978173576997;0.43880062221366173;-0.2733504086331517;0.3744787443865121;0.2618401715199551;-0.0059357560239732265;-0.3318101465702057;0.06678784638643265;0.3318632347315947;-3.123705548489633;-2.2519698414930387;0.19142535805038902;-0.1487057812768665;-0.12054152114336525;-0.02080633415165988;-0.3438642986845422;
7;0.2;0.05;0;0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.3;0.3;3;1.6012076644642101;2.2896842508995094;-0.25042060017585754;0.28335505723953247;0.09573094546794891;0.37815415567682903;-0.7237753487772287;0.2998429076839083;0.11351266425094253;0.03352825005520661;0.1084480585053635;-0.24706777517033687;0.29419986309006885;0.3482303023338318;0.2893819510936737;0.11308695375919342;0.45277616664561005;0.8774323156869814;2.21635635136197;0.5138851886694418;0.4104724522205566;-0.30917689613208593;0.38927754755588745;0.2584642614804651;-0.008162632584571838;-0.3197338879108429;0.07139911502599716;0.3198380647285344;-3.1160687405930956;-2.278534670533685;0.19878450363520922;-0.15104325616570122;-0.12923317550984678;-0.02326695820114196;-0.3326572054618276;
8;0.2;0.05;0;0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.3;0.3;3;1.609810335362962;2.286630802930763;-0.24856658279895782;0.28473350405693054;0.10137844830751419;0.37796628740787086;-0.7176846402398782;0.30524883169863537;0.11507692389941271;0.03458412700474698;0.10975717094327256;-0.24510817009848312;0.2957092211512578;0.35619431734085083;0.2872582674026489;0.12306258827447891;0.45759338270683775;0.8921256951230837;2.253983411761334;0.5125993488447986;0.3975539890414917;-0.32358757428756285;0.39594971624499997;0.25489950997389266;-0.01183245051652193;-0.3182394802570343;0.06785161048173904;0.3184593752419502;-3.1044288091257397;-2.270687189230531;0.20009215262652538;-0.15305298691084188;-0.12888620073687637;-0.02713774920760612;-0.33112810033072193;
9;0.2;0.05;0;0;5.0;0.5;2.0943951023931953;2.0943951023931953;0.3;0.3;3;1.6307492371539605;2.274404399941523;-0.248209610581398;0.2844145894050598;0.10418561100959778;0.3774912839409912;-0.7175278517250853;0.30367677099981827;0.11904616814461202;0.03559846550815733;0.11359902906002221;-0.24464976403058228;0.295774492311062;0.3676057755947113;0.28387489914894104;0.12065675109624863;0.4644555572037121;0.9132213854288753;2.308131948793684;0.5087382042058447;0.37659981149398086;-0.3420338322465861;0.40526575674410936;0.24967151592428244;-0.014905981719493866;-0.32358109951019287;0.06462612003087997;0.32392424461785385;-3.095559521809188;-2.2466314733838644;0.20543238798235017;-0.16027522613521994;-0.1285080461272171;-0.03093350433301586;-0.33643190412291457;
